weight,title_phrases
1.0,Close-in Targets
1.0,unmanned Range-programmable Airburst Weapon System
1.0,Crisis Negotiation
1.0,Humanoid Security
1.0,Mobile Payments
1.0,Robot System
1.0,Smart Humanoid Mailbox
1.0,unmanned Drone
1.0,Wearable Personal Exoskeleton Heavy Load Flying Machine
1.0,Mission Data Acquisition
1.0,Small Unmanned Aircraft Systems suas Tactical Tracking
1.0,Heavy Rainfall
1.0,Icy Conditions
1.0,speedometer Insenstive
1.0,NA
1.0,Absorbing Recoil
1.0,mountable Fixture
1.0,wing Flapping Mechanism
1.0,Landing Autonomous/semiautonomous/remote Controlled Aerial Agricultural Sensor Platform
1.0,Vertical Take
1.0,robotic Training Apparatus
1.0,modular Complexing System
1.0,out-of-store Purchase
1.0,Event Definitions
1.0,Relational Relationships
1.0,air Bearing
1.0,Dynamic De-identification
1.0,mobile Applications
1.0,Unoccupied Flying Vehicle ufv)
1.0,Audio Files
1.0,Another User Device
1.0,Wi-fi Network
1.0,aircraft Propulsion Architecture
1.0,Energy Recovery System
1.0,automated Track Surveying
1.0,Ballast Replacement
1.0,NA
1.0,tracking Program
1.0,coaxial Rotor/wing Aircraft
1.0,Medical Support
1.0,Return System
1.0,space Shuttle Orbiter
1.0,hafnium Turbine Engine
1.0,Manufacturing Supply Packs
1.0,supply Packs
1.0,Anemometer System
1.0,Unmanned Aerial Vehicle
1.0,quick-release Valve Air Gun
1.0,baseband Data Transmission
1.0,Lte Wireless Base Station
1.0,Rf Beam
1.0,Confining Bumblebees
1.0,Laminate Material
1.0,efficient Delivery
1.0,Real-time Asynchronous Services
1.0,Wireless Network
1.0,dynamic Point
1.0,Mobile Network
1.0,Origination Device Aspects System
1.0,wireless Network Based Sensor Data Collection
1.0,Base Station Application Server
1.0,Broadband Wireless Network Performance
1.0,user Interface Devices
1.0,Spherical Projection Image
1.0,Two-dimensional Images
1.0,Collecting Information
1.0,Potential Risk
1.0,efficient Delivery
1.0,Real-time Synchronous Services
1.0,Wireless Network
1.0,automated Inventory Management
1.0,vaginal Remodeling/rejuvenation Device
1.0,open-ditch Pipeline As-built Process
1.0,optical Image
1.0,Unmanned Aerial Vehicles
1.0,Erosion Suppression Product
1.0,NA
1.0,Mesh Network Deployment
1.0,remotely-controlled Emergency Aerial Vehicle
1.0,Variable Size Resonators
1.0,wireless Energy Transfer
1.0,Composite Field
1.0,Geographic Area
1.0,Oblique Panoramic Images
1.0,Motion-compensating Mirror
1.0,Rotating Camera
1.0,Data Acquisition
1.0,Image Enhancement
1.0,Related Method
1.0,turbulence-free Camera System
1.0,Mobile Additive Manufacturing
1.0,Rotary Wing Aircraft
1.0,Rotor System
1.0,Purpose Broadband Network
1.0,interactive Multi-tasker
1.0,active Noise Cancellation Method
1.0,action Selection Apparatus
1.0,confidence Ratings
1.0,Linked Devices
1.0,wireless Control
1.0,mobile Lock
1.0,Retractable Cable
1.0,Aerial Imagery
1.0,property Inspection
1.0,NA
1.0,Robotic Devices
1.0,Spectral Information
1.0,gps Jamming Signal Receiver
1.0,Gps Jamming Signal Receiving Method
1.0,combined Imager
1.0,Range Finder
1.0,direct Impact Aerosol Sampling
1.0,Electrostatic Precipitation
1.0,retention System
1.0,wing Spar Retention System
1.0,augmented Reality System
1.0,Identifying Force Capability
1.0,Occluded Terrain
1.0,propeller Sound Field Modification Systems
1.0,Mobile Phone Usage
1.0,calibration Module
1.0,Controlling Discharge
1.0,Fire Suppression Agent
1.0,Remote Test Sequence Unit
1.0,vehicle Base Station
1.0,unmanned Vehicle Simulation
1.0,Least One Geological Outcrop
1.0,Subsurface Deposit Comprising
1.0,Data Communication
1.0,Video System
1.0,aircraft Retrieval Device
1.0,Self-generated Lane Maps
1.0,v2v Safety System
1.0,network Migration
1.0,Wireless Network
1.0,augmented Reality Firearm Combat Simulator
1.0,Rail Track Corrections
1.0,interface Bridge
1.0,Mission Planning Data
1.0,Wake Turbulence
1.0,Moving Sensor Array
1.0,robotic Control Arbitration Apparatus
1.0,Environment Media
1.0,Wireless Networks
1.0,Power System
1.0,Distributed Directional Aperture
1.0,enhanced Detachable Sensory-interface Device
1.0,Wireless Personal Communication Device
1.0,model Train Control System
1.0,Image Data
1.0,Handling Image Data
1.0,Handling Image Capture Devices
1.0,driving Assessment
1.0,Training Method
1.0,remote Vehicle
1.0,aerial Data
1.0,Vehicle Navigation
1.0,NA
1.0,Handling Image Capture Devices
1.0,Image Data
1.0,Privacy Data
1.0,Viable Distribution
1.0,Wearable Computation
1.0,antenna System
1.0,Interfering Signals
1.0,Least Two Apertures
1.0,Depicting Safety-critical Data Via
1.0,Display Unit
1.0,multiple Means
1.0,grinding Motor
1.0,Rail Applications
1.0,limited Access Invitation Handling
1.0,NA
1.0,multiple Means
1.0,Detected Visitor
1.0,full Duplex Services
1.0,Arrival Detection
1.0,Determining Object Motion
1.0,Motion Data Via Radio Frequency Phase
1.0,data-capable Band Management
1.0,Integrated Application
1.0,Network Communication Data Environment
1.0,Common Payload
1.0,Multiple Vehicles
1.0,automated Handling
1.0,Package Delivery
1.0,Providing Three-dimensional Paths
1.0,Package Delivery
1.0,Package Delivery
1.0,Asymmetric Transport
1.0,fault-tolerant Data Transmission System
1.0,handling Security Services Visitor
1.0,Dynamic De-identification
1.0,bird Repellent System
1.0,internet-based Real-time Virtual Travel System
1.0,Remaining Runway
1.0,NA
1.0,Smart Reconnaissance Pod
1.0,novel Tracking System
1.0,Unmanned Aerial Vehicles
1.0,Building Underwater Robots
1.0,modular Rapid Development System
1.0,Robotic Vehicles
1.0,Autonomous Advisory Application
1.0,data-capable Band Management
1.0,Network Communication Data Environment
1.0,Launching Space Vehicles
1.0,Emergency Location Information Service e-lis
1.0,Unmanned Aerial Vehicles uav)
1.0,three-dimensional Object Development
1.0,Cooperative Control
1.0,Resource Allocation
1.0,signal-flow Architecture
1.0,Electronic Door Hangers
1.0,discrepancy Detection Apparatus
1.0,Machine Learning
1.0,Active Structures
1.0,paint-on Approach
1.0,leveraging Neighborhood
1.0,Potential Visitor
1.0,environmental Sensing
1.0,handling Specific Visitor Behavior
1.0,Rotorcraft Rotor
1.0,Physical Property
1.0,Solid Body
1.0,Multiple Cameras
1.0,Video Surveillance
1.0,Semantic Beliefs
1.0,high Altitude Gravity Energy Storage
1.0,Eye-level Scanners
1.0,pointer Tracking
1.0,Source Signature
1.0,Real-time Data Communications
1.0,Small Unmanned Aircraft Systems suas)
1.0,Operating Same
1.0,weapons Training System
1.0,specularity Determination
1.0,personal Camera
1.0,remote Vehicle
1.0,payload Delivery Device
1.0,Image Retrieval
1.0,Automated Plant Watering
1.0,Least One Movement
1.0,Aquatic Exploration
1.0,personal Submersible Drone
1.0,exhaust System Passive Noise Cancellation Assembly
1.0,driving Assessment
1.0,Training Method
1.0,integrated Battery Control System
1.0,flying Toy Spacecraft
1.0,Three-dimensional Printing
1.0,Advanced Security
1.0,Embedded System
1.0,Receptacle Media
1.0,Probabilistic Multi-source Multi-int Fusion Benefit Analysis
1.0,Making Multiple Time Constraints
1.0,navigation Aid Method
1.0,Automated Driving Mode
1.0,Street Level Images
1.0,NA
1.0,flying Camera
1.0,String Assembly
1.0,NA
1.0,NA
1.0,railroad Trailer Chassis
1.0,Clearing Weapons
1.0,Underwater Mines
1.0,unmanned Underwater Vehicle
1.0,weapon Clearance Appliance
1.0,Increased Bioavailability
1.0,Recovery Actions
1.0,Unmanned Aerial Vehicle
1.0,spatial Location Presentation
1.0,spatial Location Presentation
1.0,Immobilizing Small Watercraft
1.0,Operator Performance
1.0,Carrier Phase Measurements
1.0,Global Navigation Satellite System Signals
1.0,Known Antenna Motions
1.0,Cell Phone Applications
1.0,integrated Repeaters
1.0,broadband Access System Via Drone/uav Platforms
1.0,gradient Nanoparticle-carbon Allotrope Polymer Composite
1.0,internet Device Architecture
1.0,countermeasure System
1.0,Incoming Projectiles
1.0,adaptive Visual Camouflage
1.0,3d Model
1.0,Automatic Delivery
1.0,NA
1.0,weight-based Shipping System
1.0,NA
1.0,NA
1.0,speed Control Assembly
1.0,activity Environment
1.0,Data System
1.0,User Activity Processing
1.0,Big-data Analytics User Interface Systems
1.0,Circuits Reflexively
1.0,Fabricator Machines
1.0,Big-data Analytics
1.0,Circuits Reflexively
1.0,quantified-self Machines
1.0,Supply Machines
1.0,User Interfaces
1.0,Associated Food-and-nutrition Machines
1.0,Circuits Reflexively
1.0,Kiosk Systems
1.0,quantified-self Machines
1.0,Associated Fabrication Machines
1.0,Big-data Analytics Systems
1.0,Circuits Reflexively
1.0,quantified-self Machines
1.0,Planning System
1.0,simultaneous Operations Coordination
1.0,Vehicle Delivery Tracking Service
1.0,Big-data Analytics
1.0,Circuits Reflexively
1.0,quantified-self Machines
1.0,Supply Machines
1.0,User Interfaces
1.0,ultra Low Latency Design
1.0,determining Delivery Windows
1.0,Item Delivery
1.0,Item Location
1.0,Coding Fact Check Results
1.0,Web Page
1.0,Automatic Metadata
1.0,Optimal Actionable Intelligence
1.0,distributed Task Scheduling
1.0,Multiple Agent Paradigms
1.0,sonar Transducer Support Assembly Systems
1.0,Wireless Network
1.0,Aerial Imagery
1.0,Identifying Locations
1.0,Infrastructure Assets
1.0,Passive Single-channel Imager
1.0,radio Performance Calculator
1.0,Panoramic 3d Mosaicing
1.0,Rotary Assembly
1.0,Embossed Collection Substrate
1.0,signature Collection Cartridge
1.0,Augmented Reality
1.0,Context Based Information Delivery
1.0,electronic Device Localization
1.0,NA
1.0,roadside Assistance Management
1.0,Ads-b Messages
1.0,Aircraft Navigation
1.0,Diverse Ranging Algorithm
1.0,Ground Transceiver Responses
1.0,automated Package Relocation
1.0,Unmanned Kiosk
1.0,interactive Well Pad Plan
1.0,Geographical Regions
1.0,multi-egress Backhaul
1.0,ability Enhancement
1.0,NA
1.0,Haziness Detection
1.0,NA
1.0,Providing Information
1.0,Reference Stations
1.0,Rover Receivers
1.0,Satellite Navigation System
1.0,Aerial Drone
1.0,Signal Survey
1.0,Mobile Devices
1.0,vertical Back Support Health-enhancing Device
1.0,Loss Control
1.0,Risk Mitigation
1.0,Uav Based Data
1.0,multiple Objective Optimisation Method
1.0,satellite Based Key Agreement
1.0,Real Property Surveys
1.0,active Noise
1.0,Vibration Control Systems
1.0,Movement Detection
1.0,ultrasonic Sensor
1.0,Rfid Signals
1.0,tracking Transactions
1.0,Enhanced Security
1.0,Group Keys
1.0,Multi-hop Wireless Communications Network
1.0,Key Management Device
1.0,Large Excursion Passive Radiator
1.0,pistonic Motion
1.0,Air Conditioning Systems
1.0,self-modulating Diffuser
1.0,monolithic Composite Wing Manufacturing Process
1.0,wing-drive Mechanism
1.0,Position Reconnaissance
1.0,Recovery Control System
1.0,tactile Computer Input Device
1.0,enhanced Stall
1.0,Recovery Control System
1.0,Orbital Vehicles System
1.0,diaphragm Pump
1.0,hematopoietic Cell Method
1.0,Hiv Infection
1.0,Counter-rotating Ducted Rotors
1.0,Unmanned Aerial Vehicle
1.0,Air Vehicles
1.0,Angular Deviations
1.0,Zero Lift
1.0,Adaptive Antenna Array
1.0,airborne Ir Fire Surveillance System Providing Firespot Geopositioning
1.0,Air Vehicle Launch
1.0,Submerged Canister
1.0,Gps Guided Standoff Torpedo
1.0,Drive Train
1.0,Motor Vehicle
1.0,torsional Vibration
1.0,Engine Cowling
1.0,Work Machine
1.0,Controlling Level
1.0,Gear Lubricant
1.0,Drifting Sea Mines
1.0,non-lubricated Rolling Element Ball Bearing
1.0,Runway Laser Lighting Method
1.0,gas Turbine Engine
1.0,Storing Containers
1.0,Remote Controlled Airplane
1.0,orthogonal Projection Concealment Apparatus
1.0,precision Parachute Recovery System
1.0,Radio Frequency Emitting Targets
1.0,customizable Software-based Digital Wavetable Synthesizer
1.0,One Tiltable Prop-rotor
1.0,vtol Airplane
1.0,reconnaissance Sonde
1.0,Coupling Fiber Optic Cables
1.0,Dynamic Surveillance
1.0,Remote Object
1.0,Flying Target
1.0,Infrared Flares
1.0,adaptive Pattern Recognition Based Control System
1.0,microcurrent Therapy Device
1.0,Metabolic Syndrome
1.0,biodegradable Terephthalate Polyester-poly(phosphite) Compositions
1.0,Airborne Array System
1.0,Airborne Communication Nodes
1.0,direct Pin Quick Coupler
1.0,actuating Arrangement
1.0,Non-operating Position
1.0,Unintended Actuation
1.0,regulated Permanent Magnet Generator
1.0,Firing Group
1.0,Least One Aerial Target
1.0,Least Two Firing Units
1.0,restraint Harness
1.0,NA
1.0,Sensor System
1.0,Specific Characteristics
1.0,Tracking Moving Object
1.0,pneumococcal Surface Proteins
1.0,Severe Disabilities
1.0,advanced Miniature Processing Handware
1.0,Atr Applications
1.0,Oversampled Push-broom
1.0,take-off Device
1.0,Providing Position Information
1.0,tracking System
1.0,self-propelled Infrared Emission Aerial Target
1.0,dampening Apparatus
1.0,gps Conformal Antenna
1.0,Parasitic Element
1.0,Biological Weapons
1.0,intercept Vehicle
1.0,Mass Destruction
1.0,broadband Telemetry Antenna
1.0,Integrated Filter
1.0,Sensor System
1.0,NA
1.0,camouflage Means
1.0,Camouflage Procedures
1.0,airborne Biota
1.0,Control System
1.0,active Noise Cancellation Apparatus
1.0,flexible Vane Rotary Engine
1.0,musical Instrument
1.0,Single Platform
1.0,Synthetic Aperture Geo-location
1.0,obstacle Detection System
1.0,NA
1.0,Collecting Data
1.0,Compact Internetworked Wireless Integrated Network Sensors wins)
1.0,Target Location
1.0,Playing Advertisement Promotion Game
1.0,Clearance System
1.0,low Cost Rapid
1.0,electronic Automatic Repulsion System
1.0,Advance Indication
1.0,wing-drive Mechanism
1.0,Collecting Traffic Information
1.0,Penetrating Rods
1.0,motor Vehicle Radiator Shield
1.0,real-time Positioning Internet Protocol Method
1.0,multiple Driver
1.0,Resonantly-coupled Loudspeaker
1.0,Parking Lot
1.0,Anti-jam Adaptive Processing
1.0,reduced-size Gps Antennas
1.0,protein Formulation
1.0,Internetworked Hybrid Wireless Integrated Network Sensors wins)
1.0,Distributed Signal Processing
1.0,Internetworked Wireless Integrated Network Sensors wins)
1.0,Anti-jam Technology
1.0,Electromagnetic Radiation Source
1.0,telescopic Wing System
1.0,Distributed Proximity Operations
1.0,Satellite Formation
1.0,Internetworked Wireless Integrated Network Sensor wins Nodes
1.0,low Profile Audio Speaker
1.0,Identifying Signals-of-interest
1.0,21-substituted 19-norpregnadienedione
1.0,New Antiprogestational Agents
1.0,structural Modification
1.0,autonomous Surf Zone Line Charge Deployment System
1.0,Unmanned Air Vehicles
1.0,Variable Sweep Body Conformal Wing
1.0,Expendable Gas Turbine Engine
1.0,start System
1.0,Internetworked Wireless Integrated Network Sensors wins)
1.0,Processing Data
1.0,flush-mounted Air Vehicle Array Antenna Systems
1.0,Satellite Communication
1.0,Estimate Call Billing
1.0,parallel Computer Network
1.0,Real Time
1.0,Telecommunications Network Simulation
1.0,Improved Residual Noise Sensing
1.0,variable Gain Active Noise
1.0,adjustable Chanter
1.0,Parking Lot
1.0,Acoustic Driver
1.0,Leaky Chassis
1.0,asphalt Recycling Device
1.0,Biological Agents
1.0,Expendable Gas Turbine Engine
1.0,static Structure
1.0,turbojet Engine Lubrication System
1.0,Guidance System
1.0,Radio-controlled Aircraft
1.0,exhaust Muffler
1.0,adaptive Pattern Recognition Based Controller Apparatus
1.0,Human-factored Interface
1.0,Vehicular Power Trains
1.0,floating Vessel
1.0,Network Attacks
1.0,Normal Traffic
1.0,Group Output
1.0,layered Signal Processing
1.0,Multi-channel Electronic Musical Instruments
1.0,Acoustical Chamber
1.0,system Health Operations Analysis Model
1.0,Flickering Tag
1.0,active Noise Control System
1.0,Pilot Situational Awareness
1.0,Ladar Systems
1.0,Varying Pixel Spatial Resolution
1.0,child Motorized Riding Toy
1.0,Remote Control
1.0,Anti-jam Adaptive Processing
1.0,small Tuned-element Gps Antennas
1.0,Real-time Dissemination
1.0,Surveillance Video
1.0,On-orbit Radiometric Calibration
1.0,Output Surface
1.0,transmissive Diffuser
1.0,all-terrain Hostile Environment Vehicle
1.0,electromagnetic Pulse Generator
1.0,phase Change Actuator
1.0,gear Availability
1.0,Maskable Display
1.0,Synchronization Indicator System
1.0,electric Harp
1.0,Air Cooled Bearing
1.0,gas Turbine Engine
1.0,ambulatory Vehicle
1.0,body Molding Pipe Bag Cover
1.0,Acoustic Driver
1.0,Symbiotic Active/passive Operation
1.0,rotary Cup Fuel Injector
1.0,Wing Mechanism
1.0,Oil-less Bearing Arrangement
1.0,small Single Use Gas Turbine Engine
1.0,Lost Person
1.0,Rescue Location
1.0,NA
1.0,digital Imaging Stabilization
1.0,active Maple
1.0,Search Space
1.0,Spatial Encoding
1.0,Backup Data
1.0,Environmental Bitmap
1.0,Environmental Bitmap Pyramid Structure
1.0,Optimal Internet Keyword Based Search Result Sets
1.0,deep Water Operations System
1.0,Submersible Vessel
1.0,mapping Control Inputs
1.0,Vehicle-specific Control Outputs
1.0,Co-laminated Radar Absorbing Material
1.0,Composite Laminate Structures
1.0,draft Inducer Blower Mounting
1.0,Overall System Vibration
1.0,free Space Optical Communication
1.0,Border Security
1.0,smart Sensors
1.0,free Space Optical Communication
1.0,Lubricated Bearings
1.0,small Gas Turbine Engine
1.0,Electromagnetic Wave Attenuation Patterns
1.0,NA
1.0,all-reflective Wide-field-of-view Telescope
1.0,Beneficial Distortion Correction
1.0,supervisory Control
1.0,high Altitude Two Balloon Airship
1.0,slew Guidance Method
1.0,Robotic Microscopy Structure
1.0,Special Application
1.0,virtual Robotic Controller System
1.0,NA
1.0,stand-off Disrupter Apparatus
1.0,Indirect Control
1.0,Anonymous Tracking
1.0,Relaxation Chamber
1.0,Unprotected Computer Devices
1.0,Unmanned Aerial Vehicles
1.0,remote Platform Enhanced Munitions Detection
1.0,Unmanned Aerial Vehicles
1.0,geo-coded Spatialized Audio
1.0,Launch Control Console
1.0,Unmanned Underwater Vehicles
1.0,Expendable Gas Turbine Engine
1.0,rotational System
1.0,Dynamic Aircraft Maintenance Scheduling
1.0,Bonded Nano-resins
1.0,enhanced Strength Carbon Nanotube Yarns
1.0,molecular Gel-based Control Release Devices
1.0,knowledge Discovery Appliance
1.0,Threat Engagement Management
1.0,Service Level
1.0,Active Data Collection
1.0,Network Security System
1.0,portable Device Shell
1.0,universal Aircraft Mule
1.0,Honey Bee Parasitic Mites
1.0,finger Mounted Input Device
1.0,Ducted Fan
1.0,Integrated Secondary Flow Blades
1.0,reverse Flow Engine Core
1.0,Improved Terminal
1.0,optical-flow Techniques
1.0,automated Roof Identification Systems
1.0,View System
1.0,unmanned Vehicle Simulator Based Control Methods
1.0,uv Detection
1.0,Acoustic Signature Health
1.0,Unmanned Autonomous Vehicles uavs)
1.0,encryption Key Management
1.0,Secured Access
1.0,physical Therapy Whole Sound Frequencies Device
1.0,multiband Embedded Antenna
1.0,land Vehicle Based Surveillance System
1.0,Remedial Facility
1.0,responsive Navigation
1.0,Unmanned Aerial Vehicle
1.0,high Efficiency Low Torque Ripple Multi-phase Permanent Magnet Machine
1.0,Enhanced Resolution Imaging
1.0,coupled Timing Oscillators
1.0,quality Display
1.0,Intended Recipients
1.0,toxic Mosquito Aerial Release System
1.0,Three-dimensional Imagery Data
1.0,automated Tihai Clock
1.0,stroke Inducing Bullet
1.0,Emergency Situation
1.0,Unmanned Aerial Vehicle Capability
1.0,Reinforcement-guided Supervised Learning
1.0,Cluster Munition
1.0,Barrier System
1.0,Structure Fire Containment
1.0,wild Fire
1.0,Facility Metadata
1.0,Field-level Analysis
1.0,Post-harvest Crop
1.0,Time-varying Weather Conditions
1.0,Unit Costs
1.0,User Input
1.0,Weather Conditions
1.0,Non-linear Mems Resonator
1.0,Related Methods
1.0,timing Oscillator
1.0,Shore Environmental Data Via Crowdsourced Sensor Network
1.0,Conforming Printed Labels
1.0,Interceptor Imaging
1.0,Sensing Assembly
1.0,target Locator
1.0,Daily Opportunity Windows
1.0,Field-level Diagnosis
1.0,Harvest Condition States
1.0,Harvest Operations
1.0,Soil Conditions
1.0,Time-variant Threshability
1.0,User Input
1.0,Weather Conditions
1.0,adaptive Aerodynamic Control System
1.0,Movable Bowing Surface
1.0,musical Instrument
1.0,Orthogonal String Displacement
1.0,Multi-modal Sensor Fusion
1.0,Three-dimensional Pose
1.0,Multi-level Data Fusion
1.0,sabotage Cartridge
1.0,Toxic Agent
1.0,universal Bluetooth/wireless Glove
1.0,aerial Smoke Generator System
1.0,Airborne Deployment
1.0,Waterborne Task
1.0,Knife Handle
1.0,musical Instrument
1.0,Indirect Control
1.0,Agricultural Commodity
1.0,Facility Metadata
1.0,Field-level Analysis
1.0,Grain Dry-down Model
1.0,Harvest Condition States
1.0,Low Moisture Levels
1.0,Stable Long-term Crop Storage
1.0,User Input
1.0,Weather Conditions
1.0,counter-unmanned Aerial Vehicle System
1.0,Expansion Kernels
1.0,proportional-integral-derivative Controller
1.0,Receptive Fields
1.0,maritime Safety Systems
1.0,Landing Aircraft
1.0,vertical Take-off
1.0,Roof Condition
1.0,robot Immobilizer
1.0,Signal Interference Foam
1.0,Offshore Asset
1.0,Tagged Assets
1.0,Remote Collaborative Intelligence Analysis
1.0,modulated Stochasticity
1.0,Neuron Network Controller Apparatus
1.0,Sensing Assembly
1.0,wing-drive Mechanism
1.0,excavator Lock
1.0,cooling System Module
1.0,reflective Flashlight Holder
1.0,blade Mounting Structure
1.0,blade Mounting Structure
1.0,Multi-track Vehicles
1.0,turn Brake
1.0,High Altitude Communications System
1.0,Controlling Post-recovery Motion
1.0,Unmanned Aircraft
1.0,Inboard Motor Mounting Flange
1.0,Track Undercarriage Transmission
1.0,High Altitude Communications System
1.0,NA
1.0,Diverse Platform Types
1.0,Testing Communications Network
1.0,ambulatory Vehicle
1.0,Controlling Fluid Level
1.0,Parametric Surfaces
1.0,auxiliary Lubrication Pump
1.0,wing-drive Mechanism
1.0,Angiogenisis Inhibiting Activity
1.0,aryl Ureas
1.0,Defect Devices
1.0,Lowered Resistance
1.0,test Structure
1.0,remotely-guided Vertical Take-off System
1.0,hand Launchable Unmanned Aerial Vehicle
1.0,transducer Matrix Film
1.0,Electromagnetic Properties
1.0,non-destructive Determination
1.0,Attacking Networks
1.0,NA
1.0,Horizontal Flight Aircraft
1.0,sky Rover
1.0,NA
1.0,immersive Training Scenario Systems
1.0,Related Methods
1.0,low Profile Camera
1.0,Vision Sensor
1.0,Malicious Domain Names
1.0,Upper Dns Hierarchy
1.0,Personal Communication Device
1.0,remote-control Method
1.0,NA
1.0,controlling Robotic Motion
1.0,secure Mobile Ad Hoc Network
1.0,Inflatable Neck Cushion
1.0,compressed Gas-powered Projectile Accelerator
1.0,location-based Mobile Gaming Application
1.0,Scalable Tiered Geocast Protocol
1.0,NA
1.0,Georeferenced Image
1.0,Localization Error
1.0,Related Device
1.0,reconfigurable Clip-on Modules
1.0,gaming Systems
1.0,Viral Gaming Events
1.0,Inhibiting Protein Aggregation
1.0,determining Control Flow Divergence
1.0,Variable Value Difference
1.0,Integrated Aerial Photography
1.0,geocast-based Situation Awareness
1.0,"5-amino-2,3-dihydrophthalazine-1,4-dione Alkali Metal Salts"
1.0,location-based Categorical Information Services
1.0,information Acquisition
1.0,Scalable Wireless Geocast Protocol
1.0,automation Discovery
1.0,Malicious Activity
1.0,remote Control Target Drone
1.0,NA
1.0,Detected Sound Signals
1.0,Noisy Environments
1.0,mobile Robotic Snake
1.0,dual-sensor Voice Transmission System
1.0,bandpass Loudspeaker System
1.0,Powered Interactive Physical Displays
1.0,NA
1.0,watermark-based Personal Audio Appliance
1.0,70 Human
1.0,bone Morphogenic Protein Polynucleotides
1.0,Inexpensive Amplifiers
1.0,long Line Fiber Optic Communication System
1.0,Spaced Repeaters
1.0,Aligning Frequency Response
1.0,passive Radiator
1.0,Passive Radiator Loudspeaker System
1.0,fluid Pressure Jetting System Fluiddruckstrahlsystem
1.0,Database Network
1.0,reduced Bandwidth Flicker-free Displays
1.0,NA
1.0,nerve Agent Detection Method
1.0,Subterranean Operations
1.0,Treatment Fluids
1.0,aircraft Landing Method
1.0,stealth Air Drone
1.0,wireless Communications Management System
1.0,NA
1.0,self-sealing Coating
1.0,Laboratory Setting
1.0,mid-ir Spectral Measurements
1.0,Real-time Identification
1.0,Aircraft Catapult System
1.0,Anaerobic Deflagration Internal Piston Engine
1.0,NA
1.0,Therapeutic Agent
1.0,slow-release Device
1.0,Stabilized Honey Bee Brood Pheromone
1.0,Rapid Physiological Response
1.0,shallow Implantable Analyte Sensor
1.0,Improved Sensor
1.0,Magnetic Field Gradients
1.0,3 D Vehicle
1.0,Moving Platform
1.0,steering Aid Method
1.0,NA
1.0,Active Substance
1.0,Honeybee Mites
1.0,NA
1.0,Biological Agents
1.0,NA
1.0,integrated Framework
1.0,Threat Assessment
1.0,Trajectory Prediction
1.0,Vehicle Operator Assistance
1.0,quinhydrone-containing Sensor
1.0,Beneficial Insects
1.0,Plant Protection
1.0,Realistic Immersive Training Environments
1.0,Infrastructure Detection
1.0,Region-specific Mobile
1.0,continuous Ranging Ammeter
1.0,NA
1.0,amorphous Form
1.0,Distributed Creation
1.0,Musical Composition
1.0,Visual Composition
1.0,Onboard Measurement Probe
1.0,Atrial Fibrillation
1.0,Hospitalization Burden
1.0,reflective Substrate
1.0,Nanometric Structure
1.0,Automated Mapping
1.0,Single Electro-acoustic Transducer
1.0,Panoramic Video Imaging
1.0,Controlling Varroa Mites
1.0,Decompressing Animated Images
1.0,electric Battery Rapid
1.0,NA
1.0,imager-based Code-locating
1.0,Response Methods
1.0,Programmable Hyperspectral Imager
1.0,Least One Mobile Network
1.0,One Remote Network
1.0,motorized Robot Tail System
1.0,throwable Surveillance Robot
1.0,frequency Band Switching Radio Front End
1.0,Battery System
1.0,dual Chemistry
1.0,Hybrid Electric Vehicles
1.0,Providing Propulsion Force
1.0,NA
1.0,Improved Satellite Communications
1.0,Endocrine Disease
1.0,unmanned Aerial Device
1.0,transposable Capo System
1.0,Attitude System
1.0,true North Seeking
1.0,Cell Phone Applications
1.0,integrated Repeaters
1.0,NA
1.0,Hybrid Physical Layer
1.0,v2v Safety System
1.0,detachable Sensory-interface Device
1.0,Wireless Personal Communication Device
1.0,overhead Image Viewing Systems
1.0,Wind Field
1.0,Communication Network
1.0,communication Node
1.0,Self-organizing Synchronization
1.0,navigation Method
1.0,NA
1.0,dual Beam Device
1.0,Simultaneous Measurement
1.0,String Assembly
1.0,remote Controlled Mobile Platform
1.0,heat Exchangers
1.0,Metallic Foams
1.0,Musical Instrument Neck
1.0,Mobile Phone
1.0,Mp3 Player
1.0,Tablet Device
1.0,wireless Audio Coupler
1.0,Automated Micro Farming
1.0,bee Gym
1.0,aerodynamic Multicopter
1.0,Mobile Stations
1.0,outboard Propulsion System
1.0,Illumination Poles
1.0,intermediate Device Structure
1.0,Extendible Lift Increasing System
1.0,vertical Take-off
1.0,Win Arrangement
1.0,passive Micro-vessel
1.0,decoupling Identity
1.0,Multi-component Datuming
1.0,Control Sequences
1.0,Management Method
1.0,Structural Analysis
1.0,rail Camp
1.0,artificial Neural Network Interface
1.0,Use Cases
1.0,integrated Health Management Approach
1.0,Propulsion Control System Protection Limiting
1.0,adaptive Predictor Apparatus
1.0,Physical Performance Capacity
1.0,vehicle Winch Control System
1.0,wide Area Network Infrastructure
1.0,spherical Omnidirectional Video-shooting System
1.0,Hybrid Style Airship
1.0,Graphene-containing Polymer Composites
1.0,Managing Digital Assets
1.0,Propeller Unit
1.0,vertical Take-off
1.0,Bendable Wings
1.0,vertical Take-off
1.0,anti-icing System
1.0,automatic Compass Calibration System
1.0,Corresponding Method
1.0,NA
1.0,Certain Height
1.0,Wind Speed
1.0,Power Control Information Management
1.0,Proximity Services
1.0,Atmosphere Properties
1.0,measurement Data Collection Method
1.0,energy Collection
1.0,Mobile Additive Manufacturing
