type,office,office_code,origin,technology_original,technology_number,technology,year,records
Income,High-income,W1,Resident,2 - Audio-visual technology,2,Audio-visual technology,1997,13248
Income,High-income,W1,Resident,3 - Telecommunications,3,Telecommunications,1997,7129
Income,High-income,W1,Resident,4 - Digital communication,4,Digital communication,1997,2755
Income,High-income,W1,Resident,5 - Basic communication processes,5,Basic communication processes,1997,3547
Income,High-income,W1,Resident,6 - Computer technology,6,Computer technology,1997,11205
Income,High-income,W1,Resident,7 - IT methods for management,7,IT methods for management,1997,373
Income,High-income,W1,Resident,8 - Semiconductors,8,Semiconductors,1997,8521
Income,High-income,W1,Resident,9 - Optics,9,Optics,1997,10592
Income,High-income,W1,Resident,10 - Measurement,10,Measurement,1997,12198
Income,High-income,W1,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1997,1420
Income,High-income,W1,Resident,12 - Control,12,Control,1997,4554
Income,High-income,W1,Resident,13 - Medical technology,13,Medical technology,1997,9385
Income,High-income,W1,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1997,6199
Income,High-income,W1,Resident,15 - Biotechnology,15,Biotechnology,1997,3928
Income,High-income,W1,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1997,4487
Income,High-income,W1,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1997,5109
Income,High-income,W1,Resident,18 - Food chemistry,18,Food chemistry,1997,2772
Income,High-income,W1,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1997,5863
Income,High-income,W1,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1997,7197
Income,High-income,W1,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1997,4556
Income,High-income,W1,Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1997,50
Income,High-income,W1,Resident,23 - Chemical engineering,23,Chemical engineering,1997,6706
Income,High-income,W1,Resident,24 - Environmental technology,24,Environmental technology,1997,3788
Income,High-income,W1,Resident,25 - Handling,25,Handling,1997,9223
Income,High-income,W1,Resident,26 - Machine tools,26,Machine tools,1997,8791
Income,High-income,W1,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1997,7343
Income,High-income,W1,Resident,28 - Textile and paper machines,28,Textile and paper machines,1997,6985
Income,High-income,W1,Resident,29 - Other special machines,29,Other special machines,1997,10606
Income,High-income,W1,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1997,5099
Income,High-income,W1,Resident,31 - Mechanical elements,31,Mechanical elements,1997,7695
Income,High-income,W1,Resident,32 - Transport,32,Transport,1997,11712
Income,High-income,W1,Resident,"33 - Furniture, games",33,"Furniture, games",1997,6640
Income,High-income,W1,Resident,34 - Other consumer goods,34,Other consumer goods,1997,5705
Income,High-income,W1,Resident,35 - Civil engineering,35,Civil engineering,1997,12133
Income,High-income,W1,Non-Resident,0 - Unknown,0,Unknown,1997,768
Income,High-income,W1,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1997,8994
Income,High-income,W1,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1997,8029
Income,High-income,W1,Non-Resident,3 - Telecommunications,3,Telecommunications,1997,4679
Income,High-income,W1,Non-Resident,4 - Digital communication,4,Digital communication,1997,1858
Income,High-income,W1,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1997,2451
Income,High-income,W1,Non-Resident,6 - Computer technology,6,Computer technology,1997,6831
Income,High-income,W1,Non-Resident,7 - IT methods for management,7,IT methods for management,1997,174
Income,High-income,W1,Non-Resident,8 - Semiconductors,8,Semiconductors,1997,6010
Income,High-income,W1,Non-Resident,9 - Optics,9,Optics,1997,8305
Income,High-income,W1,Non-Resident,10 - Measurement,10,Measurement,1997,6673
Income,High-income,W1,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1997,1174
Income,High-income,W1,Non-Resident,12 - Control,12,Control,1997,2528
Income,High-income,W1,Non-Resident,13 - Medical technology,13,Medical technology,1997,5851
Income,High-income,W1,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1997,8055
Income,High-income,W1,Non-Resident,15 - Biotechnology,15,Biotechnology,1997,3608
Income,High-income,W1,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1997,6474
Income,High-income,W1,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1997,4798
Income,High-income,W1,Non-Resident,18 - Food chemistry,18,Food chemistry,1997,2124
Income,High-income,W1,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1997,5115
Income,High-income,W1,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1997,4524
Income,High-income,W1,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1997,3143
Income,High-income,W1,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1997,49
Income,High-income,W1,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1997,5163
Income,High-income,W1,Non-Resident,24 - Environmental technology,24,Environmental technology,1997,2221
Income,High-income,W1,Non-Resident,25 - Handling,25,Handling,1997,6121
Income,High-income,W1,Non-Resident,26 - Machine tools,26,Machine tools,1997,5410
Income,High-income,W1,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1997,4671
Income,High-income,W1,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1997,6450
Income,High-income,W1,Non-Resident,29 - Other special machines,29,Other special machines,1997,6424
Income,High-income,W1,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1997,2308
Income,High-income,W1,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1997,5852
Income,High-income,W1,Non-Resident,32 - Transport,32,Transport,1997,6643
Income,High-income,W1,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1997,3345
Income,High-income,W1,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1997,3453
Income,High-income,W1,Non-Resident,35 - Civil engineering,35,Civil engineering,1997,6670
Income,Lower middle-income,W3,Resident,0 - Unknown,0,Unknown,1997,12
Income,Lower middle-income,W3,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1997,8
Income,Lower middle-income,W3,Resident,2 - Audio-visual technology,2,Audio-visual technology,1997,3
Income,Lower middle-income,W3,Resident,3 - Telecommunications,3,Telecommunications,1997,2
Income,Lower middle-income,W3,Resident,5 - Basic communication processes,5,Basic communication processes,1997,1
Income,Lower middle-income,W3,Resident,6 - Computer technology,6,Computer technology,1997,1
Income,Lower middle-income,W3,Resident,8 - Semiconductors,8,Semiconductors,1997,2
Income,Lower middle-income,W3,Resident,9 - Optics,9,Optics,1997,1
Income,Lower middle-income,W3,Resident,10 - Measurement,10,Measurement,1997,4
Income,Lower middle-income,W3,Resident,12 - Control,12,Control,1997,4
Income,Lower middle-income,W3,Resident,13 - Medical technology,13,Medical technology,1997,6
Income,Lower middle-income,W3,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1997,1
Income,Lower middle-income,W3,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1997,2
Income,Lower middle-income,W3,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1997,1
Income,Lower middle-income,W3,Resident,18 - Food chemistry,18,Food chemistry,1997,3
Income,Lower middle-income,W3,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1997,4
Income,Lower middle-income,W3,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1997,4
Income,Lower middle-income,W3,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1997,3
Income,Lower middle-income,W3,Resident,23 - Chemical engineering,23,Chemical engineering,1997,6
Income,Lower middle-income,W3,Resident,24 - Environmental technology,24,Environmental technology,1997,3
Income,Lower middle-income,W3,Resident,25 - Handling,25,Handling,1997,6
Income,Lower middle-income,W3,Resident,26 - Machine tools,26,Machine tools,1997,7
Income,Lower middle-income,W3,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1997,3
Income,Lower middle-income,W3,Resident,29 - Other special machines,29,Other special machines,1997,5
Income,Lower middle-income,W3,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1997,3
Income,Lower middle-income,W3,Resident,31 - Mechanical elements,31,Mechanical elements,1997,5
Income,Lower middle-income,W3,Resident,32 - Transport,32,Transport,1997,8
Income,Lower middle-income,W3,Resident,"33 - Furniture, games",33,"Furniture, games",1997,5
Income,Lower middle-income,W3,Resident,34 - Other consumer goods,34,Other consumer goods,1997,7
Income,Lower middle-income,W3,Resident,35 - Civil engineering,35,Civil engineering,1997,9
Income,Lower middle-income,W3,Non-Resident,0 - Unknown,0,Unknown,1997,9
Income,Lower middle-income,W3,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1997,32
Income,Lower middle-income,W3,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1997,13
Income,Lower middle-income,W3,Non-Resident,3 - Telecommunications,3,Telecommunications,1997,5
Income,Lower middle-income,W3,Non-Resident,4 - Digital communication,4,Digital communication,1997,1
Income,Lower middle-income,W3,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1997,4
Income,Lower middle-income,W3,Non-Resident,6 - Computer technology,6,Computer technology,1997,6
Income,Lower middle-income,W3,Non-Resident,8 - Semiconductors,8,Semiconductors,1997,8
Income,Lower middle-income,W3,Non-Resident,9 - Optics,9,Optics,1997,9
Income,Lower middle-income,W3,Non-Resident,10 - Measurement,10,Measurement,1997,20
Income,Lower middle-income,W3,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1997,4
Income,Lower middle-income,W3,Non-Resident,12 - Control,12,Control,1997,3
Income,Lower middle-income,W3,Non-Resident,13 - Medical technology,13,Medical technology,1997,84
Income,Lower middle-income,W3,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1997,208
Income,Lower middle-income,W3,Non-Resident,15 - Biotechnology,15,Biotechnology,1997,38
Income,Lower middle-income,W3,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1997,206
Income,Lower middle-income,W3,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1997,31
Income,Lower middle-income,W3,Non-Resident,18 - Food chemistry,18,Food chemistry,1997,56
Income,Lower middle-income,W3,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1997,143
Income,Lower middle-income,W3,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1997,29
Income,Lower middle-income,W3,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1997,13
Income,Lower middle-income,W3,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1997,41
Income,Lower middle-income,W3,Non-Resident,24 - Environmental technology,24,Environmental technology,1997,14
Income,Lower middle-income,W3,Non-Resident,25 - Handling,25,Handling,1997,44
Income,Lower middle-income,W3,Non-Resident,26 - Machine tools,26,Machine tools,1997,23
Income,Lower middle-income,W3,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1997,11
Income,Lower middle-income,W3,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1997,30
Income,Lower middle-income,W3,Non-Resident,29 - Other special machines,29,Other special machines,1997,49
Income,Lower middle-income,W3,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1997,12
Income,Lower middle-income,W3,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1997,16
Income,Lower middle-income,W3,Non-Resident,32 - Transport,32,Transport,1997,19
Income,Lower middle-income,W3,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1997,15
Income,Lower middle-income,W3,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1997,32
Income,Lower middle-income,W3,Non-Resident,35 - Civil engineering,35,Civil engineering,1997,29
Income,Low-income,W4,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1997,1
Income,Low-income,W4,Resident,34 - Other consumer goods,34,Other consumer goods,1997,1
Income,Low-income,W4,Resident,35 - Civil engineering,35,Civil engineering,1997,2
Income,Low-income,W4,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1997,2
Income,Low-income,W4,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1997,2
Income,Low-income,W4,Non-Resident,3 - Telecommunications,3,Telecommunications,1997,2
Income,Low-income,W4,Non-Resident,4 - Digital communication,4,Digital communication,1997,2
Income,Low-income,W4,Non-Resident,9 - Optics,9,Optics,1997,1
Income,Low-income,W4,Non-Resident,10 - Measurement,10,Measurement,1997,8
Income,Low-income,W4,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1997,1
Income,Low-income,W4,Non-Resident,13 - Medical technology,13,Medical technology,1997,10
Income,Low-income,W4,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1997,28
Income,Low-income,W4,Non-Resident,15 - Biotechnology,15,Biotechnology,1997,11
Income,Low-income,W4,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1997,39
Income,Low-income,W4,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1997,2
Income,Low-income,W4,Non-Resident,18 - Food chemistry,18,Food chemistry,1997,11
Income,Low-income,W4,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1997,13
Income,Low-income,W4,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1997,5
Income,Low-income,W4,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1997,6
Income,Low-income,W4,Non-Resident,24 - Environmental technology,24,Environmental technology,1997,1
Income,Low-income,W4,Non-Resident,25 - Handling,25,Handling,1997,8
Income,Low-income,W4,Non-Resident,26 - Machine tools,26,Machine tools,1997,3
Income,Low-income,W4,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1997,3
Income,Low-income,W4,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1997,1
Income,Low-income,W4,Non-Resident,29 - Other special machines,29,Other special machines,1997,9
Income,Low-income,W4,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1997,1
Income,Low-income,W4,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1997,2
Income,Low-income,W4,Non-Resident,32 - Transport,32,Transport,1997,4
Income,Low-income,W4,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1997,3
Income,Low-income,W4,Non-Resident,35 - Civil engineering,35,Civil engineering,1997,23
Income,Upper middle-income,W2,Resident,0 - Unknown,0,Unknown,1997,395
Income,Upper middle-income,W2,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1997,118
Income,Upper middle-income,W2,Resident,2 - Audio-visual technology,2,Audio-visual technology,1997,22
Income,Upper middle-income,W2,Resident,3 - Telecommunications,3,Telecommunications,1997,29
Income,Upper middle-income,W2,Resident,4 - Digital communication,4,Digital communication,1997,5
Income,Upper middle-income,W2,Resident,5 - Basic communication processes,5,Basic communication processes,1997,10
Income,Upper middle-income,W2,Resident,6 - Computer technology,6,Computer technology,1997,26
Income,Upper middle-income,W2,Resident,8 - Semiconductors,8,Semiconductors,1997,18
Income,Upper middle-income,W2,Resident,9 - Optics,9,Optics,1997,31
Income,Upper middle-income,W2,Resident,10 - Measurement,10,Measurement,1997,145
Income,Upper middle-income,W2,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1997,21
Income,Upper middle-income,W2,Resident,12 - Control,12,Control,1997,52
Income,Upper middle-income,W2,Resident,13 - Medical technology,13,Medical technology,1997,77
Income,Upper middle-income,W2,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1997,159
Income,Upper middle-income,W2,Resident,15 - Biotechnology,15,Biotechnology,1997,38
Income,Upper middle-income,W2,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1997,116
Income,Upper middle-income,W2,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1997,83
Income,Upper middle-income,W2,Resident,18 - Food chemistry,18,Food chemistry,1997,217
Income,Upper middle-income,W2,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1997,287
Income,Upper middle-income,W2,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1997,207
Income,Upper middle-income,W2,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1997,62
Income,Upper middle-income,W2,Resident,23 - Chemical engineering,23,Chemical engineering,1997,113
Income,Upper middle-income,W2,Resident,24 - Environmental technology,24,Environmental technology,1997,96
Income,Upper middle-income,W2,Resident,25 - Handling,25,Handling,1997,67
Income,Upper middle-income,W2,Resident,26 - Machine tools,26,Machine tools,1997,108
Income,Upper middle-income,W2,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1997,91
Income,Upper middle-income,W2,Resident,28 - Textile and paper machines,28,Textile and paper machines,1997,78
Income,Upper middle-income,W2,Resident,29 - Other special machines,29,Other special machines,1997,148
Income,Upper middle-income,W2,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1997,45
Income,Upper middle-income,W2,Resident,31 - Mechanical elements,31,Mechanical elements,1997,96
Income,Upper middle-income,W2,Resident,32 - Transport,32,Transport,1997,88
Income,Upper middle-income,W2,Resident,"33 - Furniture, games",33,"Furniture, games",1997,59
Income,Upper middle-income,W2,Resident,34 - Other consumer goods,34,Other consumer goods,1997,61
Income,Upper middle-income,W2,Resident,35 - Civil engineering,35,Civil engineering,1997,153
Income,Upper middle-income,W2,Non-Resident,0 - Unknown,0,Unknown,1997,1506
Income,Upper middle-income,W2,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1997,386
Income,Upper middle-income,W2,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1997,157
Income,Upper middle-income,W2,Non-Resident,3 - Telecommunications,3,Telecommunications,1997,125
Income,Upper middle-income,W2,Non-Resident,4 - Digital communication,4,Digital communication,1997,65
Income,Upper middle-income,W2,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1997,47
Income,Upper middle-income,W2,Non-Resident,6 - Computer technology,6,Computer technology,1997,91
Income,Upper middle-income,W2,Non-Resident,7 - IT methods for management,7,IT methods for management,1997,20
Income,Upper middle-income,W2,Non-Resident,8 - Semiconductors,8,Semiconductors,1997,40
Income,Upper middle-income,W2,Non-Resident,9 - Optics,9,Optics,1997,139
Income,Upper middle-income,W2,Non-Resident,10 - Measurement,10,Measurement,1997,149
Income,Upper middle-income,W2,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1997,63
Income,Upper middle-income,W2,Non-Resident,12 - Control,12,Control,1997,98
Income,Upper middle-income,W2,Non-Resident,13 - Medical technology,13,Medical technology,1997,420
Income,Upper middle-income,W2,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1997,1355
Income,Upper middle-income,W2,Non-Resident,15 - Biotechnology,15,Biotechnology,1997,407
Income,Upper middle-income,W2,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1997,1234
Income,Upper middle-income,W2,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1997,367
Income,Upper middle-income,W2,Non-Resident,18 - Food chemistry,18,Food chemistry,1997,279
Income,Upper middle-income,W2,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1997,768
Income,Upper middle-income,W2,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1997,334
Income,Upper middle-income,W2,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1997,168
Income,Upper middle-income,W2,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1997,3
Income,Upper middle-income,W2,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1997,441
Income,Upper middle-income,W2,Non-Resident,24 - Environmental technology,24,Environmental technology,1997,157
Income,Upper middle-income,W2,Non-Resident,25 - Handling,25,Handling,1997,382
Income,Upper middle-income,W2,Non-Resident,26 - Machine tools,26,Machine tools,1997,203
Income,Upper middle-income,W2,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1997,146
Income,Upper middle-income,W2,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1997,260
Income,Upper middle-income,W2,Non-Resident,29 - Other special machines,29,Other special machines,1997,370
Income,Upper middle-income,W2,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1997,117
Income,Upper middle-income,W2,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1997,202
Income,Upper middle-income,W2,Non-Resident,32 - Transport,32,Transport,1997,184
Income,Upper middle-income,W2,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1997,120
Income,Upper middle-income,W2,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1997,161
Income,Upper middle-income,W2,Non-Resident,35 - Civil engineering,35,Civil engineering,1997,274
Income,High-income,W1,Resident,0 - Unknown,0,Unknown,1998,5868
Income,High-income,W1,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1998,15163
Income,High-income,W1,Resident,2 - Audio-visual technology,2,Audio-visual technology,1998,15106
Income,High-income,W1,Resident,3 - Telecommunications,3,Telecommunications,1998,8464
Income,High-income,W1,Resident,4 - Digital communication,4,Digital communication,1998,3734
Income,High-income,W1,Resident,5 - Basic communication processes,5,Basic communication processes,1998,3871
Income,High-income,W1,Resident,6 - Computer technology,6,Computer technology,1998,14845
Income,High-income,W1,Resident,7 - IT methods for management,7,IT methods for management,1998,676
Income,High-income,W1,Resident,8 - Semiconductors,8,Semiconductors,1998,10534
Income,High-income,W1,Resident,9 - Optics,9,Optics,1998,11599
Income,High-income,W1,Resident,10 - Measurement,10,Measurement,1998,11459
Income,High-income,W1,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1998,1438
Income,High-income,W1,Resident,12 - Control,12,Control,1998,5118
Income,High-income,W1,Resident,13 - Medical technology,13,Medical technology,1998,10462
Income,High-income,W1,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1998,6311
Income,High-income,W1,Resident,15 - Biotechnology,15,Biotechnology,1998,4738
Income,High-income,W1,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1998,4479
Income,High-income,W1,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1998,4800
Income,High-income,W1,Resident,18 - Food chemistry,18,Food chemistry,1998,2695
Income,High-income,W1,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1998,5608
Income,High-income,W1,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1998,6277
Income,High-income,W1,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1998,4563
Income,High-income,W1,Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1998,65
Income,High-income,W1,Resident,23 - Chemical engineering,23,Chemical engineering,1998,6396
Income,High-income,W1,Resident,24 - Environmental technology,24,Environmental technology,1998,3780
Income,High-income,W1,Resident,25 - Handling,25,Handling,1998,9224
Income,High-income,W1,Resident,26 - Machine tools,26,Machine tools,1998,8559
Income,High-income,W1,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1998,7565
Income,High-income,W1,Resident,28 - Textile and paper machines,28,Textile and paper machines,1998,7264
Income,High-income,W1,Resident,29 - Other special machines,29,Other special machines,1998,10102
Income,High-income,W1,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1998,5499
Income,High-income,W1,Resident,31 - Mechanical elements,31,Mechanical elements,1998,8105
Income,High-income,W1,Resident,32 - Transport,32,Transport,1998,13307
Income,High-income,W1,Resident,"33 - Furniture, games",33,"Furniture, games",1998,8028
Income,High-income,W1,Resident,34 - Other consumer goods,34,Other consumer goods,1998,6288
Income,High-income,W1,Resident,35 - Civil engineering,35,Civil engineering,1998,12161
Income,High-income,W1,Non-Resident,0 - Unknown,0,Unknown,1998,343
Income,High-income,W1,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1998,11482
Income,High-income,W1,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1998,10889
Income,High-income,W1,Non-Resident,3 - Telecommunications,3,Telecommunications,1998,6931
Income,High-income,W1,Non-Resident,4 - Digital communication,4,Digital communication,1998,2855
Income,High-income,W1,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1998,3432
Income,High-income,W1,Non-Resident,6 - Computer technology,6,Computer technology,1998,10025
Income,High-income,W1,Non-Resident,7 - IT methods for management,7,IT methods for management,1998,329
Income,High-income,W1,Non-Resident,8 - Semiconductors,8,Semiconductors,1998,8339
Income,High-income,W1,Non-Resident,9 - Optics,9,Optics,1998,10909
Income,High-income,W1,Non-Resident,10 - Measurement,10,Measurement,1998,8920
Income,High-income,W1,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1998,1563
Income,High-income,W1,Non-Resident,12 - Control,12,Control,1998,3454
Income,High-income,W1,Non-Resident,13 - Medical technology,13,Medical technology,1998,7817
Income,High-income,W1,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1998,8924
Income,High-income,W1,Non-Resident,15 - Biotechnology,15,Biotechnology,1998,4531
Income,High-income,W1,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1998,7418
Income,High-income,W1,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1998,5445
Income,High-income,W1,Non-Resident,18 - Food chemistry,18,Food chemistry,1998,2924
Income,High-income,W1,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1998,6381
Income,High-income,W1,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1998,5284
Income,High-income,W1,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1998,3943
Income,High-income,W1,Non-Resident,22 - Micro-structural and nano-technology,22,Micro-structural and nano-technology,1998,63
Income,High-income,W1,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1998,6197
Income,High-income,W1,Non-Resident,24 - Environmental technology,24,Environmental technology,1998,2843
Income,High-income,W1,Non-Resident,25 - Handling,25,Handling,1998,7111
Income,High-income,W1,Non-Resident,26 - Machine tools,26,Machine tools,1998,6708
Income,High-income,W1,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1998,6119
Income,High-income,W1,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1998,7560
Income,High-income,W1,Non-Resident,29 - Other special machines,29,Other special machines,1998,8008
Income,High-income,W1,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1998,3109
Income,High-income,W1,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1998,7365
Income,High-income,W1,Non-Resident,32 - Transport,32,Transport,1998,8182
Income,High-income,W1,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1998,4613
Income,High-income,W1,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1998,4023
Income,High-income,W1,Non-Resident,35 - Civil engineering,35,Civil engineering,1998,8686
Income,Lower middle-income,W3,Resident,0 - Unknown,0,Unknown,1998,10
Income,Lower middle-income,W3,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1998,4
Income,Lower middle-income,W3,Resident,2 - Audio-visual technology,2,Audio-visual technology,1998,2
Income,Lower middle-income,W3,Resident,3 - Telecommunications,3,Telecommunications,1998,3
Income,Lower middle-income,W3,Resident,5 - Basic communication processes,5,Basic communication processes,1998,1
Income,Lower middle-income,W3,Resident,10 - Measurement,10,Measurement,1998,5
Income,Lower middle-income,W3,Resident,12 - Control,12,Control,1998,7
Income,Lower middle-income,W3,Resident,13 - Medical technology,13,Medical technology,1998,6
Income,Lower middle-income,W3,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1998,2
Income,Lower middle-income,W3,Resident,15 - Biotechnology,15,Biotechnology,1998,2
