Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
Pizza Tray and Forming Assembly,US8784288 (B2); US2011319241 (A1),29/12/2011,MATE MATTHEW MARKâ€‚[US];  PARTRIDGE THOMAS MURDOCKâ€‚[US];  BELDEN DAVID LEEâ€‚[US],MATE MATTHEW MARKâ€‚[US];  PARTRIDGE THOMAS MURDOCKâ€‚[US];  BELDEN DAVID LEEâ€‚[US];  DELKOR SYSTEMS INCâ€‚[US],B31B3/00,B31B1/00; B31B2201/2604; B31B2201/94; B31B2203/068,US201113167560,20110623,US201113167560 20110623; US20100357944P 20100623,US3492923 (A); US3149544 (A); US2483063 (A); US3638537 (A); US3593623 (A); US2483063 (A); US3149544 (A); US3492923 (A); US3593623 (A); US3638537 (A),,,,,,,,US2599008 (A); US6946082 (B1); US7525075 (B1),,,,,
FUNCTIONAL WELL-BEING gamma -AMINOBUTYRIC ACID PIZZA DOUGH AND MANUFACTURE METHOD THEREOF AND WELL-BEING PIZZA,KR101197206 (B1); KR20110108158 (A),05/10/2011,KIM MYEONG JUNGâ€‚[KR],2001 FOOD HOLDINGS CO LTDâ€‚[KR],A21D13/00,,KR20100027504,20100326,KR20100027504 20100326,,,,,,,,,,,,,,
Pizza knife,KR200458493 (Y1); KR20110008603 (U),09/09/2011,,,A21C15/04; B26B3/00; B26B11/00,,KR20100002152U,20100303,KR20100002152U 20100303,US2004959905 (A); US2005920992 (A); KR200188533Y (Y1); KR20090005080U (U),,,,,,,,,,,,,
SPINACH GLUTIOUS RICE PIZZA AND THE REIPE THEREOF,KR20110113978 (A),19/10/2011,LEE SOON JINâ€‚[KR],LEE SOON JINâ€‚[KR],A21D10/00; A21D2/36; A21D13/00,,KR20100033357,20100412,KR20100033357 20100412,,,,,,,,,,,,,,
METHOD FOR PRODUCTION OF YEAST FOR PIZZA,RU2444566 (C2); RU2010112307 (A),10/11/2011,"JUJ SJUEHFEN, ; LI CHZHIKHUN, ; JUJ MINKHUA, ; JAO TSZJUAN', ; KUAN TSZIN'BAO, ; SHEN' TSZIN'TSZJUN'","EHJNDZHELJIST KO., LTD",C12N1/18,C12N1/18; A21D2/16; A21D8/047; A21D13/007; A23L1/3016; C12R1/865,RU20100112307,20090518,CN20081127691 20080709,,,,,,,,,,,,,,
Temperature controller,CN202049401 (U),23/11/2011,JIANMIN SHEN,JIANMIN SHEN,G05D23/24,,CN2011286295U,20110329,CN2011286295U 20110329,,,,,,,,,,,,,,
Pizza box,USD649040 (S1),22/11/2011,SANDERS SCOTTâ€‚[US],SANDERS SCOTTâ€‚[US];  C P R LLCâ€‚[US],,,US20100380058F,20101130,US20100380058F 20101130,,,,,,,,,,,,,,
ARRANGEMENT FOR A PIZZA OVEN WITH A CAROUSEL WITH SWIVELLING REFRACTORY STONES,WO2011140621 (A1),17/11/2011,LOURENCO PAULO ROBERTOâ€‚[BR],LOURENCO PAULO ROBERTOâ€‚[BR],A21B1/42,A21B1/46,WO2011BR00138,20110513,BR2010MU00671U 20100514,,,,,,,,,,,BRMU8901725U (U2); BRMU8000600U (U); BRPI9400533 (A); BRPI0520271 (A2); US4600596 (A); US4506652 (A),,,
PIZZA BOX,US2011272411 (A1),10/11/2011,SANDERS SCOTTâ€‚[US];  WHITE GLENNâ€‚[US],,B65D5/484; B65D5/4805,B65D5/48018; B65D2585/366,US201113101715,20110505,US201113101715 20110505; US20100331475P 20100505; US20100394892P 20101020,US4957237 (A); US3343744 (A); US3211282 (A),,,,,,,,,,,,,
PROCESS FOR OPERATING A PACKAGING MACHINE,US2011271643 (A1),10/11/2011,GRIMM BERNHARDâ€‚[DE];  SLOMP JAN TIEMEâ€‚[DE];  HOLZEM DIETERâ€‚[DE],MULTIVAC SEPP HAGGENMUELLER GMBH & CO KGâ€‚[DE],B65B31/00; B65B63/00,B65B31/028; B65B7/162; B65B7/168; B65B9/045,US20100775792,20100507,US20100775792 20100507,US3411265 (A); US5103618 (A); US7205016 (B2); US5129512 (A),,,,,,,,,,,,,
Corn pizza and preparation method thereof,CN102232402 (A); CN102232402 (B),09/11/2011,JIANMEI TANG;  JIANYING TANG,SUZHOU HAODELAI FOOD CO LTD,A21D13/00,,CN20111206232,20110722,CN20111206232 20110722,CN101453911 (A); CN101312653 (A); KR20070037557 (A); CN102112002 (A); KR20020093681 (A),,,,,,,,,,,,,
Pizza type pet food,CN202019679 (U),02/11/2011,ZHONGLI HAO;  XUEQI YUAN;  CHANGYAN QU,YANTAI CHINA PET FOODS GROUP CO LTD,A23K1/18,,CN2011224757U,20110121,CN2011224757U 20110121,,,,,,,,,,,,,,
"Preparing a dough, preferably fine doughs and pizza doughs, comprises processing flour, bulk water, oxygen and other ingredients to a moldable dough by a kneading process, and rolling the dough into a dough sheet",CH703010 (A2); CH703010 (B1),31/10/2011,CASELLATO PAOLOâ€‚[CH];  GUERMANN ESCHLERâ€‚[CH],ERBICOL SAâ€‚[CH],G04B37/18,G04B37/0058; G04B45/0069,CH20100000620,20100428,CH20100000620 20100428,,,,,,,,,,,,,,
STUFFED-RIM PASTRY/PIZZA MAKER,CA2700813 (C); CA2700813 (A1),19/10/2011,SAAD JOSEPHâ€‚[CA],SAAD JOSEPHâ€‚[CA],A21C11/00; A23P1/10,A21C11/004; A21C9/063,CA20102700813,20100419,CA20102700813 20100419,,,,,,,,,,,,,,
Pizza Kit and Method for Making Pizza,US2011262590 (A1),27/10/2011,GALLO THOMAS Aâ€‚[US];  DEVITT SUSANâ€‚[US],GALLO LEA ORGANICS LLCâ€‚[US],A21D8/04; A21D10/02,A21D2/22; A21D10/005; A21D13/007; A21D13/066; A23V2002/00; A23V2002/00; A23V2200/08,US201113086438,20110414,US201113086438 20110414; US20100343409P 20100427,US2006222740 (A1); US2006141104 (A1),,,,,,,,,,,,,
Processed cheese and processing method thereof,CN102224849 (A); CN102224849 (B),26/10/2011,YUQIANG SUN;  LIFANG FAN,YUQIANG SUN;  LIFANG FAN,A23C19/09,,CN20111163673,20110617,CN20111163673 20110617,CN101933536 (A),,,,,,,,,,,,,
Stuffed-rim pasta/pizza maker,US2011256280 (A1),20/10/2011,SAAD JOSEPHâ€‚[CA],,A21C9/06; A21D13/00,A21D13/007; A21C9/06; A21C11/004; A21D13/0022,US20100662451,20100419,US20100662451 20100419,US2797651 (A); US3602154 (A); US4842879 (A); US6355293 (B1); US6626996 (B1),,,,,,,,,,,,,
INSULATED PIZZA BOX AND METHOD OF MANUFACTURE,US2011253773 (A1),20/10/2011,LOZIER JAMES Râ€‚[US],,B65D5/56; B31B1/16; B31B7/00,B31F1/0016; B65D5/563; B31B2201/141; B31B2201/147; B31B2203/066; B31B2203/082; B31B2203/101; B31B2217/0084,US20100763828,20100420,US20100763828 20100420,US4891482 (A); US3344973 (A); US3434849 (A); US5000374 (A),,,,,,,,,,,,,
FORWARD OR REVERSE RATCHET SINGLE OR DUAL PEDALS/LEVERS TRANSMISSION DRIVE BICYCLE OR WHEELCHAIR,CA2747371 (A1),04/10/2011,HILLIAM KENNETH Gâ€‚[CA],HILLIAM KENNETH Gâ€‚[CA],F16H7/00; B62K23/00; B62M9/00; F16H29/00,A61G5/024; B62M9/00; B60T7/122; B62K23/02; B60T2201/06,CA20112747371,20110713,CA20112747371 20110713,,,,,,,,,,,,,,
Pizza vending machine,CN102214373 (A),12/10/2011,XIJUN DU,SHAANXI YANTA FENGTOU PIPES CO LTD,G07F11/00; G07F9/02,,CN20101145829,20100407,CN20101145829 20100407,CN201251809Y (Y); US4848591 (A); US5522310 (A); US2001002674 (A1); WO2009091593 (A1); CN201788547U (U),,,,,,,,,,,,,
Moisture-absorbant padding for use in combination with a pizza box and associated method,US8033391 (B1),11/10/2011,D ABUSCO LORENZO SCOTTOâ€‚[US],,B65D81/24,B65D81/264; Y10S229/906,US20090579434,20091015,US20090579434 20091015,US2994404 (A); US5934773 (A); US6932267 (B2); US2006144726 (A1),,,,,,,,US5385292 (A); US5454471 (A); US7005035 (B2),,,,,
Portable Cooking Device,US2011236549 (A1),29/09/2011,BEDARD MARKâ€‚[CA],,F24C15/00; A23L1/01,A47J27/04,US201113154918,20110607,US201113154918 20110607; US20080047872 20080313,US6054697 (A); US2005034716 (A1); US7219663 (B2),,,,,,,,,,,,,
"BLANK FOR A BOX, A BOX FOLDED FROM THE BLANK AND A BOX CONVERTIBLE INTO A SERVING TRAY",US2011233264 (A1),29/09/2011,LOMBARDI MARCO GIUSEPPEâ€‚[ZA];  LOMBARDI ASHLEIGH ELIZABETHâ€‚[ZA],,B65D5/54; B65D5/488; B65D5/66,B65D5/6664; B65D5/20; B65D5/48018; B65D5/5455; B65D2585/366,US201113071135,20110324,ZA20100002067 20100324,US2011138750 (A1); US2010001051 (A1); US2007267471 (A1); US7793821 (B2); US6386440 (B1); US6375066 (B1); US5445314 (A); US5246161 (A); US5110038 (A); US5076492 (A); US4957237 (A); US3375967 (A),,,,,,,,,,,,,
"Rotary device for wood-fired pizza oven, has rod comprising rolling and actuation units whose upper parts are provided with threads and receive circular plates, where units and motor are fixed under bottom part of oven and insulator",FR2958374 (A3),07/10/2011,GRARE PIERREâ€‚[FR],GRARE PIERREâ€‚[FR],F24B1/20; A21B1/44,A21B1/33; A21B1/44; F24B1/20,FR20100001285,20100330,FR20100001285 20100330,,,,,,,,,,,,,,
Reusable pizza container,USD645711 (S1),27/09/2011,SUDIA MICHAEL THOMASâ€‚[US],,,,US20100358356F,20100325,US20100358356F 20100325,,,,,,,,,,,,,,
Material-saving pizza box,US8025207 (B1),27/09/2011,CORRELL JOHN Dâ€‚[US],,B65D5/00,B65D5/6664; B65D5/2033; B65D5/2047; B65D5/2057; B65D2301/10; B65D2585/366; Y10S229/906,US20080313829,20081125,US20080313829 20081125; US20040017369 20041220; US20040784381 20040223; US20030431984 20030508,US2544565 (A); US5368225 (A); US5402929 (A); US5467916 (A); US6092715 (A); US6749106 (B2),,,,,,,,US5702054 (A),,,,,
Pizza Press And Method Of Making A Pizza,US2011217434 (A1),08/09/2011,BRADY SHANE Pâ€‚[US],,A47J37/01; A21D8/02; A21D13/00,A47J37/01; A21D8/02; A21D13/00,US201113041493,20110307,US201113041493 20110307; US20100310800P 20100305,US2009302042 (A1); US5074777 (A); US6557260 (B1),,,,,,,,,,,,,
APPARATUS FOR CONVERTING KETTLE OR KAMADO STYLE COOKING GRILLS FOR COOKING PIZZA,US2011214662 (A1),08/09/2011,CONTARINO JR ALFRED Fâ€‚[US],,A47J37/07,A47J37/07,US20100963140,20101208,US20100963140 20101208; US20100311556P 20100308,US4467709 (A); US3299800 (A); US2842116 (A); US4437396 (A); US2010124596 (A1); US3657996 (A); US5768977 (A); US4962696 (A); US5850780 (A),,,,,,,,,,,,,
"A CONTAINER FOR FOOD, IN PARTICULAR FOR PIZZA",WO2012011064 (A1),26/01/2012,CICCONE ALESSANDROâ€‚[IT],CICCONE ALESSANDROâ€‚[IT];  CICCONE DANIELA RITAâ€‚[IT];  CICCONE GABRIELLAâ€‚[IT],B65D5/42; B65D85/36,B65D5/4295; B65D5/48002; B65D2585/366,WO2011IB53242,20110720,IT2010TO00132U 20100723,,,,,,,,,,,CH316996 (A); US6196448 (B1); EP1298073 (A1),,,
A springhead about mini diet pizza,KR20100008118 (U),13/08/2010,,,A21D13/00; A21D2/36; A21D13/04,,KR20100007586U,20100720,KR20100007586U 20100720,,,,,,,,,,,,,,
AN OVEN FOR CONE SHAPED PIZZA,KR20100006895 (U),08/07/2010,,,F24C7/04; A21B2/00; F24C7/00,,KR20080017244U,20081229,KR20080017244U 20081229,,,,,,,,,,,,,,
Pizza Box,KR20100005614 (U),04/06/2010,,,B65D85/36; B65D5/36,,KR20080015598U,20081125,KR20080015598U 20081125,,,,,,,,,,,,,,
A METHOD FOR FANUFACTURING OF RICE CAKE PIZZA,KR20110074043 (A); KR101135192 (B1),30/06/2011,SONG IN SOONâ€‚[KR],SONG IN SOONâ€‚[KR],A21D13/00; A21D6/00; A23L1/10,,KR20090130889,20091224,KR20090130889 20091224,,,KR20090121780 (A),,,,,,,,,,,
MANUFACTURE METHOD FOR PIZZA DOUGH,KR20110073859 (A),30/06/2011,LEE GYU CHANâ€‚[KR],LEE GYU CHANâ€‚[KR],A23L1/20,,KR20090130632,20091224,KR20090130632 20091224,,,,,,,,,,,,,,
PIZZA INCLUDING PIZZA SOURCE,KR20110068617 (A),22/06/2011,AHN MYUNG HWANâ€‚[KR];  KWON HYUN JINâ€‚[KR],AHN MYUNG HWANâ€‚[KR];  KWON HYUN JINâ€‚[KR],A21D13/00,,KR20090125661,20091216,KR20090125661 20091216,,,,,,,,,,,,,,
VENDING MACHINE FOR INSTANT PIZZA,KR20110066374 (A); KR101090647 (B1),17/06/2011,HWANG WOON JUâ€‚[KR];  IM KYUNG JAâ€‚[KR],HWANG WOON JUâ€‚[KR];  IM KYUNG JAâ€‚[KR],G07F11/00,,KR20090122997,20091211,KR20090122997 20091211,,,,,,,,,,,,,,
THROWAWAY FINGER CAP,KR20110065230 (A),15/06/2011,LEE SUNG MINâ€‚[KR];  PARK SU HEEâ€‚[KR],LEE SUNG MINâ€‚[KR],A47G21/10,,KR20090122114,20091209,KR20090122114 20091209,,,,,,,,,,,,,,
METHOD OF PREPARING PIZZA-NOODLES WITH BLACKISH BEANSAUCE,KR20110063124 (A),10/06/2011,KIM HAK YOLâ€‚[KR],KIM HAK YOLâ€‚[KR],A21D13/00,,KR20090120069,20091204,KR20090120069 20091204,,,,,,,,,,,,,,
Structure of integrated hand-held pizza box,TWM349898 (U),01/02/2009,JI SHIN-HUNGâ€‚[TW],DIN YI PRINTING CO LTDâ€‚[TW],B65D5/32,,TW20080213749U,20080801,TW20080213749U 20080801,,,,,,,,,,,,,,
METHOD AND PORTABLE APPARATUS OF DISCRIMINATING MOZZARELLA CHEESE,KR20110051853 (A),18/05/2011,HAM JUN SANGâ€‚[KR];  JEONG SEOK GEUNâ€‚[KR];  CHAE HYUN SEOKâ€‚[KR];  JANG AE RAâ€‚[KR];  HAN GI SUNGâ€‚[KR];  KIM DONG HUNâ€‚[KR];  LEE SEUNG GYUâ€‚[KR],REPUBLIC KOREA MAN RURAL DEVâ€‚[KR],G01N33/04; G01N21/359,,KR20090108641,20091111,KR20090108641 20091111,,,,,,,,,,,,,,
"Foodstuff Holder, Blank for Same and Serving Method",US2011195164 (A1),11/08/2011,DRURY EVANâ€‚[CA],,B65D5/42; B65D5/20; B65D77/00,A47G21/001; B65D2585/366,US201113019360,20110202,US201113019360 20110202; US20100302266P 20100208,US1869609 (A); US2011383 (A); US6299918 (B1); US2004035863 (A1); EP1378459 (A2),,,,,,,,,,,,,
TOOL WITH ERGONOMIC HANDLE AND REPLACEABLE CUTTER HEAD,CA2746710 (A1),08/07/2010,KEMPKER JEFFREY ALLENâ€‚[US];  CRAIN ORVILLE Vâ€‚[US];  JACOBS MATTHEW JONâ€‚[US],KLEVER KUTTER L L Câ€‚[US],B25G1/10; B25B33/00; B25F1/00; B25F1/02; B25G1/00; B25G3/00,B25F1/02; B25G1/102; B25G3/18; B26B5/00; B26B25/005; B26B27/005,CA20092746710,20091217,US20080138262P 20081217; US20090620999 20091118; WO2009US68389 20091217,,,,,,,,,,,,,,
Pizza cutter,USD642879 (S1),09/08/2011,CHAN ERIC PING PANGâ€‚[US],TRUDEAU CORP 1889 INCâ€‚[CA],,,US201129383511F,20110119,US201129383511F 20110119,,,,,,,,,,,,,,
Pizza box with storage compartments,US2011186621 (A1),04/08/2011,PARKER ANDREâ€‚[US],,B65D25/04,B65D25/04,US20100652738,20100203,US20100652738 20100203,US2004200891 (A1); US2003029769 (A1); US6823988 (B2); US6527168 (B1); US6401927 (B1); US6237845 (B1); US6173833 (B1); US5476214 (A); US5379886 (A); US5110038 (A); US5077050 (A); US2924372 (A); US2808191 (A); US1458679 (A); US1446014 (A),,,,,,,,,,,,,
Modular pizza cart,US2011185919 (A1),04/08/2011,YGLESIAS GUILLERMO JULIOâ€‚[US],,A47J37/00,A47J37/00,US20100658206,20100203,US20100658206 20100203,US3289664 (A); US4791861 (A); US5033366 (A); US6431628 (B1); US6598514 (B2); US2001002674 (A1); US2010034935 (A1); US2010107899 (A1),,,,,,,,,,,,,
"Partial oiling of dough piece such as pizza base, comprises applying an oil film on a carrier, transferring the dough piece on the carrier, and transferring the dough piece from the carrier to a support such as conveyor belt for baking",DE102010001546 (A1),04/08/2011,SPAMER HELMUTâ€‚[DE],FRITSCH GMBHâ€‚[DE],A21C9/00,A21C9/04,DE20101001546,20100203,DE20101001546 20100203,DE19640378 (C2); DE3826035 (C2); DE69719426T (T2),,,,,,,,,,,,,
Combination delivery box and board game,US2011169220 (A1),14/07/2011,NOUHAN JR HARRY Pâ€‚[US],,A63F3/00,A63F3/00895; A63F2003/00287; A63F2003/00514; A63F2003/00946; A63F2003/00962; A63F2003/00968; A63F2009/0012,US20100655801,20100108,US20100655801 20100108,,,,,,,,,,,,,,
Pizza bag,USD641254 (S1),12/07/2011,SELA DAVIDâ€‚[US],LFG TRADE LLCâ€‚[US],,,US20100379206F,20101116,US20100379206F 20101116,,,,,,,,,,,,,,
Tool of eating pizza,KR200449214 (Y1),24/06/2010,,,A47G21/10; A47J43/28,,KR20090009145U,20090714,KR20090009145U 20090714,,,,,,,,,,,,,,
Dough for pizza and method for the production thereof,SK5200 (Y1); SK1122008 (U1),07/01/2009,SUPIK RASTISLAVâ€‚[SK],SUPIK RASTISLAVâ€‚[SK],A21D2/00; A21D8/02; A21D13/00; A23L3/01,,SK20080000112U,20081007,SK20080000112U 20081007,,,,,,,,,,,,,,
"Anti-scald, anti-bottom-coking and anti-loosing household electric heating pizza pan",CN201888717 (U),06/07/2011,SHAOJIANG WANG;  WEI ZHANG,NINGBO FENGYA ELECTRICAL APPLIANCES CO LTD,A47J37/06,,CN20102627900U,20101117,CN20102627900U 20101117,,,,,,,,,,,,,,
2-Piece Type Packing Box for Pizza,KR20100011298 (U),19/11/2010,,,B65D85/36; B65D5/20; B65D5/38; B65D5/62,,KR20090005685U,20090511,KR20090005685U 20090511,,,,,,,,,,,,,,
CONE PIZZA OVEN,KR20100003400 (U); KR200454243 (Y1),29/03/2010,,,F24C15/08; F24C7/04; F24C15/00,,KR20080012641U,20080919,KR20080012641U 20080919,KR20050063969 (A),,KR100789740B (B1); KR20050063944 (A),,,,,,,,,,,
A Comfortable Pizza Prop,KR20100002469 (U),09/03/2010,,,B65D85/36,,KR20080011475U,20080827,KR20080011475U 20080827,,,,,,,,,,,,,,
Pizza turner,CN201879535 (U),29/06/2011,DONGLUN YIN,YONGKANG MINGXIN IMP AND EXP CO LTD,A47J43/28,,CN20102675772U,20101223,CN20102675772U 20101223,,,,,,,,,,,,,,
Pizza ovens,USD640499 (S1),28/06/2011,KING COURTNEY Aâ€‚[US];  ALLEN DAVIDâ€‚[US],BIRD BRAIN INCâ€‚[US],,,US20100360913F,20100503,US20100360913F 20100503,,,,,,,,,,,,,,
Automated hot food vending machine for pre-packaged food articles,US2011139809 (A1),16/06/2011,SAWH O'NEIL Kâ€‚[US];  HOYT MARKâ€‚[US],,G07F9/10,G07F9/105; G07F11/54; G07F17/0078; H05B6/808,US20090321375,20090116,US20090321375 20090116; US20080022010P 20080118,US2005005618 (A1); US2005156027 (A1); US4757915 (A); US2007170195 (A1); US3534676 (A); US4783582 (A); US5503300 (A); US3620341 (A); US2007170179 (A1); US5487488 (A),,,,,,,,,,,,,
Convertible Pizza Box,US2011138750 (A1),16/06/2011,WALSH WILLIAM Râ€‚[US],,B65D5/54; B65B9/00,B65D5/22; B65D5/54; B65D5/5475; B65D5/6664; B65D2585/366,US20100849242,20100803,US20100849242 20100803; US20060527986 20060926,US1933643 (A); US2444987 (A); US2789751 (A); US2894673 (A); US4484683 (A); US5071062 (A); US5110038 (A); US5203493 (A); US5209392 (A); US5358174 (A); US5713509 (A); US6375066 (B1); US6386440 (B1); US6905065 (B2); US7051919 (B1),,,,,,,,,,,,,
Pizza cutter,USD639619 (S1),14/06/2011,WAEGE LANCE Dâ€‚[US],,,,US20100377996F,20101028,US20100377996F 20101028,,,,,,,,,,,,,,
RICE FLOUR PREMIX,JP2011083252 (A),28/04/2011,UTSUMI KENJI;  SAITO RIE;  ISHIKAWA MINEKO;  UMEMOTO YURIE;  ITO SEIICHIRO;  HIRAMOTO FUKUKO,MARUNI SHOKUHIN KK;  TOME RICE SERVICE KK,A23L1/16; A21D10/00; A21D13/04,,JP20090239975,20091019,JP20090239975 20091019,,,,,,,,,,,,,,
Oven with low-level outlet,GB2489421 (B); GB2489421 (A),03/10/2012,CHADWICK DANIEL SEBASTIANâ€‚[GB];  ADAMS GUY DE WARRENNE BRUCEâ€‚[GB],CHADWICK DANIEL SEBASTIANâ€‚[GB];  ADAMS GUY DE WARRENNE BRUCEâ€‚[GB],A21B5/00; F24C15/10,F24B1/003; A21B5/00; F24C15/10,GB20110005053,20110325,GB20110005053 20110325,WO2011027096 (A1); US2009064985 (A1); WO2011027096 (A1); US2009064985 (A1),,,,,,,,,,,,,
High Protein Slimming Pizza,EP2417855 (A1),15/02/2012,GALGANI RICCARDOâ€‚[IT];  POLZELLA ANTONIOâ€‚[IT],POLZELLA ANTONIOâ€‚[IT],A21D13/00; A23L1/29,A21D13/007; A21D2/263; A21D2/266; A21D2/36; A21D2/366; A21D13/04; A21D13/062; A21D13/064; A23L1/293; A23L1/305; A23V2002/00; A23V2002/00; A23V2200/332,EP20110425056,20110308,IT2010LI00007 20100812,JP2003259796 (A); SU1831286 (A3),XP002638820; XP002638724; XP002638725; XP002638726; XP002638727,,,,,,,,,,,,
SPROUT AND BLUEBERRY PIZZA,KR20110026067 (A),15/03/2011,JOUNG YOUNG SUNâ€‚[KR],JOUNG YOUNG SUNâ€‚[KR],A21D13/00; A21D2/36,,KR20090083800,20090907,KR20090083800 20090907,,,,,,,,,,,,,,
SPROUT AND ONION PIZZA,KR20110023943 (A),09/03/2011,JOUNG YOUNG SUNâ€‚[KR],JOUNG YOUNG SUNâ€‚[KR],A21D13/00,,KR20090081743,20090901,KR20090081743 20090901,,,,,,,,,,,,,,
PIZZA USING CRAB AND ITS MANUFACTURING METHOD,KR20110023010 (A); KR101183121 (B1),08/03/2011,PARK JU JINâ€‚[KR],PARK JU JINâ€‚[KR],A21D13/00; A21D2/34,,KR20090080579,20090828,KR20090080579 20090828,,,,,,,,,,,,,,
"METHOD AND APPARATUS FOR FORMING DOUGH, AND A DOUGH FORM THEREFROM",US2011100232 (A1),05/05/2011,AONUMA SABUROâ€‚[JP],SATACO CO LTDâ€‚[JP],A21D6/00; A21C11/00,A21C11/006,US20110987446,20110110,JP20050089730 20050225; US20050157172 20050621; US20110987446 20110110; JP20040212313 20040622,US3669605 (A); US4373889 (A); US5470513 (A); US5469779 (A); US6332768 (B1),,,,,,,,,,,,,
Hand held rotary cutting devices,US2011099818 (A1); US8555513 (B2),05/05/2011,MORELAND JESSICA Aâ€‚[US];  HAWKER CHRISTOPHER Lâ€‚[US],"MORELAND JESSICA A, ; HAWKER CHRISTOPHER L, ; TRIDENT DESIGN, LLC",B26D1/143,B26B25/005,US20100660875,20100305,US20100660875 20100305; US20090280344P 20091102,US2004231475 (A1); US5299355 (A); US7188424 (B2); US3590483 (A); US2010037787 (A1); USD375662S (S); US5220729 (A); US6643936 (B2); US2255930 (A); USD509710S (S1); US3644994 (A); US2007028463 (A1); US7134209 (B1); USD642879S (S1); US6438850 (B2); USD661555S (S1); US6938348 (B2); US2644230 (A); USD494823S (S1); US2005028388 (A1); US7823292 (B1); US2010319513 (A1); BE1013992 (A6); US2255930 (A); US2644230 (A); US3590483 (A); US3644994 (A); US5220729 (A); US5299355 (A); USD375662S (S); US6438850 (B2); US6643936 (B2); USD494823S (S1); USD509710S (S1); US6938348 (B2); US7134209 (B1); US7188424 (B2); US7823292 (B1); USD642879S (S1); USD661555S (S1); US2004231475 (A1); US2005028388 (A1); US2007028463 (A1); US2010037787 (A1); US2010319513 (A1); BE1013992 (A6),,,,,,,,US54223 (A); US209065 (A); US252268 (A); US609213 (A); US733511 (A); US775434 (A); US1983778 (A); US2490255 (A); USD159723S (S); US2526154 (A); US3621894 (A); US4020550 (A); US4432137 (A); US4738028 (A); US5101564 (A); USD330665S (S); USD352426S (S); US5369886 (A); USD355815S (S); US5428898 (A); US5504998 (A); US5711077 (A); USD397001S (S); US6094824 (A); USD460338S (S1); USD519334S (S1); US7363710 (B2); USD594292S (S1); USD639619S (S1); US8011103 (B2); USD652271S (S1); US2004049924 (A1),,,,,
"SERVING-DISH SYSTEM COMPRISING A BUILT-IN DOME-COVER, HAVING A THERMAL CORE, FOR FOOD INSIDE SAID SYSTEM",WO2011121441 (A2); WO2011121441 (A3),06/10/2011,LEPINAY MARCâ€‚[FR],LEPINAY MARCâ€‚[FR],A47G19/26; A47G23/02; A47G23/04; A47J39/02,A47J39/02; A47G19/265; A47G23/04,WO2011IB00737,20110504,WO2011IB00737 20110504,,,,,,,,,,,US1591866 (A); US5345784 (A); NL1019227C (C1),,,
U-shaped pizza tray,CN201798403 (U),20/04/2011,BINGLONG SU,QUANZHOU YUANDONG ENVIRONMENTAL TECHNOLOGY CO LTD,A47G19/02,,CN20102528884U,20100915,CN20102528884U 20100915,,,,,,,,,,,,,,
Pizza vending machine,CN201788547 (U),06/04/2011,XIJUN DU,SHAANXI YANTA FENGTOU PIPE INDUSTRY CO LTD,G07F11/00,,CN20102157600U,20100407,CN20102157600U 20100407,,,,,,,,,,,,,,
CIRCULAR PIZZA PACKAGING BOX,RS20080483 (A),07/05/2010,PETKOV DRAGANâ€‚[RS],PETKOV DRAGANâ€‚[RS],B65D5/36,,RS2008P000483,20081016,RS2008P000483 20081016,,,,,,,,,,,,,,
Multifunctional oven,CN201779708 (U),30/03/2011,JINZHONG CHEN,JINZHONG CHEN,F24C1/00,,CN20102296066U,20100818,CN20102296066U 20100818,,,,,,,,,,,,,,
Pizza cutter,USD634990 (S1),29/03/2011,COHEN PAUL Kâ€‚[US];  SHENKAL YUVALâ€‚[US],NATIONWIDE PROMOTIONS LLCâ€‚[US],,,US20100365397F,20100708,US20100365397F 20100708,,,,,,,,,,,,,,
Electric heating cooker,CN201759393 (U),16/03/2011,AN HU YUE,HU YUEAN,A47J37/06; A47J36/06,,CN20102233281U,20100621,CN20102233281U 20100621,,,,,,,,,,,,,,
Take-out bag for pizza,CN201759001 (U),16/03/2011,XIANGJIE SUN,CHIUKO BUSINESS DEV SHANGHAI CO LTD,A45F3/00; A45C11/00,,CN20102513726U,20100830,CN20102513726U 20100830,,,,,,,,,,,,,,
AUTOMATED PIZZA PREPARATION AND VENDING SYSTEM,US2011059209 (A1),10/03/2011,KHATCHADOURIAN PUZANTâ€‚[US],K & G ENTPR LLCâ€‚[US],B65B25/06; A21B1/48; A23P1/00; A47J43/00,A21C11/006; A21D13/007,US20100685506,20100111,US20100685506 20100111; US20090472844 20090527; US20080246006 20081006; US20080035827 20080222; US20070891218P 20070222,GB2123394 (A); US6011249 (A),,,,,,,,,,,,,
Novel chopping board,CN201755155 (U),09/03/2011,FEI ZHANG,FEI ZHANG,A47J47/00,,CN20102210894U,20100601,CN20102210894U 20100601,,,,,,,,,,,,,,
