Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
Tabletop pizza oven,USD577947 (S1),07/10/2008,WIMMER ROLANDâ€‚[US],,,,US20070281003F,20070613,US20070281003F 20070613,,,,,,,,,,,,,,
Pizza pan,USD574661 (S1),12/08/2008,LOGAN EUGENE Tâ€‚[US],SIGMA IND INCâ€‚[US],,,US20070272721F,20070214,US20070272721F 20070214,,,,,,,,,,,,,,
Pizza peel,USD563179 (S1),04/03/2008,MINIDIS JAMES Dâ€‚[US],,,,US20070271627F,20070122,US20070271627F 20070122,,,,,,,,,,,,,,
Pizza slice costume,USD542507 (S1),15/05/2007,HOLLAND SARAHâ€‚[US],,,,US20060266653F,20060926,US20060266653F 20060926,,,,,,,,,,,,,,
Set-up pizza tray,US2006091189 (A1),04/05/2006,STIER DAVIDâ€‚[US],,B65D5/00,B65D5/2028; B65D2585/366,US20050261082,20051028,US20050261082 20051028; US20040622674P 20041028,,,,,,,,,,,,,,
Pizza crust,USD548426 (S1),14/08/2007,GRAHAM PETER Gâ€‚[US];  CRAIG TODD Wâ€‚[US];  GOFF CARRIE Lâ€‚[US],PIZZA HUT INCâ€‚[US],,,US20060258129F,20060417,US20060258129F 20060417,,,,,,,,,,,,,,
Pizza dough mold,USD546639 (S1),17/07/2007,MINIDIS JAMES DEANâ€‚[US],,,,US20060255670F,20060310,US20060255670F 20060310; US20030354485F 20030130,,,,,,,,,,,,,,
Pizza scissors,USD544765 (S1),19/06/2007,PETERSON SARAH Sâ€‚[US];  BROWN ROGER Aâ€‚[US],PROGRESSIVE INT CORPâ€‚[US],,,US20060248078F,20060727,US20060248078F 20060727,,,,,,,,,,,,,,
Pizza slicer,USD542609 (S1),15/05/2007,PETERSON SARAH Sâ€‚[US],PROGRESSIVE INT CORPâ€‚[US],,,US20060247316F,20060609,US20060247316F 20060609,,,,,,,,,,,,,,
Outdoor pizza oven,USD547111 (S1),24/07/2007,LOYD CASEYâ€‚[US],,,,US20060246448F,20060412,US20060246448F 20060412,,,,,,,,,,,,,,
Pizza sandwich,US2007082091 (A1),12/04/2007,KLAVON KULSOOM Lâ€‚[US];  BUTLER GEORGE Pâ€‚[US],,A21D13/00,A21D13/007; A21D13/0025,US20050245573,20051007,US20050245573 20051007,,,,,,,,,,,,,,
Pizza pan,USD538583 (S1),20/03/2007,SCHULER TROYâ€‚[US],BRADSHAW INT INCâ€‚[US],,,US20050243689F,20051130,US20050243689F 20051130,,,,,,,,,,,,,,
Pizza package made of scrap paper,US2006065704 (A1),30/03/2006,CHANG JAE-SEOKâ€‚[KR],,B65D43/08; B65D5/00,B65D85/36; B65D2585/366,US20050232698,20050922,KR20040027455U 20040923,,,,,,,,,,,,,,
Food container,US2006060579 (A1); US7487880 (B2),23/03/2006,GUARRASCIO BERNARDâ€‚[US],,B65D6/28,B65D43/0204; B65D25/04; B65D51/165; B65D2543/00203; B65D2543/00296; B65D2543/00398; B65D2543/00527; B65D2543/00546; B65D2543/00574; B65D2543/0062; B65D2543/00666; B65D2543/00703; B65D2543/00731; B65D2543/00814; B65D2585/366,US20050231961,20050921,US20050231961 20050921; US20040611640P 20040921,US5662237 (A); US6257434 (B1); US2005000966 (A1),,,,,,,,,,,,,
Pizza cutter,USD519334 (S1),25/04/2006,MOLENAAR STEVEN Lâ€‚[US],,,,US20050224295F,20050228,US20050224295F 20050228,,,,,,,,,,,,,,
Pizza,USD533981 (S1),26/12/2006,BOND HARRY Dâ€‚[US],MONICAL PIZZA CORPâ€‚[US],,,US20050223096F,20050209,US20050223096F 20050209,,,,,,,,,,,,,,
Pizza box,USD529346 (S1),03/10/2006,CHARUWONGKHACHTON THAWEESINâ€‚[TH],DYNAMIC PROMOTION CO LTDâ€‚[TH],,,US20050221506F,20050118,US20050221506F 20050118,,,,,,,,,,,,,,
Pizza leveler,USD561564 (S1),12/02/2008,LARSEN FRITZâ€‚[US],,,,US20050221364F,20050114,US20050221364F 20050114,,,,,,,,,,,,,,
Pizza box with seat leveling structure,US2006243782 (A1),02/11/2006,DEWOLFE GARYâ€‚[US],,B65D5/00,B65D5/5273; B65D5/4208; B65D5/44; B65D2585/366,US20050202649,20050812,US20050117664 20050428; US20050202649 20050812,,,,,,,,,,,,,,
Pizza product crust with an irregularly-shaped edge,USD527862 (S1),12/09/2006,PAFKO WAYNE Mâ€‚[US],SCHWAN S FOOD MFG INCâ€‚[US],A21C9/04; A21D8/02; A21D13/00,A21D13/007; A21C9/04; A21D8/02,US20040200845F,20040303,US20030354896 20030129; US20040200845F 20040303,,,,,,,,,,,,,,
"Method and apparatus for forming dough, and a dough form therefrom",US2006016351 (A1),26/01/2006,AONUMA SABUROâ€‚[JP],SATACO CO LTDâ€‚[JP],B30B9/02; A21C11/00,A21C11/006,US20050157172,20050621,JP20040212313 20040622; JP20050089730 20050225,,,,,,,,,,,,,,
Industrial tunnel type wood burning oven for the baking of pizza and similar alimentary products,US2007000904 (A1),04/01/2007,FERRO PIETROâ€‚[IT],,F27B9/06; F27D11/00,A21B1/02; A21B1/48,US20050150302,20050613,IT2005MI00934 20050523,,,,,,,,,,,,,,
Disc cutter,US7134209 (B1),14/11/2006,MOLENAAR STEVEN Lâ€‚[US],,B26D1/143; B26D1/14; B26B29/00,B26B25/005; B26D7/2621; Y10T403/32344,US20050134162,20050523,US20050134162 20050523,USD159723S (S); US2568374 (A); US4423551 (A); US4892022 (A); US5428898 (A); US5480031 (A); USD375662S (S); USD392162S (S); USD397001S (S); US5933918 (A); US6406038 (B2); US6484407 (B2); US6572461 (B2); US6739602 (B2); USD494823S (S1); US2005028388 (A1); DE125238 (C),,,,,,,,US3682027 (A); US4098156 (A); US6438850 (B2),,,,,
Automated system for handling food products,US2006263181 (A1); US7858130 (B2),23/11/2006,MALENKE MARK Eâ€‚[US];  HELENIAK TOD Wâ€‚[US];  TOMAC BRIANâ€‚[US];  HESS DAVIDâ€‚[US];  ADLER SCOTTâ€‚[US],KRAFT FOODS HOLDINGS INC,B65G65/34,B65G59/04,US20050130271,20050517,US20050130271 20050517,US3735692 (A); US3744649 (A); US3941048 (A); US5012726 (A); US5113754 (A); US5117749 (A); US5121677 (A); US5630358 (A); US5921170 (A); US5997924 (A); US2006182607 (A1),,,,,,,,US5243899 (A); US5409721 (A); US6245370 (B1); US6546847 (B2); US6672203 (B1),,,,,
Pizza having whole grain wheat flour crust and cooked at high temperature,US2006246182 (A1),02/11/2006,MCGOVERN JESSICA Eâ€‚[US];  MCGOVERN RYAN Jâ€‚[US],,A21D13/00,A21D13/007; A21D8/06; A21D13/02,US20050115725,20050427,US20050115725 20050427,,,,,,,,,,,,,,
Pizza pie having an outer cheese portion,US2006240154 (A1),26/10/2006,CRAIG TODD Wâ€‚[US];  GRAHAM PETER Gâ€‚[US];  NGUYEN JENNIFER Tâ€‚[US],PIZZA HUT INC,A21D13/00,A21D13/007,US20050111478,20050421,US20050111478 20050421,,,,,,,,,,,,,,
Systems and methods for making a pizza pie having an outer cheese portion,US2006240153 (A1); US7610837 (B2),26/10/2006,CRAIG TODD Wâ€‚[US];  GRAHAM PETER Gâ€‚[US];  NGUYEN JENNIFER Tâ€‚[US],PIZZA HUT INC,A21D13/00,A21D13/007; Y10S83/932,US20050111467,20050421,US20050111467 20050421,US1545600 (A); US2304759 (A); US2371234 (A); US2598626 (A); US3716319 (A); US3987719 (A); US5355588 (A); US5405627 (A); US5514402 (A); US5775208 (A); US5948313 (A),,,,,,,,US2263490 (A); US2791029 (A); US3026823 (A); US4159349 (A); US4661361 (A); US5160754 (A); US5196223 (A); US5680956 (A); US5720998 (A); US5894028 (A); US6194017 (B1); US6286708 (B1); US6479087 (B1),,,,,
PHONE APPLIANCE WITH DISPLAY SCREEN AND METHODS OF USING THE SAME,US8687781 (B2); US2008198842 (A1),21/08/2008,LIN CHING-YIâ€‚[US],LIN CHING-YI,H04L12/66; G06Q30/00; H04L29/08; H04M1/00; H04M1/247; H04M1/253; H04M3/487; H04M3/493; H04M7/00; H04L12/58; H04M3/42,H04L67/34; H04L67/22; G06Q30/02; H04M1/2471; H04M1/2473; H04M1/2478; H04M1/2535; H04M15/56; H04M15/83; H04M15/84; H04L69/329; H04L12/58; H04M2201/38; H04M2207/203; H04M2215/202; H04M2215/81; H04M2215/8129; H04M2250/22; H04M1/00,US20080106617,20080421,US20080106617 20080421; US20040909680 20040802; US20010896593 20010629; US20000214913P 20000629,US6857072 (B1); US2002065728 (A1); US6477708 (B1); USRE41211E (E1); US6807564 (B1); US5978833 (A); US6889321 (B1); US6826174 (B1); US7945284 (B1); US6937699 (B1); US6493437 (B1); US6411393 (B1); US6246489 (B1); US6970474 (B1); US6161134 (A); US6760324 (B1); US6449269 (B1); US7451195 (B1); US2002126679 (A1); US6404811 (B1); US5966667 (A); US2001040948 (A1); US6854009 (B1); US6888929 (B1); US6557756 (B1); US2001012769 (A1); US2002164003 (A1); US6198941 (B1); US6560468 (B1); US6169734 (B1); US6424647 (B1); US6438384 (B1); US6944151 (B1); US6434403 (B1); US5966667 (A); US5978833 (A); US6035180 (A); US6161134 (A); US6169734 (B1); US6198941 (B1); US6246489 (B1); US6404811 (B1); US6411393 (B1); US6424647 (B1); US6434403 (B1); US6438384 (B1); US6449269 (B1); US6477708 (B1); US6493437 (B1); US6557756 (B1); US6560468 (B1); US6728546 (B1); US6760324 (B1); US6766524 (B1); US6807564 (B1); US6826174 (B1); US6847403 (B1); US6854009 (B1); US6857072 (B1); US6888929 (B1); US6889321 (B1); US6937699 (B1); US6944151 (B1); US6970474 (B1); US7225409 (B1); US7451195 (B1); USRE41211E (E1); US7945284 (B1); US2001012769 (A1); US2001040948 (A1); US2002049073 (A1); US2002065728 (A1); US2002126679 (A1); US2002164003 (A1),,,,,,,,US5127050 (A); US5497339 (A); US5515098 (A); US5515305 (A); US5606361 (A); US5724092 (A); US5761280 (A); US5796394 (A); US5838775 (A); US5841424 (A); US5847698 (A); US5848137 (A); US5884032 (A); US5887054 (A); US5892764 (A); USD411534S (S); US5923736 (A); US5923738 (A); US5930341 (A); US5937041 (A); US5941648 (A); US5953322 (A); US5956048 (A); US5974043 (A); US5983073 (A); US5986690 (A); US5991634 (A); US5996006 (A); US6002394 (A); US6006088 (A); US6011794 (A); US6018571 (A); US6028917 (A); US6031836 (A); US6038296 (A); US6040829 (A); US6052439 (A); US6058106 (A); US6058422 (A); US6064967 (A); US6065120 (A); US6069890 (A); US6075783 (A); US6075796 (A); US6078566 (A); US6084953 (A); US6108329 (A); US6222520 (B1); US6335678 (B1); US6370141 (B1); US6377573 (B1); US6446127 (B1); US6552825 (B1); US6643283 (B2); US6744759 (B1); US7076434 (B1); US2001040621 (A1); JPH08263409 (A); WO9632800 (A1),,,,,
Pizza scheduler,US7178146 (B1),13/02/2007,MCCLURE STEVEN Tâ€‚[US];  CHALMER STEVEN Râ€‚[US];  NIVER BRETT Dâ€‚[US],EMC CORPâ€‚[US],G06F9/44,G06F9/4881,US20020106337,20020326,US20020106337 20020326,US3648253 (A); US4989133 (A); US5247677 (A); US5287508 (A); US5437032 (A); US5517643 (A); US5974438 (A); US6067557 (A); US6108683 (A); US6108741 (A); US6341303 (B1); US6434708 (B1); US6560628 (B1); US6668269 (B1); US6675190 (B1); US6714960 (B1); US6785889 (B1); US6792445 (B1); US6795797 (B2); US2002174164 (A1); US2003172104 (A1); US2004064817 (A1); US2004244005 (A1); US2005071547 (A1),,,,,,,,US5745759 (A); US6397262 (B1); US6697876 (B1),,,,,
Pizza pan and method of using same,US7790213 (B2); US2006230949 (A1),19/10/2006,IAKOSSAVAS GEORGEâ€‚[CA],,A47J37/07,A47J37/01,US20050104466,20050413,US20050104466 20050413,US4367243 (A); US5351608 (A); US5405627 (A); US6187359 (B1); US7219663 (B2),,,,,,,,,,,,,
Food product container,US2006208046 (A1),21/09/2006,DENNEN ROBERT Pâ€‚[US];  YANDIAN JEFFREY Wâ€‚[US];  DICKERSON DAN Câ€‚[US];  JONES RONALD Râ€‚[US];  ORTEGON HOMEROâ€‚[US];  TULLIS STEPHEN Dâ€‚[US],PIZZA HUT INC,B65D5/00,B65D5/001; B65D5/2033; B65D5/22; B65D5/6658; B65D2585/366,US20050084677,20050318,US20050084677 20050318,,,,,,,,,,,,,,
EZ-fold modular pizza box,US2008197177 (A1); US8393529 (B2),21/08/2008,VOLZ WILLIAM GERARDâ€‚[US];  WARE BRADY NEALâ€‚[US],"VOLZ WILLIAM GERARD, ; WARE BRADY NEAL",B65D5/355; B65D5/00; B65D5/54; B65D5/66,B65D5/5445; B65D85/36; B65D2585/366,US20080070591,20080220,US20080070591 20080220; US20070902486P 20070220,US1288132 (A); US2985075 (A); US3094267 (A); US3167240 (A); US3285496 (A); US3465946 (A); US4111306 (A); US4502514 (A); US4621736 (A); US5098757 (A); US5110038 (A); US5135790 (A); US5209392 (A); US5375761 (A); US5836451 (A); US6336584 (B1); US6440050 (B1); US7051919 (B1); US2003047593 (A1); US2005189406 (A1); US2006054676 (A1); US2006255106 (A1),,,,,,,,US1652748 (A); US2967010 (A); US3302855 (A); US4237171 (A); US5071062 (A); US5273206 (A); US5702054 (A); US6109512 (A); US6375066 (B1); US6547125 (B2); US6676009 (B1); US2003201316 (A1); US2005150938 (A1); US2007267471 (A1); EP1593606 (A2),,,,,
Reclosable disposable plastic storage bag for a pizza slice and a reclosable storage pouch therefor,US2008193058 (A1),14/08/2008,ROTHSTEIN JONATHANâ€‚[US],,B65D33/00; B65D33/16,B65D33/2508; B65D31/18; B65D2585/366,US20080069705,20080212,US20070901158P 20070214; US20080069705 20080212,,,,,,,,,,,,,,
Multipurpose warm chamber from the waste heat of domestic refrigerator,US2006179860 (A1),17/08/2006,MIRJI SANMATI Aâ€‚[US],COUNCIL SCIENT IND RES,F25B27/00; F25D11/02,F25D23/12; F25D23/003; F25D31/005,US20050060388,20050217,US20050060388 20050217,,,,,,,,,,,,,,
Serving box,US7380702 (B2); US2006131369 (A1),22/06/2006,ODDO FRANCO Râ€‚[US],"VI INNOVATIONS, CORP",B65D3/22; B65D5/46,B65D77/245; B65D5/42; B65D2585/366; Y10S229/906; Y10S229/902,US20040015779,20041217,US20040015779 20041217,US4494689 (A); US4960238 (A); US5476214 (A); US5900264 (A); US6752311 (B2); US7051919 (B1); US2005199687 (A1); US2006037957 (A1),,,,,,,,,,,,,
Structure of pizza oven,TWM301032 (U),21/11/2006,WANG CHING-HSIANGâ€‚[TW],EUCORE ENTPR CO LTDâ€‚[TW],A47J37/01; A47J0/01,,TW20060208517U,20060518,TW20060208517U 20060518,,,,,,,,,,,,,,
Novel structure of pizza,TWM302893 (U),21/12/2006,SHIE MING-GUEIâ€‚[TW],SHIE MING-GUEIâ€‚[TW],A21D2/00,,TW20060207232U,20060428,TW20060207232U 20060428,,,,,,,,,,,,,,
"Pizza base, a process and an apparatus for the production thereof",SI1219174 (T1),30/04/2007,BIANCHET DANIELEâ€‚[IT];  VILLALTA LUIGIâ€‚[IT];  MOMBELLONI PAOLOâ€‚[IT];  MELOSSO GABRIELEâ€‚[IT],RONCADIN BAKERY S R Lâ€‚[IT],A21C11/00; A21D8/02; A21D13/00; A21D13/00; A21C11/00; A21D8/00,A21D13/007; A21C11/006; A21D8/02,SI20000030918T,20001229,EP20000830875 20001229,,,,,,,,,,,,,,
APPARATUS FOR BAKING OF NATIONAL PRODUCTS FROM DOUGH,RU2301525 (C2); RU2004127839 (A),27/06/2007,SAROJAN GAGIK PETROSOVICHâ€‚[UA];  SAROJAN MARINE MAKSIMOVNAâ€‚[UA];  OGANESJAN GAGIK VARDKESOVICHâ€‚[RU],SAROJAN GAGIK PETROSOVICHâ€‚[UA];  SAROJAN MARINE MAKSIMOVNAâ€‚[UA];  OGANESJAN GAGIK VARDKESOVICHâ€‚[RU],A21B5/00,,RU20040127839,20040920,RU20040127839 20040920,,,,,,,,,,,,,,
FOOD PRODUCTS AS MULTILAYER SANDWICHES,RO120684 (B1),30/06/2006,ROTARU MIRCEAâ€‚[RO],S C PAN GROUP S Aâ€‚[RO],A23L1/48,,RO20000000534,20000523,RO20000000534 20000523,,,,,,,,,,,,,,
High speed cooking device and method with jets providing different BTU delivery rates at different levels of impingement air,NZ537169 (A),22/12/2006,JONES DOUGLAS S;  DAY WILLIAM;  HARTER DAVID;  SANK GERALD W,LINCOLN FOODSERVICE,A21B1/14; A21B1/24; A21B1/26; A21B1/48; A21B2/00; A23L1/01; A47J37/08; F24C15/32; A47J37/08; A21B1/26; A23L1/00,A47J37/0857; A21B1/245; A23L1/0135,NZ20030537169,20030605,US20020167335 20020611; WO2003US18008 20030605,,,,,,,,,,,,,,
Pizza box with removable portions used as reward tokens,NZ536394 (A),26/10/2007,BRAOUDAKIS GEORGE,GEORGE BRAOUDAKIS,B65D5/22; B65D5/42; B65D5/46; B65D5/54; B65D5/66; B65D25/20; B65D85/36; B65D5/22; B65D5/42; B65D5/66; B65D85/36,B65D5/6661; B65D5/6664; B65D5/6667; B65D25/205; B65D5/22; B65D5/4229; B65D2205/00; B65D2313/04; B65D2585/366; Y10S206/831; Y10S229/915; Y10S229/902,NZ20030536394,20030417,AU2002PS01798 20020417; WO2003AU00462 20030417,,,,,,,,,,,,,,
SHREDDED FOOD PRODUCTS AND METHODS OF PRODUCING AND APPLYING SHREDDED FOOD PRODUCTS.,MXPA06004294 (A),27/06/2006,BOMBIK RUSSEL Câ€‚[US],NESTEC SAâ€‚[CH],A01J21/02; A01J27/04; A21C9/04; A21D13/00; A23L1/00; A23P; A23P0/00,A21D13/007; A01J21/02; A01J27/04; A21C9/04; A23L1/0076; A23C2250/15,MX2006PA04294,20060418,US20030513145P 20031021; WO2004EP11907 20041021,,,,,,,,,,,,,,
PIZZA AND CRUST HAVING AN IRREGULAR EDGE.,MXPA05008192 (A),25/05/2006,MORAD MOHAMED Mâ€‚[US],SCHWAN S FOOD MFG INCâ€‚[US],A21D13/00; A21C9/04; A21D8/02; A21D13/00; A21D8/02,A21D13/007; A21C9/04; A21D8/02,MX2005PA08192,20050729,US20030354896 20030129; US20030732173 20031209; US20040758296 20040115; WO2004US01467 20040121,,,,,,,,,,,,,,
A MANUFACTURING PROCESS OF FROZEN-PIZZA,KR100802033 (B1),12/02/2008,I JU NAMâ€‚[KR];  JEON YUN JEONGâ€‚[KR];  LEE JU NOâ€‚[KR],I JU NAMâ€‚[KR],A21D13/00,,KR20070114760,20071112,KR20070114760 20071112,JP2001069832 (A); JP2007000982 (A),,,,,,,,,,,,,
AN ACORN PIZZA,KR20070101186 (A),16/10/2007,PARK CHANG MIâ€‚[KR],PARK CHANG MIâ€‚[KR],A21D13/00; A23L1/36,,KR20070086983,20070829,KR20070086983 20070829,,,,,,,,,,,,,,
METHOD FOR MANUFACTURING OGOK RICE DOUGH PIZZA BY USING MINERAL AND MINERAL OGOK RICE DOUGH PIZZA MANUFACTURED ACCORDING TO THE SAME,KR20070055453 (A),30/05/2007,HWANG SA JINâ€‚[KR],HWANG SA JINâ€‚[KR],A23L1/10; A21D10/00; A21D13/00; A21D13/04,,KR20070041729,20070430,KR20070041729 20070430,,,,,,,,,,,,,,
METHOD FOR MANUFACTURING RICE PIZZA WITH RICE CAKE VESSEL AND RICE PIZZA WITH RICE CAKE VESSEL MANUFACTURED BY THE SAME,KR100766261 (B1),15/10/2007,JUNG WON YOUNGâ€‚[KR],JUNG WON YOUNGâ€‚[KR],A23P1/08; A23L1/10; A23P1/10,,KR20070023884,20070312,KR20070023884 20070312,JPH11346675 (A); JP2003009780 (A); KR100691333B (B1); KR960016744 (A); KR19990024834 (A); KR20000017898 (A); KR20040087091 (A),,,,,,,,,,,,,
CONE PIZZA OVEN,KR100789740 (B1),03/01/2008,KIM JU TAEâ€‚[KR],KIM JU TAEâ€‚[KR],F24C15/16,,KR20070020531,20070228,KR20070020531 20070228,KR920012825 (A); KR200312038Y (Y1); KR200284674Y (Y1); JPH06272873 (A); JP2005098539 (A),,,,,,,,,,,,,
THE PIZZA BOX WHERE THE HANDLE IS INCLUDED AND THE RE-ASSEMBLY BOX,KR20080029724 (A),03/04/2008,CHO SUNG DAEâ€‚[KR],CHO SUNG DAEâ€‚[KR],B65D5/36; B65D5/42; B65D5/46; B65D85/36,,KR20070003586,20070112,KR20070003586 20070112,,,,,,,,,,,,,,
DEVICE FOR PIZZA DOUGH AND MANUFACTURING METHOD THEREOF,KR100793742 (B1),10/01/2008,LEE TAE HOâ€‚[KR],HAMIL F & C CO LTDâ€‚[KR];  HAEMIL FOOD CO LTDâ€‚[KR],A21C11/00; A21C11/02; A21D13/00,,KR20060124921,20061208,KR20060124921 20061208,KR100325440B (B1); US5753292 (A); KR100532717B (B1),,,,,,,,,,,,,
CONE TYPE PIZZA DOUGH MANUFACTURING METHOD,KR100793731 (B1),10/01/2008,LEE TAE HOâ€‚[KR];  SO BYONG NAMâ€‚[KR],HAMIL F & C CO LTDâ€‚[KR];  HAEMIL FOOD CO LTDâ€‚[KR],A21D13/00; A21B5/02; A23P1/08; A23P1/10,,KR20060121691,20061204,KR20060121691 20061204,KR200435523Y (Y1); JPH0622678 (A); JPH0759507 (A); JP2006262703 (A),,,,,,,,,,,,,
FOODS WITH THE ENHANCED PERFORMANCE OF LEARNING ABILITY,KR100780806 (B1),30/11/2007,HAN CHAN KYUâ€‚[KR];  KIM SUNG SOOâ€‚[KR];  KIM SANG HYUNâ€‚[KR];  YANG SEUNG YONGâ€‚[KR],KOREA FOOD RES INSTâ€‚[KR];  DOORIDOORI CO LTDâ€‚[KR],A23L1/29; A23L1/10; A23L1/20; A23L1/30,,KR20060114199,20061118,KR20060114199 20061118,KR960020733 (A); KR960020814 (A); KR19980022922 (A); KR19980075192 (A); KR20030029254 (A); KR20030079190 (A); KR20070005838 (A),,,,,,,,,,,,,
EDIBILITY A FLOWER SPICE AND A MEANS PROCESSING,KR20080040061 (A),08/05/2008,KIM EUN JEUNGâ€‚[KR];  KIM JONG IKâ€‚[KR];  KIM SUNG TAEâ€‚[KR],KIM EUN JEUNGâ€‚[KR];  KIM JONG IKâ€‚[KR];  KIM SUNG TAEâ€‚[KR],A23L1/221; A23L1/22; A23L1/223,,KR20060107510,20061102,KR20060107510 20061102,,,,,,,,,,,,,,
PIZZA USE PASTRY FORMATION METHOD AND THE SYSTEM,KR20080033657 (A),17/04/2008,LEE JIN PILâ€‚[KR],LEE JIN PILâ€‚[KR],A21C11/00; A21D13/00,,KR20060099571,20061013,KR20060099571 20061013,,,,,,,,,,,,,,
A MANUFACTURING METHOD OF PIZZA RICE,KR20080014407 (A),14/02/2008,CHO BYUNG KWANâ€‚[KR],CHO BYUNG KWANâ€‚[KR],A23L1/10; A23L1/164,,KR20060076076,20060811,KR20060076076 20060811,,,,,,,,,,,,,,
FERMENTATION SOLUTION OF PINE TREE LEAVES FOR PROMOTION OF DIGESTION,KR100752573 (B1),21/08/2007,CHEONG HYEON SOOKâ€‚[KR];  HWANG IN DEOKâ€‚[KR];  YOON JUNG HOONâ€‚[KR];  PAUDYAL DILLI PRASADâ€‚[NP];  PARK GA YOUNGâ€‚[KR];  JUN JAE YEOULâ€‚[KR];  YOO JIN CHEOLâ€‚[KR];  HAHM KYUNG SOOâ€‚[KR],IND ACADEMIC COOPâ€‚[KR],A23L1/212; A23L1/221; A23L1/23,,KR20060072808,20060802,KR20060072808 20060802,KR20050031740 (A),,,,,,,,,,,,,
A RECIPE OF DRIED A SESAME LEAF SPICE,KR20080010064 (A),30/01/2008,KIM SUNG TAEâ€‚[KR],KIM SUNG TAEâ€‚[KR],A23L1/221; A23L1/223,,KR20060070043,20060726,KR20060070043 20060726,,,,,,,,,,,,,,
MANUFACTURING METHOD OF CRUST AND MOLD FOR PIZZA,KR100752024 (B1),17/08/2007,CHA JUNG MOONâ€‚[KR];  JEONG DU SUKâ€‚[KR],CHA JUNG MOONâ€‚[KR],A21D13/00,,KR20060069614,20060725,KR20060069614 20060725,JPH02163032 (A),,,,,,,,,,,,,
DISPOSABLE GLOVE-TYPE TISSUE HAVING A POCKET FORMED BY FUSION LINE CUT LINE,KR100662232 (B1),21/12/2006,LEE JUN GUâ€‚[KR],LEE JUN GUâ€‚[KR],A47K10/16; A47K10/20,,KR20060067394,20060719,KR20060067394 20060719,,,,,,,,,,,,,,
PIZZA(RACE CAKE)MANUFACTURES,KR20080006419 (A),16/01/2008,HYUN NAM SIKâ€‚[KR],HYUN NAM SIKâ€‚[KR],A23L1/10; A21D13/00,,KR20060065679,20060711,KR20060065679 20060711,,,,,,,,,,,,,,
ROASTER,KR20060132473 (A); KR100789027 (B1),21/12/2006,IMAMOTO KAZUNARIâ€‚[JP];  AOKI MASAYUKIâ€‚[JP],TOSHIBA KKâ€‚[JP];  TOSHIBA CONSUMER MARKETINGâ€‚[JP];  TOSHIBA HA PRODUCTS CO LTDâ€‚[JP],A47J37/06; A47J37/00,,KR20060054116,20060616,JP20050178082 20050617,KR200612832Y (Y1); KR200655010Y (Y1); KR200217721Y (Y1); KR940008179U (U); KR980008987U (U); WO03008073 (A1),,,,,,,,,,,,,
PIZZA CASE OF MULTI LAYER LOADING,KR20070118860 (A),18/12/2007,SEO SANG HWAâ€‚[KR],SEO SANG HWAâ€‚[KR],B65D21/02; B65D77/02; B65D85/36,,KR20060053095,20060613,KR20060053095 20060613,,,,,,,,,,,,,,
PIZZA PACKING BOX,KR20070117875 (A),13/12/2007,LEE MOO YOUNGâ€‚[KR],LEE MOO YOUNGâ€‚[KR],B65D81/18; B65D5/54; B65D85/36,,KR20060052050,20060609,KR20060052050 20060609,,,,,,,,,,,,,,
METHOD FOR PRODUCTION OF PIZZA CONTAINING SEA-FISH,KR20060127764 (A),13/12/2006,JEONG SEUNG CHANâ€‚[KR],JEONG SEUNG CHANâ€‚[KR],A21D13/00; A23L1/325,,KR20060050107,20060603,KR20050048228 20050607,,,,,,,,,,,,,,
ROAST PLATE OR PIZZA BAKING PAN USING CERAMIC CORDIERITE OR CERAMIC SILICON CARBONIZING AND MANUFACTURING METHOD THEREOF,KR20070061130 (A); KR100778290 (B1),13/06/2007,KIM BAROSANâ€‚[KR],KIM BAROSANâ€‚[KR],A47J37/06; A47J36/04,,KR20060049750,20060602,KR20050120594 20051209,DE10242481 (C1); WO03082771 (A1); JP2019998317 (A); JPH04347111 (A),,,,,,,,,,,,,
PIZZA CONE TRIANGLE BOX,KR20070109616 (A),15/11/2007,YUM JONG HYEONâ€‚[KR],HYUNSUNG P & Lâ€‚[KR],B65D5/36; B65D5/18; B65D85/36,,KR20060042851,20060510,KR20060042851 20060510,,,,,,,,,,,,,,
CHUNGKUKJANG AND ONION PIZZA,KR100732061 (B1),19/06/2007,KIM CHANG SOONâ€‚[KR];  SUNG CHAE RANâ€‚[KR],NAT UNIV CHANGWON IND ACADEMYâ€‚[KR],A21D13/00,,KR20060035989,20060421,KR20060035989 20060421,KR20050112668 (A); KR100326074B (B1),,,,,,,,,,,,,
A METHOD FOR COOKED FOOD MATERIAL MAKE USE OF SHARK MEAT,KR100657211 (B1),07/12/2006,KANG MIN JAâ€‚[KR],KANG MIN JAâ€‚[KR],A23L1/325; A22C25/00; A22C25/14,,KR20060022244,20060309,KR20060022244 20060309,,,,,,,,,,,,,,
