Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
Octagonal package,US6223978 (B1),01/05/2001,DRAGER SHAWN Pâ€‚[US],PACKAGING CORP AMERICAâ€‚[US],B65D5/20; B65D5/24; B65D5/66; B65D85/36; B65D5/24,B65D5/6655; B65D5/2033; B65D5/241; B65D2585/366; Y10S229/906,US19990338965,19990624,US19990338965 19990624,US3734391 (A); US5355998 (A); US5368225 (A); US5806755 (A); US5890649 (A); DE1269941 (B); DE3218174 (A1),,,,,,,,US285456 (A); US1052564 (A); US1767733 (A); US1865742 (A); US1960635 (A); US2147563 (A); US2646916 (A); US2663488 (A); US2784900 (A); US2819833 (A); US2900122 (A); US3067921 (A); US3165253 (A); US3273779 (A); US3276900 (A); US3343744 (A); US3344973 (A); US3512697 (A); US3542282 (A); US3923234 (A); US3949931 (A); US4058214 (A); US4190757 (A); US4237171 (A); US4362265 (A); US4391833 (A); US4441626 (A); US4765534 (A); US4919326 (A); US5000374 (A); US5110039 (A); US5358173 (A); US5402929 (A); US5419486 (A); US5452845 (A); US5535940 (A); US5702054 (A); AU2168235 (A); FR1320926 (A); FR2329523 (A1); FR2408525 (A1); GB2018226 (A); GB2116150 (A),,,,,
Pizza rice molding apparatus,US6231332 (B1),15/05/2001,SUZUKI KISAKUâ€‚[JP],SUZUKI KISAKU,A23L1/10; A21C11/00; A23L1/164; A23L1/48; A23P1/10; A23P1/10,A21C11/006; A23L1/1643; A23P1/105,US19990315053,19990520,JP19980158448 19980522,US3177822 (A); US3411461 (A); US4460611 (A); US5137745 (A); US5431942 (A); JPH04108351 (A); JPH09238625 (A),,,,,,,,,,,,,
"Pizza box heater, components therefor and method",US6222987 (B1),24/04/2001,DUKE WILLIAM LEEâ€‚[US];  CONWAY JR HUGH Aâ€‚[US],JACKSON JR AUZVILLEâ€‚[US],A47J47/14; F24C7/10; F24C15/00; F24H3/00,A47J47/14; F24C7/10; F24C15/006,US19990306279,19990506,US19990306279 19990506,USD315789S (S); US3229070 (A); US3331940 (A); US3624346 (A); US3702918 (A); US3725640 (A); US3924099 (A); US4141320 (A); US4366368 (A); US4808347 (A); US4874921 (A); US4918290 (A); US4922626 (A); US4968456 (A); US5416886 (A); US5454060 (A); US5463203 (A); US5787228 (A); JPH04121367 (A),,,,,,,,,,,,,
"Non-radially-symmetrical, pizza-box-fitable food cup",US6070791 (A),06/06/2000,CORRELL JOHN Dâ€‚[US],"CORRELL, JOHN D",B65D5/20; B65D77/04; B65D81/34; B65D85/36; B65D1/40; B65D5/42,B65D77/0433; B65D5/2047; B65D2581/3432; B65D2585/366; Y10S229/906,US19990264305,19990308,US19990264305 19990308; US19970002153 19971231,US3384260 (A); US3442435 (A); US4373636 (A); US4854466 (A); US5098013 (A); US5429262 (A); US5743210 (A); US5881948 (A); US5950913 (A); EP0239472 (A1); GB1560488 (A),,,,,,,,,,,,,
Single serving pizza cooker,US6150635 (A),21/11/2000,HANNON GEORGIA Aâ€‚[US];  HANNON TODD Jâ€‚[US],"HANNON, GEORGIA A, ; HANNON, TODD J",A47J37/06; A47J37/10; F24C7/10,A47J37/105; A47J37/0629; A47J37/103,US19990264114,19990308,US19990264114 19990308,US3814005 (A); US3886290 (A); US4364308 (A); US4367243 (A); US4498376 (A); US5154115 (A); US5253565 (A); US5363748 (A); US5465654 (A); US5523104 (A); US5586488 (A); US5606905 (A); US5809871 (A); US5845562 (A),,,,,,,,,,,,,
Easy-to-use pizza box,US6092715 (A),25/07/2000,CORRELL JOHN Dâ€‚[US],"CORRELL, JOHN D",B65D5/20; B65D5/30; B65D5/66; B65D85/36; B65D5/24,B65D5/6661; B65D5/2033; B65D5/30; B65D2585/366; Y10S229/906,US19990260619,19990301,US19990260619 19990301,US4765534 (A); US4809908 (A); US5000374 (A); US5110039 (A); US5125566 (A); US5211329 (A); US5368225 (A); US5402929 (A); US5452845 (A); US5553771 (A); US5702054 (A),,,,,,,,,,,,,
Apparatus and method for the quantification of the stretchability of cheese,US6139889 (A),31/10/2000,GUINEE TIMOTHY Pâ€‚[IE];  O'CALLAGHAN DONAL Jâ€‚[IE],TEAGASC AGRIC FOOD DEV AUTHORIâ€‚[IE],G01N3/04; G01N3/08; G01N3/00; G01N33/04; G01N3/08,G01N3/08; G01N3/04; G01N2203/0017,US19990254047,19990301,WO1997IE00061 19970822; IES960615 19960830,GB2280272 (A); WO8804418 (A1); WO9008306 (A2),,,,,,,,,,,,,
Heat-reserving container for pizza and furnace for the same,US6091053 (A),18/07/2000,AONUMA SABUROâ€‚[JP],SATACO CO LTDâ€‚[JP],A47J39/00; A47J39/02; A21B1/52,A47J36/2494; A47J39/006,US19990252475,19990218,JP19980054331 19980219,US4580035 (A); US4806736 (A); US5125391 (A); US5884006 (A); JPH04124972 (A); JPH07241246 (A); JPH08150081 (A),,,,,,,,,,,,,
Apparatus and method for making pizza,US6086934 (A),11/07/2000,KHATCHADOURIAN PUZANTâ€‚[US];  KOUYOUMDJIAN KRIKORâ€‚[CA];  BRINI BERNARDOâ€‚[CA],KHATCHADOURIAN PUZANTâ€‚[US],A21C3/02; A21C9/00; A21C9/04; A21C9/08; A21C11/00; A21C11/06; A21C11/10; A21D6/00; A21D13/00; A21D6/00,A21C9/083; A21C9/04; A21C11/00; A21D6/003; A21D13/007,US19990248078,19990210,US19960022603P 19960725; US19970900031 19970724; US19990248078 19990210,US2190483 (A); US3358618 (A); US3602154 (A); US3631818 (A); US3648596 (A); US3763764 (A); US3892171 (A); US3892868 (A); US4702926 (A); US4976978 (A); US5012726 (A); US5117749 (A); US5121677 (A); US5348751 (A); US5458055 (A); US5522310 (A); GB385035 (A),,,,,,,,,,,,,
Pelletized shortening,US6054167 (A),25/04/2000,KINCS FRANK Râ€‚[US];  CRUZ REYNALDO Gâ€‚[US];  CROSBY THOMAS Gâ€‚[US],BUNGE FOODS CORPâ€‚[US],A21D2/16; A21D10/00; A23D9/05; A21D10/00,A21D2/165; A21D10/00; A23D9/05,US19990234279,19990119,US19990234279 19990119; US19960704117 19960828,US3006770 (A); US4343826 (A); US4391838 (A); US4469710 (A); US4889740 (A); US4891233 (A); US4961951 (A); US5064670 (A); US5211981 (A); US5254356 (A); US5268191 (A); US5395638 (A); US5436021 (A); US5866187 (A),,,,,,,,,,,,,
Heat thermal bag,US6018143 (A),25/01/2000,CHECK ROBERTâ€‚[US],"CHECK, ROBERT",H05B3/00; H05B3/34; H05B3/36; A21B1/52,A47J47/145; H05B3/00; H05B3/342; H05B2203/003; H05B2203/014; H05B2203/028,US19980207378,19981208,US19970883866 19970627; US19980207378 19981208; US19950510788 19950803,US3428103 (A); US4344534 (A); US4476989 (A); US4523078 (A); US4537313 (A); US4679242 (A); US4810859 (A); US5078050 (A); US5128522 (A); US5329096 (A); US5404808 (A); US5408068 (A); US5444228 (A); US5454471 (A); US5750962 (A); FR2493090 (A1); FR2521408 (A1); DE4221455 (A1); GB2127678 (A),,,,,,,,,,,,,
Slanting-wall pizza box,US6065669 (A),23/05/2000,CORRELL JOHN Dâ€‚[US],"CORRELL, JOHN D",B65D5/20; B65D5/22; B65D5/42; B65D5/66; B65D85/36; B65D5/22,B65D5/6626; B65D5/665; B65D5/6658; B65D5/2033; B65D5/2047; B65D5/22; B65D5/42; B65D5/4212; B65D85/36; B65D2301/10; B65D2585/366; Y10S229/906,US19980200684,19981127,US19980200684 19981127; US19970002153 19971231; US19960731586 19961016,US1716975 (A); US1725524 (A); US4930681 (A); US5060851 (A); US5226587 (A); US5379934 (A); US5402930 (A); US5431333 (A); US5669552 (A); US5713509 (A); US5718368 (A); US5833130 (A); US5881948 (A); US5918797 (A); US5961035 (A),,,,,,,,,,,,,
Food delivery container,US6060696 (A),09/05/2000,BOSTIC WILLIAM Mâ€‚[US],VESTURE CORPâ€‚[US],A47J36/24; A47J39/02; A47J47/14; A21B1/52; H05B3/24; H05B3/28,A47J36/2483; A47J36/2477; A47J36/2494; A47J47/145,US19980200572,19981127,US19960740197 19961024; US19980200572 19981127,US4182405 (A); US4198559 (A); US4504402 (A); US4672178 (A); US4777930 (A); US4806736 (A); US4983798 (A); US5052369 (A); US5070223 (A); US5125391 (A); US5159177 (A); US5329096 (A); US5454471 (A); US5650090 (A); US5880435 (A); WO9626694 (A2),,,,,,,,,,,,,
Apparatus for applying materials to substrates,US6051070 (A),18/04/2000,SUNTER ADRIAN Mâ€‚[GB],ISHIDA SEISAKUSHOâ€‚[JP],A21C9/04; B05C5/00,A21C9/04,US19980190021,19981112,US19970791315 19970130; GB19960001978 19960131; US19980190021 19981112,US1032190 (A); US4152976 (A); EP0270814 (A2); FR2579420 (A1); GB1447279 (A); GB2288595 (A),,,,,,,,,,,,,
Method for making a stuffed pizza crust,US6048556 (A),11/04/2000,SANGUINETTI PAULâ€‚[US];  NELSON RICK Lâ€‚[US];  DUNGAN DAVID Mâ€‚[US];  HAYWARD RICHARD Lâ€‚[US],CRESTAR CRUSTS INCâ€‚[US],A21C9/04; A21C9/06; A21C11/00; A21D13/00; A21D13/00,A21D13/0022; A21C9/04; A21C9/066; A21C11/00; A21D13/007,US19980183276,19981030,US19980183276 19981030; US19970897593 19970721,US3753733 (A); US4283431 (A); US5720998 (A),,,,,,,,,,,,,
Apparatus for producing a dough disk,US6067897 (A),30/05/2000,GRIECO LEONARDOâ€‚[IT],"GRIECO, LEONARDO",A21C3/02; A21C11/00; A21D8/02; A21C3/02; A21C11/00,A21C11/004,US19980161646,19980928,CH19970002280 19970929,US3390645 (A); US4036164 (A); US4636164 (A); US4690043 (A); US4838153 (A); US5388503 (A); US5417149 (A); US5469779 (A); US5546850 (A); US5649473 (A); US5918533 (A); US5921170 (A); US5937739 (A); EP0069078 (A1); DE4343065 (A1); WO9628979 (A1),,,,,,,,,,,,,
Pizza hat novelty headdress,USD462507 (S1),10/09/2002,BISHOP DAVID Râ€‚[US];  LYNCH JR RALPH DENNISâ€‚[US],"BISHOP DAVID R, ; LYNCH, JR. RALPH DENNIS",,,US20020153268F,20020104,US20020153268F 20020104,,,,,,,,,,,,,,
Baking stone and composition for making the same,US6190450 (B1),20/02/2001,O'TOOLE MARK Jâ€‚[US],O'TOOLE MARK J,C04B28/04; C04B14/10,C04B28/04; C04B2111/00965; C04B2111/12; C04B2111/28; C04B28/04; C04B14/06; C04B14/06; C04B14/10; C04B14/42; C04B18/025; C04B2103/30; C04B2103/54,US19980150642,19980909,US19980150642 19980909,US5958131 (A),,,,,,,,US4115135 (A); US4127417 (A); US4229225 (A); US4293343 (A); US4363666 (A); US4999056 (A); US5334242 (A),,,,,
Package for heating a food product,US2002179697 (A1); US6860194 (B2),05/12/2002,POPE SIMONâ€‚[GB],"POPE SIMON, ; MCCAIN FOODS LIMITED",B65D81/34; B65D85/36; B65D5/56,B65D81/343; B65D85/36; B65D81/3453; B65D2205/02; B65D2581/3406; B65D2581/3456; B65D2585/366; Y10S220/913; Y10S220/912,US20020149128,20020605,GB20000009881 20000420; GB20000029104 20001129; WO2001GB01798 20010420,US4406218 (A); US4592914 (A); US4785160 (A); US5365833 (A); US5565228 (A),,,,,,,,US4096948 (A); US5326022 (A); EP0336325 (A2); EP0824481 (B1); FR2658797 (A1); FR2782069 (A1); WO9904638 (A2),,,,,
Method of making a pizza with the crust being in the center,US6077553 (A),20/06/2000,ANDERSON KENT Gâ€‚[US],"ANDERSON, KENT G",A21D13/00; A21D13/00,A21D13/007,US19980148892,19980908,US19980148892 19980908,,,,,,,,,,,,,,
Pizza pan,US6286708 (B1),11/09/2001,SCHEIBMEIR PATRICIAâ€‚[US];  MCDANIEL DEBORAHâ€‚[US];  WOODWARD STEVEâ€‚[US];  PROCTOR VALERIEâ€‚[US],PIZZA HUT INCâ€‚[US],A21B3/13; B65D6/28,A21B3/13; Y10S99/15,US19980148004,19980904,US19980148004 19980904; US19950573929 19951218; US19950406313 19950317; US19950406311 19950317,USD274495S (S); USD297297S (S); US1888562 (A); US3347181 (A); US4542271 (A); US5154115 (A); US5680956 (A),,,,,,,,US833566 (A); US955033 (A); US1021640 (A); US1493796 (A); US1747832 (A); US2111021 (A); US2145263 (A); US3453948 (A); US3716319 (A); US3861576 (A); US3864071 (A); US4065583 (A); US4176591 (A); US4235346 (A); US4367243 (A); US4563946 (A); US4676151 (A); US4677905 (A); US4749581 (A); US4927991 (A); US4970358 (A); US5076434 (A); US5097753 (A); US5175031 (A); US5199347 (A); US5202138 (A); US5206045 (A); US5215775 (A); US5503063 (A); US5520096 (A); US5523104 (A); DK22003 (A); GB190002998 (A),,,,,
Pizza server,USD463223 (S1),24/09/2002,BIEN REBECCA Mâ€‚[US],BIEN REBECCA M,,,US20010145803F,20010730,US20010145803F 20010730,,,,,,,,,,,,,,
Angled front lock system for handled pizza carton,US6109512 (A),29/08/2000,MORRISON MARK Dâ€‚[US],JEFFERSON SMURFIT CORPâ€‚[US],B65D5/66; B65D85/36; B65D5/24; B65D5/42,B65D5/665; B65D2585/366; Y10S229/906,US19980144483,19980831,US19980144483 19980831,US1482727 (A); US5110039 (A); US5118032 (A); US5211329 (A); US5368225 (A); US5381949 (A); US5452845 (A); US5535940 (A); US5553771 (A); US5713509 (A); US5833130 (A),,,,,,,,,,,,,
Pizza box with roll-over expandable wall section,US6016951 (A),25/01/2000,CORRELL JOHN Dâ€‚[US],"CORRELL, JOHN D",B65D5/20; B65D5/22; B65D5/355; B65D5/66; B65D85/36; B65D5/22,B65D5/6658; B65D5/0005; B65D5/2033; B65D5/2047; B65D5/22; B65D2585/366; Y10S229/906,US19980141930,19980828,US19980141930 19980828; US19960731586 19961016; US19940311396 19940923,US4765534 (A); US5000374 (A); US5110039 (A); US5118032 (A); US5211329 (A); US5535940 (A); US5553771 (A); US5586716 (A); US5595339 (A); US5713509 (A); US5823421 (A); US5833130 (A); US5918797 (A); GB2116150 (A),,,,,,,,,,,,,
Football-shaped pizza screen,USD459939 (S1),09/07/2002,JOHNSON AARON Mâ€‚[US],JOHNSON AARON M,,,US20010138430F,20010313,US20010138430F 20010313,,,,,,,,,,,,,,
Pizza/roasting pan,USD458796 (S1),18/06/2002,KELLERMANN ROBERT Fâ€‚[US],LODGE MFG COMPANYâ€‚[US],,,US20010136959F,20010209,US20010136959F 20010209,,,,,,,,,,,,,,
Pizza cutter handle,USD448611 (S1),02/10/2001,ANCONA BRUCE Eâ€‚[US];  GASPARINO JOSEPH Eâ€‚[US],WORLD KITCHEN INCâ€‚[US],,,US20000133398F,20001129,US20000133398F 20001129; US20000117081F 20000114,,,,,,,,,,,,,,
Pizza pan shielding systems and methods,US6054697 (A),25/04/2000,WOODWARD STEVEN Jâ€‚[US];  OVADIA DAVID Zâ€‚[US];  JOHNSON LARRY Bâ€‚[US];  DYER MALCOLM Fâ€‚[US];  REYNOLDS DANA Râ€‚[US],PIZZA HUT INCâ€‚[US],A21B3/13; A21B3/15; A21C9/00; A47J36/02; A47J37/01; B65D81/34; H05B6/80,A47J36/027; A47J37/01; A21B3/13; A21B3/155; A21C9/00; B65D81/343; B65D81/3453; B65D2205/00; B65D2581/3406; B65D2581/3441; B65D2581/3472; B65D2581/3489; Y10S99/14,US19980121956,19980724,US19980121956 19980724; US19970053102P 19970726,US33444 (A); US868312 (A); US1411128 (A); US2583887 (A); US3219460 (A); US3302632 (A); US3431836 (A); US3615713 (A); US3910548 (A); US3987719 (A); US4013798 (A); US4065583 (A); US4176591 (A); US4184421 (A); US4196331 (A); US4268738 (A); US4367243 (A); US4378729 (A); US4384513 (A); US4406218 (A); US4464406 (A); US4481392 (A); US4499356 (A); US4563946 (A); US4649053 (A); US4676151 (A); US4677905 (A); US4689458 (A); US4703148 (A); US4763639 (A); US4800865 (A); US4911634 (A); US4927991 (A); US5019680 (A); US5036179 (A); US5097753 (A); US5272299 (A); US5272302 (A); US5288962 (A); US5331135 (A); US5365833 (A); US5503063 (A); US5517005 (A); US5519195 (A); US5523104 (A); US5526735 (A); US5558798 (A); US5736713 (A); JPH03196611 (A); JPH0419992 (A); WO9219515 (A1),,,,,,,,,,,,,
"Container for transporting heated food, particularly pizza and the like",USD440490 (S1),17/04/2001,LIZZIO FILIPPOâ€‚[IT],AGAPE TRADE AGâ€‚[CH],,,US20000117005F,20000118,IT1999TO00195F 19990716,,,,,,,,,,,,,,
Pizza oven,USD439792 (S1),03/04/2001,HEDRINGTON JAMES ALANâ€‚[US];  KALINA LAWRENCE Aâ€‚[US];  SCHOENERT RICHARD Câ€‚[US],NAT PRESTO INDâ€‚[US],,,US19990114887F,19991202,US19990114887F 19991202,,,,,,,,,,,,,,
Pizza slice container,USD455318 (S1),09/04/2002,MILLER D SCOTTâ€‚[US],DART IND INCâ€‚[US],,,US19990110719F,19990910,US19990110719F 19990910,,,,,,,,,,,,,,
Combination pie and pizza cooking pan,USD442020 (S1),15/05/2001,PIERICK RICHARDâ€‚[US],T & L NIFTY PROD INCâ€‚[US],,,US19990107989F,19990719,US19990107989F 19990719,,,,,,,,,,,,,,
Pizza tray,USD437557 (S1),13/02/2001,INGELIN MARK ELLIOTâ€‚[US];  KE CHARLES HSUEH-CHIENâ€‚[US],SCHWAN S SALES ENTPR INCâ€‚[US],,,US19990106333F,19990611,US19990106333F 19990611,,,,,,,,,,,,,,
One-dish frozen dinner product having an integral bread ring and apparatus for shipping and preparing same,US2002136806 (A1); US6743452 (B2),26/09/2002,GOSSELIN AMY Lâ€‚[US];  COLE FRANKâ€‚[US];  GREINER STEVENâ€‚[US];  GUZOWSKI CHRISTOPHER Pâ€‚[US];  ZETTLEMOYER AMY LYNNEâ€‚[US];  SCHWAB BARBARA SUEâ€‚[US];  LIVEZEY RICHARD WILLIAMâ€‚[US],KRAFT FOODS HOLDINGS INCâ€‚[US],A21B3/13; A47J36/02; A47J37/01; A47J36/36; A23B4/00,A21B3/13; A47J36/022; A47J37/01; A47J36/36,US20020100999,20020319,US20000729993 20001204; US20010822630 20010330; US20020100999 20020319,US5595773 (A); US5789009 (A); US6054697 (A); US6308833 (B1),,,,,,,,US793653 (A); US843109 (A); US868312 (A); US1097367 (A); US1180782 (A); US1375539 (A); US1827062 (A); US1834402 (A); US1903682 (A); US2174425 (A); US2257408 (A); US3724711 (A); US3951053 (A); US3987719 (A); US4080884 (A); US4122324 (A); US4207348 (A); US4283424 (A); US4303677 (A); US4367243 (A); US4542271 (A); US4563946 (A); US4785968 (A); US4788067 (A); US4861601 (A); US4865219 (A); USD303908S (S); US4919946 (A); US4963708 (A); USD333590S (S); US5206045 (A); US5238692 (A); US5247149 (A); USD343548S (S); US5416304 (A); USD362995S (S); US5456162 (A); USD364533S (S); US5503063 (A); USD369941S (S); USD384550S (S); USD384857S (S); US5806411 (A); US5823098 (A); US5845805 (A); USD408215S (S); US6026739 (A); US6063413 (A); EP0326811 (A1),,,,,
APPARATUS AND METHOD FOR BONDING FOOD PARTICLES,WO0145540 (A1),28/06/2001,D ALTERIO JOSEPH C,SBJR RESTAURANTS INDORPORATEDâ€‚[US],A23L1/10; A21B5/02; A21D13/08; A23L1/00; A23L1/16; A23P1/10; A47J37/06; A47J37/06; A21B5/02; A23P1/10,A21B5/02; A23P1/105; A47J37/0611,WO1999US30456,19991220,WO1999US30456 19991220,,,,,,,,,,,US6004602 (A); DE19707730 (A1); US5693355 (A); US5411752 (A),,,
GROOVED FREEZER-TO-OVEN PIZZA CRUST,WO0035291 (A1),22/06/2000,LARSEN MICHELLE M;  LONERGAN DENNIS A,PILLSBURY COâ€‚[US],A21C11/12; A21D10/02; A21D13/00; A21D10/02,A21D13/007; A21C11/12; A21D10/025,WO1999US30303,19991217,US19980215583 19981217,,,,,,,,,,,US5171590 (A); US707528 (A),,,
Pizza die,US6010325 (A),04/01/2000,LAWRENCE ERIC Câ€‚[US],LAWRENCE EQUIPMENTâ€‚[US],A21C11/00; B29C43/02; A21C11/00,A21C11/006; Y10S425/047,US19980056989,19980408,US19980056989 19980408,US30222 (A); US3218994 (A); US3411461 (A); US3465071 (A); US4303677 (A); US4417867 (A); US4431397 (A); US4511324 (A); US4755128 (A); US4818550 (A); US5123831 (A); US5354566 (A); US5417989 (A); US5591470 (A); US5799832 (A),,,,,,,,,,,,,
Patterned microwave susceptor,US6414290 (B1),02/07/2002,COLE LORIN Râ€‚[US];  LAFFERTY TERRENCE Pâ€‚[US],GRAPHIC PACKAGING CORPâ€‚[US],H05B6/74; B65D81/34; H05B6/80,B65D81/3446; H05B6/6494; B65D2581/3406; B65D2581/344; B65D2581/3467; B65D2581/3472; B65D2581/3494,US19980044576D,19980319,US19980044576 19980319,US4398994 (A); US4552614 (A); US4927991 (A); US5038009 (A); US5391864 (A); US5466917 (A); US5585027 (A); US6133560 (A),,,,,,,,US4883936 (A); US4896009 (A); US5079397 (A); US5213902 (A); US5220143 (A); US5239153 (A); US5278378 (A); WO9309945 (A1); WO9835887 (A1),,,,,
Deep dish pizza crust,US2002197360 (A1); US6764700 (B2),26/12/2002,LAMP MARY Aâ€‚[US];  FORNECK KEITHâ€‚[US];  PAULOS WILLIAM Tâ€‚[US],KRAFT FOODS HOLDINGS INCâ€‚[US],A21C11/00; A21D10/02; A21D13/00; A21D15/00; B65D5/28; B65D5/42; B65D77/04; B65D85/36; A23B4/00,A21D13/007; A21C11/004; A21D10/02; A21D10/025; A21D15/00; B65D5/28; B65D5/42; B65D77/0413; B65D77/042; B65D2585/366,US20020042964,20020108,US19990134569P 19990517; US20000572808 20000517; US20020042964 20020108,US3979525 (A); US5792499 (A),,,,,,,,US5375701 (A); US5747084 (A); US6048558 (A),,,,,
Pizza making method and system,US2002176921 (A1); US6915734 (B2),28/11/2002,TORGHELE CLAUDIOâ€‚[CH];  MALFATTI PIERLUIGIâ€‚[IT],"TORGHELE CLAUDIO, ; MALFATTI PIERLUIGI, ; ARIOS, S.A",A21C1/06; A21C1/14; A21C9/04; A21C9/08; A21C11/00; A21C15/00; A21D13/00; B01F7/14; B01F15/00; B01F15/02; B01F7/00; A21D10/00,A21D13/007; A21C1/06; A21C1/142; A21C1/1425; A21C1/144; A21C9/04; A21C9/083; A21C11/00; A21C11/006; A21C15/002; A21D13/0067; B01F7/145; B01F15/00792; B01F15/0219; B01F15/00876,US20020040950,20020107,IT1997BZ00044 19970819; WO1998EP05093 19980812; US19990294702 19990419; US20010832409 20010411; IT2001BZ00033 20010607; WO2001EP04656 20010425; US20010297160P 20010608; EP20010113720 20010605; EP20000109611 20000505; US20020040950 20020107,US5967023 (A); US5997924 (A); US6156364 (A); US6327968 (B1); US6546847 (B2),,,,,,,,US3631818 (A); US3682106 (A); US3735692 (A); US4010932 (A); US4087079 (A); US4093506 (A); US4331858 (A); US4417867 (A); US4630930 (A); US4723614 (A); US4749581 (A); US4771913 (A); US5113754 (A); US5121677 (A); US5126159 (A); US5144879 (A); US5158782 (A); US5322368 (A); US5400699 (A); US5486049 (A); US5512312 (A); US5630358 (A); US5921170 (A); US6245370 (B1); US2001024671 (A1); AU6244386 (A); DE20001194U (U1); EP0056346 (A1); EP0554926 (A1); EP0708421 (A1); EP1151788 (A1); GB237889 (A); WO9013229 (A1); WO9632844 (A1); WO9804137 (A1); WO9908537 (A1),,,,,
"Ready-to-assemble, ready-to-eat packaged pizza",US6083550 (A),04/07/2000,COCHRAN STUART Aâ€‚[US];  GOLL STEVEN Jâ€‚[US];  LIPPINCOTT HOWARD Câ€‚[US];  WINKLER GARY Aâ€‚[US],KRAFT FOODS INCâ€‚[US],A21D13/08; A21D13/00; A21D15/00; A23L1/48; A21D13/00,A21D13/007; A21D15/00,US19980026275,19980219,US19980026275 19980219; US19950563845 19951128,US3979525 (A); US4500548 (A); US4606923 (A); US5009867 (A); US5042652 (A); US5119940 (A); US5123527 (A); US5167973 (A); US5236119 (A); US5312634 (A); US5375701 (A); US5421510 (A),,,,,,,,,,,,,
RAPIDLY DISINTEGRATING FLAVORED FILM FOR PRECOOKED FOODS,WO02102173 (A2); WO02102173 (A3),27/12/2002,ZERBE HORST Gâ€‚[CA];  AL-KHALIL FADIAâ€‚[US],ZERBE HORST Gâ€‚[CA];  AL-KHALIL FADIAâ€‚[US],A23L1/00; A23L1/0522; A23L1/0534; A23L1/09; A23L1/22; A23L1/226; A23P1/08; A23L,A23P1/086; A23L1/0067; A23L1/05223; A23L1/0534; A23L1/095; A23L1/2205; A23V2002/00; Y10S514/974; Y10S514/953; A23V2002/00; A23V2250/51086; A23V2250/5114; A23V2250/6406; A23V2200/16; A23V2002/00; A23V2250/51086; A23V2250/5118; A23V2200/16,WO2002US19461,20020619,US20010884112 20010619,,,,,,,,,,,US5948430 (A),,,
INERT-GAS BASED LEAVENED DOUGH SYSTEM,WO0235936 (A1),10/05/2002,NARAYANASWAMY VENKATACHALAMâ€‚[US];  KREISMAN LINDA Râ€‚[US];  LANGLER JAMES Eâ€‚[US];  TOBELMANN DAVID Wâ€‚[US];  SOOD VIJAYâ€‚[US],GEN MILLS INCâ€‚[US];  NARAYANASWAMY VENKATACHALAMâ€‚[US];  KREISMAN LINDA Râ€‚[US];  LANGLER JAMES Eâ€‚[US];  TOBELMANN DAVID Wâ€‚[US];  SOOD VIJAYâ€‚[US],A21D4/00; A21D8/02; A21D8/06; A21D10/02; A21D10/02,A21D10/025; A21D4/00; A21D8/025; A21D8/06,WO2001US47109,20011105,US20000707184 20001106,,,,,,,,,,,US6039994 (A),,,
PIZZA SEPARATOR,WO0214184 (A9); WO0214184 (A1),21/02/2002,DEPOORTERE THOMASâ€‚[US],DEPOORTERE THOMASâ€‚[US],B65D85/36; B65D85/72,B65D85/36; B65D2585/366,WO2001US25418,20010814,US20000225166P 20000814,,,,,,,,,,,US5077050 (A); US4498586 (A); US1514379 (A),,,
PIZZA SAUCE DISPENSING DEVICES AND METHODS,WO0167869 (A1),20/09/2001,AMIGH STEVEN,PIZZA HUT INCâ€‚[US],A21C9/04; A21C9/04,A21C9/04,WO2001US06311,20010228,US20000525190 20000314,,,,,,,,,,,US5117749 (A); WO9804137 (A1); WO9948373 (A1); DE3810298 (A1); US2073731 (A); WO9013229 (A1); US4173942 (A); US3631818 (A); US3358618 (A); US5540943 (A),,,
FOOD PACKAGE,WO0150868 (A1),19/07/2001,JOHNSTON PAULAâ€‚[DE];  WESTERMANN WERNERâ€‚[DE];  BARRETT MARKâ€‚[US],KRAFT JACOBS SUCHARD R & D INCâ€‚[DE];  JOHNSTON PAULAâ€‚[DE];  WESTERMANN WERNERâ€‚[DE];  BARRETT MARKâ€‚[US],B65D77/04; A21D10/02; A45C11/20; B65D1/34; B65D85/00; A45C6/04,B65D77/0433,WO2001US00837,20010111,EP20000100192 20000113,,,,,,,,,,,US5747084 (A); US6048558 (A); US6123189 (A); US5042652 (A),,,
POLYMER COMPOSITIONS SUITABLE FOR MICROWAVE COOKING APPLICATIONS,WO0134702 (A3); WO0134702 (A2),17/05/2001,CROWE W CHRISTINE;  LOONEY WILLIAM W;  KAMPLING MATTHEW J,BP AMOCO CORPâ€‚[US],C08J5/00; A47J36/04; C08K3/00; C08K7/06; C08L67/00; C08L101/12; C08L67/00,A47J36/04; C08K7/06,WO2000US41459,20001023,US19990162461P 19991029,,,,,,,,,,,WO9003992 (A1); GB2233661 (A); US4851467 (A); JPH03215226 (A); JPH049117 (A),,,
