Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
FOOD PRODUCTS COMPRISING ZEOLITES,NZ596770 (A),25/10/2013,BRUNELLO DARIO;  TOMBOLAN LUCA;  FARINATO ALESSANDRO,HF EUROP S R L,A23L1/304; A23L1/00; A23L1/03,A23L1/304; A23L1/00; A23L1/0305; A23V2002/00; A23L1/3045; A23V2002/00; A23V2200/334; A23V2250/15,NZ20100596770,20100512,IT2009MI00987 20090605; WO2010IB01100 20100512,,,,,,,,,,,,,,
"Pizza transport box for transporting pizza by pizza bringing service, has lid base in which openings are formed for passage of moisture-laden warm air from accommodation space",DE102012008524 (A1),07/11/2013,CRAPANZANO ANTONIOâ€‚[DE];  CRAPANZANO GIOVANNIâ€‚[DE],CRAPANZANO ANTONIOâ€‚[DE];  CRAPANZANO GIOVANNIâ€‚[DE],B65D81/18; B65D81/24; B65D81/26; B65D81/38; B65D85/36,A47J47/145; B65D81/263; B65D81/3827; B65D2585/366,DE20121008524,20120502,DE20121008524 20120502,DE4032216 (A1); DE10100076 (A1); DE19936025 (A1); DE8208655U (U1); DE29508306U (U1); DE1932142 (B); FR2710511 (A1); US7615727 (B2); US4563881 (A),,,,,,,,,,,,,
IMPROVED PORTABLE BAKING OVEN,WO2013159018 (A1),24/10/2013,KROLICK ROBERT Sâ€‚[US];  SHAPIRO SANFORDâ€‚[US];  BOROVICKA CORY THOMASâ€‚[US],KROLICK ROBERT Sâ€‚[US];  SHAPIRO SANFORDâ€‚[US];  BOROVICKA CORY THOMASâ€‚[US],A47J37/06,A47J37/0623; A47J37/0658; A47J37/01,WO2013US37415,20130419,US201261636191P 20120420,,,,,,,,,,,GB627760 (A); US4656337 (A); GB345940 (A); US5315922 (A); US2009301463 (A1),,,
Paper plate used for containing pizza,CN203234459 (U),16/10/2013,YING YING,YING YING,A47G19/03,,CN20132134238U,20130315,CN20132134238U 20130315,,,,,,,,,,,,,,
Hand-held ice-cream cone and pizza integrated machine,CN203226198 (U),09/10/2013,LI HUI,LI HUI,A21B5/02; A21B3/00,,CN20132246941U,20130509,CN20132246941U 20130509,,,,,,,,,,,,,,
Pizza box,USD690591 (S1),01/10/2013,SANDERS SCOTTâ€‚[US];  WHITE GLENNâ€‚[US],SANDERS SCOTTâ€‚[US];  WHITE GLENNâ€‚[US],,,US201129391150F,20110504,US201129391150F 20110504,,,,,,,,,,,,,,
Pizza and appetizer box,USD690587 (S1),01/10/2013,DELISLE STEVENâ€‚[US],DELISLE STEVENâ€‚[US],,,US201229431593F,20120910,US201229431593F 20120910,,,,,,,,,,,,,,
A FRYING PAN AS POSSIBLE FRYING PAN DOUGH A VARIETY OF COOKING METHODS AND MANUFACTURING MOLDING DEVICE AND FRYING PAN DOUGH,KR101291132 (B1),13/08/2013,YOO JUNG MOOâ€‚[KR];  JANG EUN GEâ€‚[KR],YOO JUNG MOOâ€‚[KR];  JANG EUN GEâ€‚[KR];  GEOSAN CO LTDâ€‚[KR],A21D8/04; A21C11/00; A21D10/02,,KR20120082605,20120727,KR20120082605 20120727,KR20090081515 (A); KR100752024B (B1); KR20100012707 (A); KR100793742B (B1),,,,,,,,,,,,,
"FOOD COMPOSITION, PHARMACEUTICAL COMPOSITION AND ANIMAL MEDICINE AGAINST CANCER CONTAINING GINGERENONE A",KR20130094553 (A),26/08/2013,LIM SE MIâ€‚[KR];  LEE HYONG JOOâ€‚[KR];  LEE KI WONâ€‚[KR],SNU R&DB FOUNDATIONâ€‚[KR],A23L1/29; A23L1/30; A23L1/31; A61K31/045,,KR20120015900,20120216,KR20120015900 20120216,,,,,,,,,,,,,,
METHOD FOR MANUFACUTRING PIZZA,KR20130093208 (A),22/08/2013,KIM YONG HOâ€‚[KR],KIM YONG HOâ€‚[KR],A21D8/06; A21D13/04,,KR20120014596,20120214,KR20120014596 20120214,,,,,,,,,,,,,,
MULTIPURPOSE PIZZA BOX,KR20130089498 (A),12/08/2013,LEE JONG HEONâ€‚[KR],GYEONGGI COLLEGE OF SCIENCE AND TECHNOLOGY INDUSTY ACADEMIC COOPERATION FOUNDATIONâ€‚[KR];  LEE JONG HEONâ€‚[KR],B65D85/36; B65D5/355,,KR20120010919,20120202,KR20120010919 20120202,,,,,,,,,,,,,,
A MANUFACTURING METHOD OF BOILED FISH PASTE CRUST PIZZA,KR20130087744 (A); KR101360396 (B1),07/08/2013,LEE YONG WOANâ€‚[KR],KANESHIRO CO LTDâ€‚[KR],A21D8/06; A23L1/325,,KR20120008840,20120130,KR20120008840 20120130,KR20000074858 (A); KR20020077992 (A); KR20110023010 (A),,KR20040000844 (A),,,,,,,,,,,
Pizza Cutter,US2013239763 (A1),19/09/2013,CORDOVA ROBERTâ€‚[US];  MARTINEZ EDUARDOâ€‚[US],CORDOVA ROBERTâ€‚[US];  MARTINEZ EDUARDOâ€‚[US],A21C15/04,A21C15/04,US201313829400,20130314,US201313829400 20130314; US201261610693P 20120314,US4648300 (A); USD298603S (S); US4924575 (A); US5920992 (A); US6009786 (A); US7191902 (B1); USD586627S (S1); USD589310S (S1); USD590215S (S1),,,,,,,,,,,,,
"Meatless production of a pizza kebab, comprises providing Peymer cheese pizza, which is piece of raw material comprising milk product and spices, and applying doner-rotisserie in layering for vertical grilling and horizontal grilling",DE102012006055 (A1),02/10/2013,GOENEN OSMANâ€‚[DE],GOENEN OSMANâ€‚[DE],A23C19/14,A23C19/09; A23C19/0908; A23C19/0912,DE20121006055,20120327,DE20121006055 20120327,DE19801828 (A1); DE102010010970 (A1); DE20217623U (U1); EP1545236 (B1),,,,,,,,,,,,,
Pizza cutter,CN203197979 (U),18/09/2013,XU BEIBEI,XU BEIBEI,B26D1/20; B26D1/10,,CN20132156737U,20130401,CN20132156737U 20130401,,,,,,,,,,,,,,
Pizza cutter,CN203194423 (U),18/09/2013,XUE HANQING,NANTONG JIANFENG GARMENT CO LTD,A21C15/04,,CN20132132477U,20130322,CN20132132477U 20130322,,,,,,,,,,,,,,
Method and device for making pizza,CN103300079 (B); CN103300079 (A),18/09/2013,SONG TIANGUO;  CHEN WAN,SONG TIANGUO;  CHEN WAN,A21B5/00; B65G47/74,,CN20131280601,20130705,CN20131280601 20130705,,,,,,,,,,,,,,
Steam fryer,CN103284618 (A),11/09/2013,JIAN WEIWEN;  ZHENG SHUANGSHENG;  HU HAIJUN,GUANGDONG ELECPRO ELECTRIC APPLIANCE CO LTD,A47J37/00,,CN20131178310,20130515,CN20131178310 20130515,,,,,,,,,,,,,,
Method for processing pizza cheese,CN103283857 (A); CN103283857 (B),11/09/2013,ZHANG JIANQIANG;  ZHANG LIPING;  CAO RONGAN;  LIU YANYAN,UNIV HEILONGJIANG BAYI AGRI,A23C19/06,,CN20131273399,20130702,CN20131273399 20130702,CN101194651 (A),,,,,,,,,,,,,
"OVERLAID VIRTUAL PLAYGROUND AND OVERLAID VIRTUAL INFORMATION DELIVERY PLATFORM FOR RESTAURANTS, CATERING BUSINESSES AND OTHER BUSINESSES USING MENU CARDS, PIZZA BOXES, SALT AND PEPPER SHAKERS, AND OTHER OBJECTS",US2013222367 (A1),29/08/2013,MARIAPPAN MAHESH BABUâ€‚[IN],MARIAPPAN MAHESH BABUâ€‚[IN],G06T19/00,G06Q30/02; G06T19/006,US201313771229,20130220,US201313771229 20130220; US201261601024P 20120221,,,,,,,,,,,,,,
METHOD FOR PREPARING FERMENTED AND FROZEN DOUGH FOR PIZZA,KR20130075110 (A); KR101340596 (B1),05/07/2013,AHN JAE BUMâ€‚[KR];  HONG SEONG YOULâ€‚[KR];  KWON SUNG GYUâ€‚[KR],SAMLIP GENERAL FOODS CO LTDâ€‚[KR],A21D8/04; A21D10/02,,KR20110143325,20111227,KR20110143325 20111227,KR20030094985 (A),,KR20030073249 (A); KR20050062175 (A); KR20100058881 (A),,,,,,,,,,,
"Layer-like advertising medium, particularly business cards for rear mounting on packaging, particularly food packaging, such as pizza box in restaurants, has multiple advertising areas detachably fastened over target disconnecting point",DE102012004126 (A1),05/09/2013,PROBST WOLFGANGâ€‚[DE],PROBST WOLFGANGâ€‚[DE],G09F3/00,G09F3/10; G09F2003/0222; G09F2003/0226,DE20121004126,20120301,DE20121004126 20120301,DE202006014459U (U1); DE202007015103U (U1); EP0301814 (A2),,,,,,,,,,,,,
METHOD AND SYSTEM FOR SELECTION OF FOODSTUFFS,US2013218692 (A1),22/08/2013,FISCHER WILLIAMâ€‚[US],FISCHER WILLIAMâ€‚[US];  FISHER PRINTING INCâ€‚[US],G06Q50/12,G06Q30/0601; G06Q30/0603; G06Q30/0621; G06Q30/0641; G06Q30/0643; G06Q50/12,US201113809030,20110708,US201113809030 20110708; US20100362420P 20100708; WO2011US43429 20110708,US2002007321 (A1); US2005049922 (A1); US5845263 (A); US6801228 (B2); US2006178943 (A1); US2007150375 (A1); US2007294129 (A1),,,,,,,,,,,,,
"Packaging, especially for pizza",PL397988 (A1),05/08/2013,KURASIAK DAWIDâ€‚[PL];  TOMASZYK BARTOSZâ€‚[PL],KURASIAK DAWIDâ€‚[PL];  TOMASZYK BARTOSZâ€‚[PL],B65D5/44; B65D85/36,,PL20120397988,20120202,PL20120397988 20120202,,,,,,,,,,,,,,
Pizza tray with folded handheld portions,CN203111787 (U),07/08/2013,ZHENG LEI,NANTONG DANDELION IND DESIGN SERVICE CO LTD,B65D85/36,,CN20122751332U,20121227,CN20122751332U 20121227,,,,,,,,,,,,,,
Dough rolling machine for pizza,CN203105468 (U),07/08/2013,HOU CHANG AN;  ZHENG BIAO;  FU RONG,ZHEJIANG LANXI JIANFA FOOD MACHINERY CO LTD,A21C3/02,,CN2013271678U,20130131,CN2013271678U 20130131,,,,,,,,,,,,,,
Flat Flexible Cooker,US2013192475 (A1),01/08/2013,LYNN WAYNE LEEâ€‚[US];  LYNN JUDY ANNâ€‚[US],LYNN WAYNE LEEâ€‚[US];  LYNN JUDY ANNâ€‚[US],A47J37/06,A47J37/06; A47J27/00,US201213569392,20120808,US201213569392 20120808; US201161527988P 20110826,US6279468 (B1),,,,,,,,,,,,,
Novel baked wheaten cake,CN203087400 (U),31/07/2013,LIU YANG,LIU YANG,A21D13/00,,CN20122649444U,20121201,CN20122649444U 20121201,,,,,,,,,,,,,,
Pizza oven,CN203074358 (U),24/07/2013,LIU GUANXIONG;  HE SHIXIN,NINGBO A CARSFRIENDS NETWORK TECHNOLOGY CO LTD;  YUYAO HUAXINGMEILE ELECTRICAL APPLIANCE FACTORY,A47J37/06,,CN20122715551U,20121221,CN20122715551U 20121221,,,,,,,,,,,,,,
Novel fork with pizza cutter,CN203074073 (U),24/07/2013,YU WENSHUO,YU WENSHUO,A47G21/02; B26B11/00,,CN20122627773U,20121126,CN20122627773U 20121126,,,,,,,,,,,,,,
Oven with pizza ovenware,CN203059425 (U),17/07/2013,ZHAN SHIQI,ZHAN SHIQI,A47J37/06,,CN2013215982U,20130111,CN2013215982U 20130111,,,,,,,,,,,,,,
Fork,CN203059223 (U),17/07/2013,ZHOU HUAMEI,ZHOU HUAMEI,A47G21/02,,CN2013280458U,20130201,CN2013280458U 20130201,,,,,,,,,,,,,,
Shielding tool capable of ensuring uniform heating of quick-frozen pizza in unfreezing process,CN203040616 (U),10/07/2013,YANG GUIFEN,YANG GUIFEN,A23L3/365,,CN2013250756U,20130130,CN2013250756U 20130130,,,,,,,,,,,,,,
Temperature control cabinet for thawing quick-freezing pizza,CN203040615 (U),10/07/2013,YANG GUIFEN,YANG GUIFEN,A23L3/365,,CN2013250750U,20130130,CN2013250750U 20130130,,,,,,,,,,,,,,
Heat recovery system from a pizza oven or the like,EP2679917 (A1),01/01/2014,CORALLINI GIANANDREAâ€‚[IT];  LAURENT FRANCESCOâ€‚[IT],CORALLINI GIANANDREAâ€‚[IT];  LAURENT FRANCESCOâ€‚[IT],F24D17/00; F24C13/00,F24D17/001; F24C13/00,EP20130003247,20130626,IT2012TO00568 20120627,US2372086 (A),,,,,,,,US4483310 (A),,,,,
Spiral mold for conical pizza cups,CN203027997 (U),03/07/2013,ZHANG PENG,ZHANG PENG,A21B3/13,,CN20122389356U,20120808,CN20122389356U 20120808,,,,,,,,,,,,,,
PIZZA FIXING IMPLEMENT,KR101262823 (B1),13/05/2013,KIM MIN JUNGâ€‚[KR],KIM MIN JUNGâ€‚[KR],B65D85/36; B65D57/00,,KR20120031189,20120327,KR20120031189 20120327,,,,,,,,,,,,,,
OMITTED,KR20130050854 (A),16/05/2013,AHN SEONG SUâ€‚[KR],AHN SEONG SUâ€‚[KR],A21D10/00; A21D13/04,,KR20110116467,20111108,KR20110116467 20111108,,,,,,,,,,,,,,
"PIZZA BOX, PIZZA STORAGE SYSTEM, OPENING MECHANISM AND A PIZZA OVEN FOR A PIZZA MACHINE",WO2014001374 (A2); WO2014001374 (A3),03/01/2014,BONOMI JOHNâ€‚[AU];  BONOMI NICOLAâ€‚[CH],PIZZA BOX INC AGâ€‚[CH],G07F17/00; A21B1/00; B65B69/00; B65D5/00; B65D5/54; B65D85/36; B65G59/06,B65B69/00; B65D5/008; B65D5/5455; B65D85/36; B65G59/062; G07F9/105; G07F11/16; G07F17/0078; B65D2585/366; A21B1/00,WO2013EP63347,20130626,EP20120173640 20120626,,,,,,,,,WO2009091593 (A1); WO2008103907 (A1),,DE9115841U (U1); US5358176 (A); EP1992574 (A1); US8025207 (B1); US2009218388 (A1); US2010072197 (A1),,,
"Fresh dough for use as convenience product, such as pizza dough, puff- or pastry dough for bakery products, is provided with flour component, water, leavening agent, gelling hydrocolloid, yeast and more product enhancing ingredients",CH705886 (A2),14/06/2013,BURGERMEISTER RENEâ€‚[CH];  ZEHNDER BRUNOâ€‚[CH];  ZIEGLER MEIERT JOHAN GROOTESâ€‚[SG],PANADORO GROUP AGâ€‚[CH],A21D10/02; A21D8/02; A21D2/00,A21D6/001; A21D10/025; A21D13/0058; A21D13/007,CH20110001971,20111213,CH20110001971 20111213,,,,,,,,,,,,,,
METHOD FOR PRODUCING A FOOD PRODUCT OR SEMIFINISHED FOOD PRODUCT,WO2013085432 (A1),13/06/2013,STAROVEROV YURY GENNADYEVICHâ€‚[RU],STAROVEROV YURY GENNADYEVICHâ€‚[RU],A23L1/10; A21D13/02,A23K1/1846; A23L1/1025; A23L1/16; A23L1/164,WO2012RU01021,20121205,RU20110149653 20111206,,,,,,,,,,,RU2134511 (C1); RU2341086 (C1),,,
Barbecue grill insert with multiple modular cooking inserts,NZ583891 (A),25/01/2013,LEAVENS BENJAMIN JOHN;  VEGA EDGI EDUARDO YAMBAO,SHRIRO AUSTRALIA PTY LTD,A47J37/07,A47J37/067; A47J37/0704; A47J37/0786,NZ20080583891,20080822,AU20070905189 20070921; WO2008AU01239 20080822,,,,,,,,,,,,,,
PROTEIN-BASED PIZZA CRUST,US2013142935 (A1),06/06/2013,ALY MOHAMED ELHOSINYâ€‚[US],ALY MOHAMED ELHOSINYâ€‚[US],A23L1/315; A23L1/36,A23L1/311; A23L1/31445; A23L1/31454; A23L1/3152; A21D2/364; A21D13/007; A21D13/062; A23L1/366,US201213691831,20121202,US201213691831 20121202; US201161566393P 20111202,,,,,,,,,,,,,,
"Combination of caustic solution pastry, preferably pretzel and pizza has excellent taste",DE102011121388 (A1),13/06/2013,PLEHN OLIVERâ€‚[DE],PLEHN OLIVERâ€‚[DE],A21D13/00,A21D13/0006; A21D13/007,DE201110121388,20111210,DE201110121388 20111210,DE19643712 (C2),,,,,,,,,,,,,
Pizza box gift card holder,USD683213 (S1),28/05/2013,CLEGG TIMOTHYâ€‚[US],CLEGG TIMOTHYâ€‚[US],,,US201129405094F,20111028,US201129405094F 20111028,,,,,,,,,,,,,,
PIZZA AND HAMBURGER MADE FROM COMMON QUAIL,KR20130043418 (A),30/04/2013,YOO BYEONG HOâ€‚[KR],YOO BYEONG HOâ€‚[KR],A23L1/315; A23L1/317,,KR20110107531,20111020,KR20110107531 20111020,,,,,,,,,,,,,,
RICE CAKE PIZZA AND MANUFACTURING METHOD FOR THE SAME,KR20130039924 (A),23/04/2013,PARK HO SUNGâ€‚[KR],PARK HO SUNGâ€‚[KR],A23L1/10; A21D13/00,,KR20110104598,20111013,KR20110104598 20111013,,,,,,,,,,,,,,
DEVICE OF FIXED THE PIZZA HAVING FOOD SKEWERING FUNCTION,KR20130039372 (A),22/04/2013,SEO JUNG BYUMâ€‚[KR],SEO JUNG BYUMâ€‚[KR],B65D85/36; B65D25/02,,KR20110103871,20111012,KR20110103871 20111012,,,,,,,,,,,,,,
Convertible Food Transporting Box and Method,US2013126593 (A1); US8857701 (B2),23/05/2013,MANDREUCCI MARCELLOâ€‚[US];  DEPASCALE ANDREWâ€‚[US];  PETNER ROBERTâ€‚[US],MANDREUCCI MARCELLOâ€‚[US];  DEPASCALE ANDREWâ€‚[US];  PETNER ROBERTâ€‚[US];  INNOVATIVE PIZZA PRODUCTS LLC,B65D5/66; B23P17/00; B65D51/24,B65D5/5206; B65D5/5213; B65D2585/366; Y10S229/906; Y10T29/49716; B23P17/00; B65D5/66; B65D51/24,US201213402967,20120223,US201213402967 20120223; US201161629660P 20111123,US2011259765 (A1); US2009314661 (A1); US2006226206 (A1); US2003106926 (A1); US2003062406 (A1); US7793821 (B2); US4801774 (A); US4718545 (A); US3645382 (A); US3071307 (A); US2317203 (A); US2317203 (A); US3071307 (A); US3645382 (A); US4718545 (A); US4801774 (A); US7793821 (B2); US2003062406 (A1); US2003106926 (A1); US2006226206 (A1); US2009314661 (A1); US2011259765 (A1),,,,,,,,,,,,,
Automated pizza assembly system,AU2012301642 (A1),09/05/2013,FRITZ-JUNG CATHRYN;  SCRIVANO DAVID;  STROTHER DAVID;  THOMAS AMANDA B;  HESLIP SEAN M;  DEEMTER KENT A;  MCCOY TYLER W;  HOEKSEMA BRET A,LITTLE CAESAR ENTPR INC,A23G3/20,A23P1/081; A21C9/04; A21C9/08,AU20120301642,20120831,US201261642855P 20120504; US201113222319 20110831; WO2012US53425 20120831,,,,,,,,,,,,,,
"Decorated tile for use as wall lining in living room heater e.g. tile heater, has heat accumulator material adhered at rear side of tile or in molded cavity formed in rear side of tile, where surface of tile is multi-colored or transparent",DE102011119190 (A1),23/05/2013,SCHLICKENRIEDER KLAUSâ€‚[DE],SCHLICKENRIEDER KLAUSâ€‚[DE],B28B11/00; F24B1/06; F24C15/34,F24B1/06; F24C15/34,DE201110119190,20111123,DE201110119190 20111123,,,,,,,,,DE19717038 (A1); DE10215819 (A1); DE102007038200 (B3),,,,,
Test platform for studying pizza shovel motion,CN202929914 (U),08/05/2013,WANG JUN;  ZHAO HAIXIA,JINLING INST TECHNOLOGY,G09B23/10,,CN20122642841U,20121129,CN20122642841U 20121129,,,,,,,,,,,,,,
AUTOMATED PIZZA ASSEMBLY SYSTEM.,MX2012009793 (A),29/01/2013,FRITZ-JUNG CATHRYNâ€‚[US];  SCRIVANO DAVID;  THOMAS AMANDA B;  HESLIP SEAN M;  DEEMTER KENT A;  MCCOY TYLER W;  HOEKSEMA BRET A,LITTLE CAESAR ENTPR INCâ€‚[US],A21C9/04; A21C9/00; A21C9/08,A21C9/04; B25J11/00,MX20120009793,20120823,US20100308487P 20100226; US20100320337P 20100402; US201113033650 20110224; WO2011US25989 20110224,,,,,,,,,,,,,,
Pizza box,USD681452 (S1),07/05/2013,DENNEN ROBERT Pâ€‚[US];  PESTI JOHNâ€‚[US];  GLOCK OWENâ€‚[US],DENNEN ROBERT Pâ€‚[US];  PESTI JOHNâ€‚[US];  GLOCK OWENâ€‚[US];  PIZZA HUT INCâ€‚[US],,,US201129406308F,20111111,US201129406308F 20111111,,,,,,,,,,,,,,
SUPPORT FRAME FOR PIZZA,KR20130030410 (A),27/03/2013,KWON OH YONGâ€‚[KR],KWON OH YONGâ€‚[KR],B65D85/36; B65D25/20,,KR20110093854,20110919,KR20110093854 20110919,,,,,,,,,,,,,,
TOMATO-DERIVED THICKENING AGENT,US2013108767 (A1),02/05/2013,DUBBELMAN SANDERâ€‚[NL];  MAVROUDIS NIKOLAOSâ€‚[GB];  OLIEHOEK LEANDROâ€‚[BR],DUBBELMAN SANDERâ€‚[NL];  MAVROUDIS NIKOLAOSâ€‚[GB];  OLIEHOEK LEANDROâ€‚[BR],A23L1/0524,A23L1/05; A23L1/0524; A23L1/2128; A23L1/243,US201113643224,20110418,EP20100161702 20100503; WO2011EP56150 20110418,,,,,,,,,,,,,,
PIZZA-MAKING MACHINE WITH FAST DELIVERY,RO128252 (A0),30/04/2013,MORARU MARIANâ€‚[RO],TARABA DE PIZZA S R Lâ€‚[RO],A21B1/42; A23L1/01,,RO20120001011,20121214,RO20120001011 20121214,,,,,,,,,,,,,,
METHOD AND SYSTEM FOR ASSEMBLING A PIZZA,WO2013062915 (A1),02/05/2013,RADER JEFFâ€‚[US],PIZZA HUT INCâ€‚[US],G06Q50/12,A23L1/0067; G01G19/00,WO2012US61349,20121022,US201161550506P 20111024,,,,,,,,,,,US2005021407 (A1); JP2001012995 (A); US2008124434 (A1); EP1880647 (A1); KR20110080988 (A),,,
Pizza tray with folding handheld parts,CN103057853 (A),24/04/2013,ZHENG LEI,NANTONG DANDELION IND DESIGN SERVICE CO LTD,B65D85/36,,CN20121595406,20121227,CN20121595406 20121227,,,,,,,,,,,,,,
Multifunctional pizza tray,CN103054416 (A),24/04/2013,THE INVENTOR HAS WAIVED THE RIGHT TO BE MENTIONED,SU YIJUN,A47G19/02,,CN20111323462,20111023,CN20111323462 20111023,,,,,,,,,,,,,,
Pizza cheese and preparation method for salt-free water of pizza cheese,CN103053697 (B); CN103053697 (A),24/04/2013,ZHAO ZHENG;  ZHANG XINWEI;  ZHENG WEIMING;  YANG WEI;  XU YAO,UNIV TIANJIN SCIENCE & TECH,A23C19/02; A23C19/064,,CN20121575127,20121224,CN20121575127 20121224,CN102334556 (A); CN101961054 (A); CN1887098 (A); CN102090457 (A); CN101715836 (A); CN101194651 (A); CN1638647 (A); CN102144673 (A),,,,,,,,,,,,,
Chinese and western integrated pizza and preparation method thereof,CN103053652 (A),24/04/2013,ZHANG ZENGHUI;  ZHANG YUANYUAN;  SUN LIJUN,SUN LIJUN,A21D13/08; A21D2/34; A21D2/36,,CN20121416415,20121027,CN20121416415 20121027,CN101803625 (A); CN1205173 (A); CN101453911 (A); CN101642150 (A),,,,,,,,,,,,,
"Grain flour mixture for baked goods, such as bread, pizza or pretzels, is made of different biological source, seed oil residue or crop oil residue, where seed oil residue or crop oil residue is provided from extraction of edible oils",DE102011054244 (A1),11/04/2013,THOLE PETERâ€‚[DE];  MUELLER LUTZâ€‚[DE],MUELLER LUTZâ€‚[DE];  THOLE PETERâ€‚[DE],A21D10/00; A21D2/02; A21D2/36; A21D8/00; A21D13/04,A21D2/266; A21D2/36; A21D10/005,DE20111054244,20111006,DE20111054244 20111006,DE10015006 (A1); DE202006017542U (U1); DE202009013228U (U1); DE69622990T (T2); DE602004004121T (T2); WO0174179 (A1); WO0187075 (A1); WO2004006693 (A1); WO2006043117 (A1),,,,,,,,EP1647191 (A1); DE202005018834U (U1); DE3013003 (C2),,,,,
DOUGH FOR PIZZA AND MANUFACTURING METHOD THEREOF,KR101238288 (B1),28/02/2013,OH HYUN MINâ€‚[KR],OH HYUN MINâ€‚[KR],A21D10/02; A21D2/36; A21D8/02,,KR20120103331,20120918,KR20120103331 20120918,KR20110119462 (A); KR20060110023 (A); KR20090102386 (A),,KR20010035503 (A),,,,,,,,,,,
Reusable pizza container,US2013068830 (A1),21/03/2013,COLON EPIFANIOâ€‚[US],COLON EPIFANIOâ€‚[US];  EPIFANIO COLON,B65D5/355; B65D5/54,B65D5/6664; B65D5/0005; B65D5/5475; B65D2301/10; B65D2585/366; B65D5/5495,US20100927713,20101123,US20100927713 20101123; US20100400278P 20100726,US4136817 (A); US5071062 (A); US5209392 (A); US5375761 (A); US6375066 (B1); US2003121961 (A1),,,,,,,,,,,,,
Pizza oven,CN202801312 (U),20/03/2013,WANG FANGWEI,WANG FANGWEI,A47J37/06,,CN20122441381U,20120831,CN20122441381U 20120831,,,,,,,,,,,,,,
Pizza cutter,USD678009 (S1),19/03/2013,KROHMER STEVENâ€‚[US];  FREY JAMES Jâ€‚[US],KROHMER STEVENâ€‚[US];  FREY JAMES Jâ€‚[US];  ROCKLER COMPANIES INCâ€‚[US],,,US201129393325F,20110602,US201129393325F 20110602,,,,,,,,,,,,,,
Pizza peel,USD678005 (S1),19/03/2013,ZEMEL MARCâ€‚[US];  SCHILLEN ADAMâ€‚[US],ZEMEL MARCâ€‚[US];  SCHILLEN ADAMâ€‚[US];  MR BAR B Q INCâ€‚[US],,,US201229427604F,20120720,US201229427604F 20120720,,,,,,,,,,,,,,
COMPOSITION COMPRISING ESCULETIN FOR INHIBITION OF BONE LOSS,KR20130009685 (A); KR101332074 (B1),23/01/2013,CHOI SOON YOUNGâ€‚[KR];  YOUN YU NAâ€‚[KR];  JUNG YU SUNâ€‚[KR];  LEE MYEONG SOKâ€‚[KR],SOOKMYUNG WOMEN S UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATIONâ€‚[KR],A61K31/37; A61K31/045; A61P19/00; A61P19/10,,KR20120076532,20120713,KR20110069794 20110714,US5736522 (A); JPH10226641 (A); JP2000119181 (A); JP2009504776 (A),,,,,,,,,,,,,
MANUFACTURING METHOD OF RED GINSENG PIZZA,KR20130008226 (A); KR101311385 (B1),22/01/2013,LEE SOON RAKâ€‚[KR],LEE SOON RAKâ€‚[KR],A21D13/00; A21D8/06; A23L1/212,,KR20110068833,20110712,KR20110068833 20110712,KR19980027315 (A); KR20000017796 (A); KR20070043498 (A); KR20020070196 (A),,,,,,,,,,,,,
"MANGO PASTA SAUCE, PIZZA MANGO SOURCE",KR20130001416 (A),04/01/2013,KIM JUNG KONâ€‚[KR],KIM JUNG KONâ€‚[KR],A23L1/39; A23L1/212,,KR20110062145,20110627,KR20110062145 20110627,,,,,,,,,,,,,,
Temperature controller,CN202771278 (U),06/03/2013,SHEN JIANMIN,HAIYAN KAIKAI ELECTRIC APPLIANCE CO LTD,G05D23/00,,CN20122419114U,20120823,CN20122419114U 20120823,,,,,,,,,,,,,,
"Preparing pastry comprising topping, fodder and cookie to prepare quiche/pizza, by selecting topping, fodder and cookie, selecting number of layers and stratification and preparing slab of pastry, cutting and then placing in flexible frame",FR2980078 (B3); FR2980078 (A3),22/03/2013,LESAGE ERICâ€‚[FR];  FLEURY STEPHANEâ€‚[FR],TARTEFRAISâ€‚[FR],A23P1/08; A23G1/32; A23L3/3436,A21D13/0009; A21D13/0045; A21D13/0087; A21B3/131,FR20110058278,20110916,FR20110058278 20110916,,,,,,,,,,,,,,
"METHOD FOR THE PRODUCTION OF PUFFED POPCORN WITH USE OF BUTTER-SCENTED PLANT OIL, BUTTER-SCENTED SALT AND ADDITIONAL FLAVOURS",GR20110100358 (A),05/02/2013,SPARTALIS EMMANOUIL STEFANOUâ€‚[GR],SPARTALIS & SIA O E Eâ€‚[GR],A23L1/18; B65D81/34,A23L1/1815; A23L1/1817; B65D81/34,GR20110100358,20110620,GR20110100358 20110620,,,,,,,,,,,,,,
