applicants,applicants_cleaned_type,applicants_organisations,applicants_original,inventors_cleaned,inventors_original,ipc_class,ipc_codes,ipc_names,ipc_original,ipc_subclass_codes,ipc_subclass_detail,ipc_subclass_names,priority_country_code,priority_country_code_names,priority_data_original,priority_date,publication_country_code,publication_country_name,publication_date,publication_date_original,publication_day,publication_month,publication_number,publication_number_espacenet_links,pubyear,title_cleaned,title_nlp_cleaned,title_nlp_multiword_phrases,title_nlp_raw,title_original
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Pasztor, Egon","PASZTOR, EGON;EGNOR, DANIEL",G06: Computing,G06F 7/00,G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled,G06F 7/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"11/366,162 2006-03-01T23:59:59.000Z US, 60/658,214 2005-03-02T23:59:59.000Z US",2005-03-02T23:59:59.000Z; 2006-03-01T23:59:59.000Z,CA,Canada,0009-09-06,09.09.2006,9,9,CA2600685,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2600685,2006,Generating Structured Information,Structured Information,Structured Information,Structured Information,GENERATING STRUCTURED INFORMATION
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Pasztor, Egon",Pasztor Egon;Egnor Daniel,G06: Computing,G06F 15/16; G06F 17/30; G06F 7/00,"G06F 15/16: Digital computers in general; Data processing equipment in general -> Combinations of two or more digital computers each having at least an arithmetic unit, a programme unit and a register, e.g. for a simultaneous processing of several programmes; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled",G06F 7/00;G06F 7/00;G06F 15/16;G06F 15/16;G06F 17/30;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0008-09-06,08.09.2006,8,9,US20060200478,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2006200478,2006,Generating Structured Information,Structured Information,Structured Information,Structured Information,GENERATING STRUCTURED INFORMATION
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Malpani, Radhika; Mittal, Vibhu",MALPANI Radhika;MITTAL Vibhu,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0030-07-10,30.07.2010,30,7,US20100191768,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2010191768,2010,Search Query Categorization For Business Listings Search,Business Listings Search; search Query Categorization,Business Listings Search; search Query Categorization,Business Listings Search; search Query Categorization,SEARCH QUERY CATEGORIZATION FOR BUSINESS LISTINGS SEARCH
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel",Egnor Daniel,G06: Computing,G06F 7/00,G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled,G06F 7/00;G06F 7/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,10024790 2004-12-30T23:59:59.000Z US,2004-12-30T23:59:59.000Z,US,United States of America,0007-07-06,07.07.2006,7,7,US20060149774,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2006149774,2006,Indexing Documents According To Geographical Relevance,Geographical Relevance; indexing Documents,Geographical Relevance; indexing Documents,Geographical Relevance; indexing Documents,INDEXING DOCUMENTS ACCORDING TO GEOGRAPHICAL RELEVANCE
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel",Egnor Daniel,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0001-10-10,01.10.2010,1,10,US20100250552,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2010250552,2010,Indexing Documents According To Geographical Relevance,Geographical Relevance; indexing Documents,Geographical Relevance; indexing Documents,Geographical Relevance; indexing Documents,INDEXING DOCUMENTS ACCORDING TO GEOGRAPHICAL RELEVANCE
Google Inc,Corporate; People,Google Inc,"GOOGLE, INC.;MALPANI, Radhika;MITTAL, Vibhu","Malpani, Radhika; Mittal, Vibhu","MALPANI, RADHIKA;MITTAL, VIBHU",G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"10/462,818 17.06.2003 US",17.06.2003,WO,Patent Co-operation Treaty,0030-12-04,30.12.2004,30,12,WO2004114162,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2004114162,2004,Search Query Categorization For Business Listings Search,Business Listings Search; search Query Categorization,Business Listings Search; search Query Categorization,Business Listings Search; search Query Categorization,SEARCH QUERY CATEGORIZATION FOR BUSINESS LISTINGS SEARCH
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Greenfield Lawrence Elias","EGNOR, DANIEL;GREENFIELD, LAWRENCE ELIAS",G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"11/024,977 2004-12-30T23:59:59.000Z US",2004-12-30T23:59:59.000Z,CA,Canada,0014-07-06,14.07.2006,14,7,CA2593421,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2593421,2006,Location Extraction,location Extraction,location Extraction,location Extraction,LOCATION EXTRACTION
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Rasmussen, Jens, Eilstrup; Rasmussen, Lars, Eilstrup",Rasmussen Lars Eilstrup;Rasmussen Jens Eilstrup,G01: Measuring; G06: Computing; G09: Educating,G01C 21/28; G01C 21/30; G06F; G06F 17/00; G06F 17/30; G09B 29/10,"G01C 21/28: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments; G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching; G06F 17/00: Digital computing or data processing equipment or methods, specially adapted for specific functions; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F: Electric Digital Data Processing; G09B 29/10: Maps; Plans; Charts; Diagrams, e.g. route diagrams -> Map spot or co-ordinate position indicators; Map-reading aids",G06F 17/00;G06F 17/00;G01C 21/28;G01C 21/30;G06F;G06F 17/30;G06F 17/30;G09B 29/10;G09B 29/10,G01C; G06F; G09B,"G01C: Measuring Distances, Levels Or Bearings; G06F: Electric Digital Data Processing; G09B: Educational Or Demonstration Appliances","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams",US,United States of America,11995629 2004-11-22T23:59:59.000Z US,2004-11-22T23:59:59.000Z,US,United States of America,0003-06-05,03.06.2005,3,6,US20050119824,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2005119824,2005,System For Automatically Integrating A Digital Map System,Digital Map System; System,Digital Map System,Digital Map System; System,System for automatically integrating a digital map system
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Rasmussen, Jens, Eilstrup; Rasmussen, Lars, Eilstrup",Rasmussen Lars Eilstrup;Rasmussen Jens Eilstrup,G01: Measuring; G06: Computing; G09: Educating,G01C 21/28; G01C 21/30; G06F; G06F 17/00; G06F 17/30; G09B 29/10,"G01C 21/28: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments; G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching; G06F 17/00: Digital computing or data processing equipment or methods, specially adapted for specific functions; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F: Electric Digital Data Processing; G09B 29/10: Maps; Plans; Charts; Diagrams, e.g. route diagrams -> Map spot or co-ordinate position indicators; Map-reading aids",G06F 17/00;G06F 17/00;G01C 21/28;G01C 21/30;G06F;G06F 17/30;G06F 17/30;G09B 29/10;G09B 29/10,G01C; G06F; G09B,"G01C: Measuring Distances, Levels Or Bearings; G06F: Electric Digital Data Processing; G09B: Educational Or Demonstration Appliances","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams",NA,NA,NA,NA,US,United States of America,0001-10-10,01.10.2010,1,10,US20100251088,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2010251088,2010,System For Automatically Integrating A Digital Map System,Digital Map System; System,Digital Map System,Digital Map System; System,System for automatically integrating a digital map system
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Hamon Reid, Elizabeth",Egnor Daniel;Reid Elizabeth Hamon,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,10024975 2004-12-30T23:59:59.000Z US,2004-12-30T23:59:59.000Z,US,United States of America,0022-04-09,22.04.2009,22,4,US7523099,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US7523099,2009,Category Suggestions Relating To A Search,category Suggestions; Search,category Suggestions,category Suggestions; Search,Category suggestions relating to a search
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Hamon Reid, Elizabeth",Egnor Daniel;Reid Elizabeth Hamon,G06: Computing,G06F 17/30; G06F 7/00,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled",G06F 7/00;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0028-09-11,28.09.2011,28,9,US08027988,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US08027988,2011,Category Suggestions Relating To A Search,category Suggestions; Search,category Suggestions,category Suggestions; Search,Category suggestions relating to a search
Google Inc,Corporate; People,Google Inc,Tseng Erick;Google Inc.,"Tseng, Erick",Tseng Erick,G06: Computing; G09: Educating,G06K 9/00; G09G 5/00,"G06K 9/00: Methods or arrangements for reading or recognising printed or written characters or for recognising patterns, e.g. fingerprints; G09G 5/00: Control arrangements or circuits for visual indicators common to cathode-ray tube indicators and other visual indicators",G09G 5/00;G06K 9/00,G06K; G09G,G06K: Recognition Of Data; G09G: Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information,G06K: Computing; Calculating; Counting -> Recognition Of Data; Presentation Of Data; Record Carriers; Handling Record Carriers; G09G: Educating; Cryptography; Display; Advertising; Seals -> Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information,NA,NA,NA,NA,US,United States of America,0004-05-12,04.05.2012,4,5,US20120105475,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2012105475,2012,Range Of Focus In An Augmented Reality Application,Augmented Reality Application; Range,Augmented Reality Application,Augmented Reality Application; Range,Range of focus in an augmented reality application
Google Inc,Corporate,Google Inc,"GOOGLE, INC.","Deng, Jian, Gong; Feng, Hanping; Ling, Benjamin, C; Wu, Jie, J","LING, BENJAMIN C.;WU, JIE J.;DENG, JIAN GONG;FENG, HANPING",G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"10/957,115 2004-09-30T23:59:59.000Z US",2004-09-30T23:59:59.000Z,CA,Canada,0014-04-06,14.04.2006,14,4,CA2582523,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2582523,2006,Method And System For Processing Queries Initiated By Users Of Mobile Devices,method; Mobile Device; Processing Queries; System; User,Mobile Device; Processing Queries,method; Mobile Devices; Processing Queries; System; Users,METHOD AND SYSTEM FOR PROCESSING QUERIES INITIATED BY USERS OF MOBILE DEVICES
Google Inc,Corporate; People,Google Inc,"GOOGLE INC.;TSENG, Erick","Tseng, Erick","TSENG, Erick",G06: Computing; G09: Educating,G06K 9/00; G09G 5/00,"G06K 9/00: Methods or arrangements for reading or recognising printed or written characters or for recognising patterns, e.g. fingerprints; G09G 5/00: Control arrangements or circuits for visual indicators common to cathode-ray tube indicators and other visual indicators",G09G 5/00;G06K 9/00,G06K; G09G,G06K: Recognition Of Data; G09G: Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information,G06K: Computing; Calculating; Counting -> Recognition Of Data; Presentation Of Data; Record Carriers; Handling Record Carriers; G09G: Educating; Cryptography; Display; Advertising; Seals -> Arrangements Or Circuits For Control Of Indicating Devices Using Static Means To Present Variable Information,US,United States of America,"12/938,029 02.11.2010 US",02.11.2010,WO,Patent Co-operation Treaty,0011-05-12,11.05.2012,11,5,WO2012061487,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2012061487,2012,Range Of Focus In An Augmented Reality Application,Augmented Reality Application; Range,Augmented Reality Application,Augmented Reality Application; Range,Range of focus in an augmented reality application
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Ewing, Jessica, R; Pansari, Ambar",Pansari Ambar;Ewing Jessica R.,G06: Computing; H04: Electric Communication Technique,G06Q 30/00; H04L 29/06; H04M 1/64; H04M 11/00,"G06Q 30/00: Commerce, e.g. shopping or e-commerce; H04L 29/06: Arrangements, apparatus, circuits or systems, not covered by a single one of groups H04L0001000000-H04L0027000000 -> Communication control; Communication processing -> characterised by a protocol; H04M 1/64: Substation equipment, e.g. for use by subscribers -> Automatic arrangements for answering calls; Automatic arrangements for recording messages for absent subscribers; Arrangements for recording conversations; H04M 11/00: Telephonic communication systems specially adapted for combination with other electrical systems",G06Q 30/00;H04M 11/00;H04L 29/06;H04M 1/64,G06Q; H04L; H04M,"G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; H04L: Transmission Of Digital Information, E.G. Telegraphic Communication; H04M: Telephonic Communication","G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For; H04L: Electric Communication Technique -> Transmission Of Digital Information, E.G. Telegraphic Communication; H04M: Electric Communication Technique -> Telephonic Communication",NA,NA,NA,NA,US,United States of America,0016-11-07,16.11.2007,16,11,US20070265858,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2007265858,2007,Monetizing Service Calls Through Advertising,Advertiser; Service Calls,Service Calls,Advertising; Service Calls,Monetizing service calls through advertising
Google Inc,Corporate; People,Google Inc,"GOOGLE INC.;HUDSON, Douglas, T.","Hudson, Douglas, T","HUDSON, Douglas, T.",G06: Computing,G06F 3/03; G06F 3/041,"G06F 3/03: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Arrangements for converting the position or the displacement of a member into a coded form; G06F 3/041: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Arrangements for converting the position or the displacement of a member into a coded form -> Digitisers, e.g. for touch screens or touch pads, characterised by the transducing means",G06F 3/03;G06F 3/041,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"61/374,519 17.08.2010 US",17.08.2010,WO,Patent Co-operation Treaty,0024-02-12,24.02.2012,24,2,WO2012024442,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2012024442,2012,Touch-Based Gesture Detection For A Touch-Sensitive Device,touch-Based Gesture Detection; Touch-Sensitive Device,touch-Based Gesture Detection; Touch-Sensitive Device,touch-Based Gesture Detection; Touch-Sensitive Device,TOUCH-BASED GESTURE DETECTION FOR A TOUCH-SENSITIVE DEVICE
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Byrne, William, J; Gruenstein, Alexander","GRUENSTEIN, ALEXANDER;BYRNE, WILLIAM J.",G10: Musical Instruments; H04: Electric Communication Technique,G10L 15/32; H04W 4/18,"G10L 15/32: Speech recognition -> Constructional details of speech recognition systems -> Multiple recognisers used in sequence or in parallel; Score combination systems therefor, e.g. voting systems; H04W 4/18: Services or facilities specially adapted for wireless communication networks -> Information format or content conversion, e.g. adaptation by the network of the transmitted or received information for the purpose of wireless delivery to users or terminals",G10L 15/32;H04W 4/18,G10L; H04W,G10L: Speech Analysis Or Synthesis; H04W: Wireless Communication Networks,G10L: Musical Instruments; Acoustics -> Speech Analysis Or Synthesis; Speech Recognition; Audio Analysis Or Processing; H04W: Electric Communication Technique -> Wireless Communication Networks,US,United States of America,"12/794,896 2010-06-07T23:59:59.000Z US, 61/298,251 2010-01-26T23:59:59.000Z US",2010-01-26T23:59:59.000Z; 2010-06-07T23:59:59.000Z,CA,Canada,0005-08-11,05.08.2011,5,8,CA2788088,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2788088,2011,Integration Of Embedded And Network Speech Recognizers,Integrating; Network Speech Recognizers,Network Speech Recognizers,integration; Network Speech Recognizers,INTEGRATION OF EMBEDDED AND NETWORK SPEECH RECOGNIZERS
Google Inc,Corporate; People,Google Inc,"GOOGLE, INC.;RASMUSSEN, Lars, Eilstrup;RASMUSSEN, Jens, Eilstrup","Rasmussen, Jens, Eilstrup; Rasmussen, Lars, Eilstrup","RASMUSSEN, Lars, Eilstrup;RASMUSSEN, Jens, Eilstrup",G01: Measuring,G01C 21/30,G01C 21/30: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network -> with correlation of data from several navigational instruments -> Map- or contour-matching,G01C 21/30,G01C,"G01C: Measuring Distances, Levels Or Bearings","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry",US,United States of America,"60/525,420 25.11.2003 US, 10/995,629 22.11.2004 US",22.11.2004; 25.11.2003,WO,Patent Co-operation Treaty,0010-06-05,10.06.2005,10,6,WO2005052763,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2005052763,2005,System For Automatically Integrating A Digital Map System,Digital Map System; System,Digital Map System,Digital Map System; System,System for automatically integrating a digital map system
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Greenfield Lawrence Elias",Egnor Daniel;Greenfield Lawrence Elias,G06: Computing,G06F 17/00; G06F 17/30,"G06F 17/00: Digital computing or data processing equipment or methods, specially adapted for specific functions; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 17/30;G06F 17/00;G06F 17/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,10024977 2004-12-30T23:59:59.000Z US,2004-12-30T23:59:59.000Z,US,United States of America,0007-07-06,07.07.2006,7,7,US20060149734,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2006149734,2006,Determining Unambiguous Geographic References,determining Unambiguous Geographic References,determining Unambiguous Geographic References,determining Unambiguous Geographic References,Determining unambiguous geographic references
Google Inc,Corporate,Google Inc,GOOGLE INC.,Ghosemajumder Shuman; Lucash Nathan,Lucash Nathan;Ghosemajumder Shuman,G06: Computing,G06Q 10/00; G06Q 30/00,"G06Q 10/00: Administration; Management; G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00;G06Q 30/00;G06Q 10/00;G06Q 10/00,G06Q,"G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0002-01-09,02.01.2009,2,1,US20090006190,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2009006190,2009,Determining Location-Based Commercial Information,determining Location-Based Commercial Information,determining Location-Based Commercial Information,determining Location-Based Commercial Information,DETERMINING LOCATION-BASED COMMERCIAL INFORMATION
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Greenfield Lawrence Elias",Egnor Daniel;Greenfield Lawrence Elias,G06: Computing,G06F 17/30; G06F 7/00,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled",G06F 17/30;G06F 7/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0014-12-11,14.12.2011,14,12,US08078601,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US08078601,2011,Determining Unambiguous Geographic References,determining Unambiguous Geographic References,determining Unambiguous Geographic References,determining Unambiguous Geographic References,Determining unambiguous geographic references
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Jenson, Scott; Rechis, Leland; Shacham, Yael","RECHIS, LELAND;JENSON, SCOTT;SHACHAM, YAEL",G06: Computing; H04: Electric Communication Technique,G06F 17/30; H04B 7/26,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; H04B 7/26: Radio transmission systems, i.e. using radiation field -> for communication between two or more posts -> at least one of which is mobile",H04B 7/26;G06F 17/30,G06F; H04B,G06F: Electric Digital Data Processing; H04B: Transmission,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; H04B: Electric Communication Technique -> Transmission,US,United States of America,"11/624,184 2007-01-17T23:59:59.000Z US",2007-01-17T23:59:59.000Z,CA,Canada,0025-07-08,25.07.2008,25,7,CA2676030,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2676030,2008,Location In Search Queries,Locating; Search Query,Search Query,Location; Search Queries,LOCATION IN SEARCH QUERIES
Google Inc,Corporate,Google Inc,GOOGLE INC.,NA,NA,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"11/138,670 2005-05-27T23:59:59.000Z US",2005-05-27T23:59:59.000Z,CA,Canada,0008-12-06,08.12.2006,8,12,CA2610319,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2610319,2006,Scoring Local Search Results Based On Location Prominence,Local Search Results; Location Prominence,Local Search Results; Location Prominence,Local Search Results; Location Prominence,SCORING LOCAL SEARCH RESULTS BASED ON LOCATION PROMINENCE
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Ranjan, Ritcha Gupta; Watts, James M",Ranjan Ritcha G.;Watts James M.,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0028-11-08,28.11.2008,28,11,US20080294603,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2008294603,2008,Providing Profile Information To Partner Content Providers,Content Providers; providing Profile Information,Content Providers; providing Profile Information,Content Providers; providing Profile Information,Providing profile information to partner content providers
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Ranjan, Ritcha Gupta; Watts, James M",Ranjan Ritcha G.;Watts James M.,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0020-01-12,20.01.2012,20,1,US20120016902,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2012016902,2012,Providing Profile Information To Partner Content Providers,Content Providers; providing Profile Information,Content Providers; providing Profile Information,Content Providers; providing Profile Information,Providing profile information to partner content providers
Google Inc,Corporate,Google Inc,GOOGLE INC.,NA,NA,G06: Computing; G09: Educating,G06F 19/00; G09B 29/00; G09B 29/10,"G06F 19/00: Digital computing or data processing equipment or methods, specially adapted for specific applications; G09B 29/00: Maps; Plans; Charts; Diagrams, e.g. route diagrams; G09B 29/10: Maps; Plans; Charts; Diagrams, e.g. route diagrams -> Map spot or co-ordinate position indicators; Map-reading aids",G09B 29/00;G06F 19/00;G09B 29/10,G06F; G09B,G06F: Electric Digital Data Processing; G09B: Educational Or Demonstration Appliances,"G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams",US,United States of America,"60/555,501 2004-03-23T23:59:59.000Z US, 60/567,946 2004-05-03T23:59:59.000Z US",2004-03-23T23:59:59.000Z; 2004-05-03T23:59:59.000Z,CA,Canada,0004-11-05,04.11.2005,4,11,CA2820249,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2820249,2005,A Digital Mapping System,Digital Map System,Digital Map System,Digital Mapping System,A DIGITAL MAPPING SYSTEM
